case_id,sample_name,original_id,top_k,sample_bucket,sufficiency_label,question,gold_answer,model_answer,em,f1,taxonomy,raw_taxonomy,answer_supported_by_context,gold_supported_by_context,confidence,short_reason,context_titles,error
stratified_qa90::5add16b65542990d50227dd2::top20,stratified_qa90,5add16b65542990d50227dd2,20,top5_sufficient,sufficient,What is the age range of the league for which the Bobby Smith Trophy is awarded?,16–21,players aged 16–21,0.0,0.5,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,Model answer 'players aged 16–21' is semantically identical to gold answer '16–21',"Bobby Smith Trophy || Ontario Hockey League || Bobby Orr Trophy || Bobby Orr || Wayne Gretzky Trophy || American Contract Bridge League || Bobby Smith (footballer, born 1870) || Masterpoints || Bobby Smith (safety) || Bobby Smith (ice hockey) || Bobby Orr Trophy (CHL) || Wayne Gretzky || Mott-Smith Trophy || Bobby Smith (soccer) || North American Bridge Championships || Governor's Trophy || Max Kaminsky Trophy || Jean Béliveau Trophy || Jayna Hefford Trophy || Maurice Filion Trophy",
stratified_qa90::5a7af2a455429931da12c998::top5,stratified_qa90,5a7af2a455429931da12c998,5,top5_sufficient,sufficient,"Palm Springs lies in Palm Beach County, the third most populated county in its state. Which major U.S. city is it near?",Miami,West Palm Beach,0.0,0.0,generation_failure,generation_failure,true,false,high,Model answer West Palm Beach is correct per context [2] which states Palm Springs is situated between several places including West Palm Beach. Gold answer Miami is in a different county 60+ miles away and not the nearest major city.,"Palm Beach County, Florida || Palm Springs, Florida || Broward County, Florida || Miami-Dade County, Florida || Palm Beach State College",
stratified_qa90::5a7af2a455429931da12c998::top20,stratified_qa90,5a7af2a455429931da12c998,20,top5_sufficient,sufficient,"Palm Springs lies in Palm Beach County, the third most populated county in its state. Which major U.S. city is it near?",Miami,West Palm Beach,0.0,0.0,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer West Palm Beach is correct per context (Palm Springs is situated between cities including West Palm Beach), but gold answer Miami is also supported as Palm Beach County is part of the Miami metropolitan area. Both are technically correct major cities near Palm Springs, Florida, but they answer slightly different interpretations of the question.","Palm Beach County, Florida || Palm Springs, Florida || Broward County, Florida || Miami-Dade County, Florida || Palm Beach State College || Palm Beach Gardens, Florida || Florida State Road 882 || West Palm Beach, Florida || U.S. state || Palm Beach, Florida || North Palm Springs, California || Palm Beach County Library System || Pine Air, Florida || Congress Avenue (Florida) || County (United States) || Florida State Road 802 || Palm Beach Air Force Base || Palm Beach County Convention Center || County seat || 2010 United States Census",
stratified_qa90::5ac19f405542991316484b5b::top5,stratified_qa90,5ac19f405542991316484b5b,5,top5_sufficient,sufficient,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,dog breeds,0.0,0.0,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,Both Pandikona and Berger Blanc Suisse are described as dogs in context. 'Dog breeds' is semantically equivalent to 'dogs' for the purpose of identifying what kinds of animals they are; 'dog breeds' is a more specific subset of 'dogs' and both answers correctly identify the animal category.,Berger Blanc Suisse || Pandikona || Dog breed || German language || Dog,
stratified_qa90::5a84f5195542994c784dda9d::top5,stratified_qa90,5a84f5195542994c784dda9d,5,top5_sufficient,sufficient,What is the current position held by the Nathan Sharansky's co-author of the book The Case for Democracy?,Israeli Ambassador,Israeli Ambassador to the United States,0.0,0.5714285714285715,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,Model answer provides full official title 'Israeli Ambassador to the United States' while gold answer uses shortened form 'Israeli Ambassador' - both refer to same position held by co-author Ron Dermer per retrieved context.,The Case for Democracy || Ron Dermer || Foreign Affairs || Natan Sharansky || Foreign policy,
stratified_qa90::5a84f5195542994c784dda9d::top20,stratified_qa90,5a84f5195542994c784dda9d,20,top5_sufficient,sufficient,What is the current position held by the Nathan Sharansky's co-author of the book The Case for Democracy?,Israeli Ambassador,Israeli Ambassador to the United States,0.0,0.5714285714285715,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer 'Israeli Ambassador to the United States' is correct and more specific; gold answer 'Israeli Ambassador' is an abbreviation of the full title, making model answer not wrong but more complete.",The Case for Democracy || Ron Dermer || Foreign Affairs || Natan Sharansky || Foreign policy || Soviet Union || Defending Identity || Israel || Sharansky || Knesset || Soviet Jewry Movement || Ukraine || Avital Sharansky || Russian language || Ukrainian language || The Return of Nathan Brazil || Nathan Sassaman || Nathan Oostendorp || Nathan Hinkle || Nathan Brown (writer),
stratified_qa90::5ab64285554299637185c67c::top5,stratified_qa90,5ab64285554299637185c67c,5,top5_sufficient,sufficient,"George H. W. Bush,  a resident of West Oaks Subdivision in Houston Texas, became what number President in 1989? ",41st,41st President,0.0,0.6666666666666666,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,Model answer '41st President' contains the gold answer '41st' with the title 'President' appropriately appended for the question asking what number President he became in 1989,"West Oaks, Houston || George H. W. Bush || River Oaks, Houston || Houston || Tanglewood, Houston",
stratified_qa90::5ab64285554299637185c67c::top20,stratified_qa90,5ab64285554299637185c67c,20,top5_sufficient,sufficient,"George H. W. Bush,  a resident of West Oaks Subdivision in Houston Texas, became what number President in 1989? ",41st,41st President,0.0,0.6666666666666666,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,Model answer '41st President' is semantically equivalent to gold '41st'; both convey the same ordinal number identifying Bush's presidency number.,"West Oaks, Houston || George H. W. Bush || River Oaks, Houston || Houston || Tanglewood, Houston || West Oaks Mall (Houston) || Interstate 10 in Texas || Westheimer Road || George Bush Park || Alief, Houston || Electoral history of George H. W. Bush || Texas State Highway 6 || Fulshear, Texas || Texas || National Geographic (magazine) || Glenshire, Houston || Broadacres, Houston || Willowick Place, Houston || Houston Energy Corridor || Greater Katy",
stratified_qa90::5ab3bcc55542992ade7c6e66::top5,stratified_qa90,5ab3bcc55542992ade7c6e66,5,top5_sufficient,sufficient,In which election did Norm Coleman won to become the last republican elected as of 2017?,2002,The 2002 United States Senate election in Minnesota,0.0,0.25,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer 'The 2002 United States Senate election in Minnesota' is semantically equivalent to gold answer '2002' - both identify the same election, with the model simply providing the full election name.","Norm Coleman || United States Senate election in Minnesota, 2002 || United States Senate election in Minnesota, 2008 || Political positions of Norm Coleman || Republican Party of Minnesota",
stratified_qa90::5ab3bcc55542992ade7c6e66::top20,stratified_qa90,5ab3bcc55542992ade7c6e66,20,top5_sufficient,sufficient,In which election did Norm Coleman won to become the last republican elected as of 2017?,2002,2002 United States Senate election in Minnesota,0.0,0.25,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,Both answers correctly identify the 2002 Minnesota Senate election where Norm Coleman won. The model answer provides the full formal election name while the gold answer uses the year only - both are semantically equivalent and fully supported by context [2] which explicitly states this was the last Senate election in Minnesota won by a Republican as of 2017.,"Norm Coleman || United States Senate election in Minnesota, 2002 || United States Senate election in Minnesota, 2008 || Political positions of Norm Coleman || Republican Party of Minnesota || Saint Paul, Minnesota || Shirley Coleman || Pittsburgh mayoral election, 1929 || United States || Minnesota || Alabama gubernatorial election, 1872 || United States Senate || Armenian parliamentary election, 2017 || Columbus, Ohio mayoral election, 1999 || Minnesota gubernatorial election, 1998 || Yerevan City Council election, 2017 || Tennessee gubernatorial election, 2006 || United States Senate election in Michigan, 1994 || United States Senate election in Vermont, 2000 || Vice President of the United States",
stratified_qa90::5abdc18555429965af743e2b::top5,stratified_qa90,5abdc18555429965af743e2b,5,top5_sufficient,sufficient,"What is the name of the second largest car rental company, that also has another low cost car rental company it oversees?",Hertz,The Hertz Corporation,0.0,0.6666666666666666,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"The model answer 'The Hertz Corporation' is the formal name for the same entity as the gold answer 'Hertz'. Both refer to the second-largest car rental company that owns low-cost brands like Firefly, Dollar, and Thrifty, as supported by retrieved context.",The Hertz Corporation || Firefly (car rental) || Car rental || Dollar Thrifty Automotive Group || Enterprise Rent-A-Car,
stratified_qa90::5abdc18555429965af743e2b::top20,stratified_qa90,5abdc18555429965af743e2b,20,top5_sufficient,sufficient,"What is the name of the second largest car rental company, that also has another low cost car rental company it oversees?",Hertz,The Hertz Corporation,0.0,0.6666666666666666,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,Model answer 'The Hertz Corporation' is the full corporate name equivalent to gold answer 'Hertz'. Context confirms Hertz is second-largest car rental company and owns low-cost brand Firefly.,"The Hertz Corporation || Firefly (car rental) || Car rental || Dollar Thrifty Automotive Group || Enterprise Rent-A-Car || Greater St. Louis || Enterprise Holdings || Advantage Rent a Car || Payless Car Rental || Localiza || Avis Budget Group || Budget Truck Rental || Sixt || Clayton, Missouri || National Car Rental Field || First Car Rental || Enterprise Car Sales || United States || Missouri || National Car Rental",
stratified_qa90::5ab6087a554299110f2199be::top5,stratified_qa90,5ab6087a554299110f2199be,5,top5_sufficient,sufficient,Do both Korematsu v. United States and Chaplinsky v. New Hampshire cases regard the rights of U. S. citizens?,yes,No,0.0,0.0,generation_failure,generation_failure,false,true,high,Model answered 'No' but both cases do concern rights of U.S. citizens: Korematsu dealt with internment of Japanese Americans (citizens) and Chaplinsky dealt with First Amendment speech rights applicable to citizens. Context supports gold answer 'yes'.,"Chaplinsky v. New Hampshire || Korematsu v. United States || Supreme Court of the United States || List of United States Supreme Court cases, volume 315 || United States Reports",
stratified_qa90::5ab6087a554299110f2199be::top20,stratified_qa90,5ab6087a554299110f2199be,20,top5_sufficient,sufficient,Do both Korematsu v. United States and Chaplinsky v. New Hampshire cases regard the rights of U. S. citizens?,yes,"Yes, both cases involve the constitutional rights of U.S. citizens.",0.0,0.19999999999999998,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer 'Yes, both cases involve the constitutional rights of U.S. citizens' is semantically equivalent to gold answer 'yes'; both correctly indicate that both Korematsu (dealing with rights of Japanese Americans) and Chaplinsky (dealing with First Amendment rights) regard rights of U.S. citizens.","Chaplinsky v. New Hampshire || Korematsu v. United States || Supreme Court of the United States || List of United States Supreme Court cases, volume 315 || United States Reports || First Amendment to the United States Constitution || Fred T. Korematsu Institute for Civil Rights and Education || List of landmark court decisions in the United States || United States v. Williams (1951) || Executive Order 9066 || United States presidential elections in New Hampshire || World War II || District of Columbia voting rights || List of United States Representatives from New Hampshire || Freedom of speech || Citizens Action for Southern New Hampshire || Gun Owners of New Hampshire || Fred Korematsu Day || Case citation || New Hampshire Circuit Court Family Division",
stratified_qa90::5ab7d33d5542992aa3b8c859::top20,stratified_qa90,5ab7d33d5542992aa3b8c859,20,rescued_by_top20,sufficient,"What actor starred in ""Word of Honor"" and ""Miami Vice""? ",Donald Wayne Johnson,Don Johnson,0.0,0.4,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,Don Johnson is the common name alias for Donald Wayne Johnson. Context confirms he starred in both Word of Honor and Miami Vice. Model answer is semantically equivalent to gold answer.,"Miami Vice || Don Johnson || Philip Michael Thomas || Firearms in Miami Vice || Miami || Ricardo Tubbs || James ""Sonny"" Crockett || Word of Honor (2003 film) || List of Miami Vice soundtracks || Miami-Dade Police Department || Brother's Keeper (Miami Vice) || Miami Dolphins Honor Roll || Steve Geng || Miami Vice Squad || T-Vice || Anthony Yerkovich || NBC || Mi vida eres tú || USA Network || Miami Vice: The Game",
stratified_qa90::5ae5c72a554299546bf82f57::top20,stratified_qa90,5ae5c72a554299546bf82f57,20,rescued_by_top20,sufficient,Who is the father of the king that defeated the The forces of Olaf and Constantine,King Edward,Edward the Elder,0.0,0.5,generation_failure,generation_failure,false,false,high,Context identifies Æthelstan as the king who defeated Olaf and Constantine at Brunanburh but contains no information about his father. Neither 'Edward' nor 'Edward the Elder' appears in retrieved context.,Olaf Guthfrithson || Battle of Brunanburh || Amlaíb Cenncairech || Constantine II of Scotland || Kingdom of Dublin || Ímar || Gofraid ua Ímair || Limerick || Kingdom of Northumbria || Constantine I of Greece || Olaf II of Denmark || Scandinavian York || Æthelstan || Sigurd Syr || The Saga of King Olaf || Olaf Magnusson of Norway || Constantine Chiwenga || Uí Ímair || Olaf Tryggvason || Battle of Verona (312),
stratified_qa90::5a73d3ea5542992d56e7e3af::top5,stratified_qa90,5a73d3ea5542992d56e7e3af,5,rescued_by_top20,insufficient,Which Native American activist was known for his involvement in the American Indian Movement which addresses incidents of police harassment and racism against Native Americans? ,Arlo Looking Cloud,Anna Mae Aquash,0.0,0.0,ambiguous_or_gold_issue,ambiguous_or_gold_issue,true,false,high,"Model answer (Anna Mae Aquash) is supported by retrieved context [5] as an AIM activist involved in Wounded Knee. Gold answer (Arlo Looking Cloud) is not mentioned in any retrieved context. Both are valid AIM activists, suggesting gold answer may be incorrect or context incomplete.",American Indian Movement || Native Americans in the United States || Indian termination policy || Custer Died for Your Sins || Anna Mae Aquash,
stratified_qa90::5a73d3ea5542992d56e7e3af::top20,stratified_qa90,5a73d3ea5542992d56e7e3af,20,rescued_by_top20,sufficient,Which Native American activist was known for his involvement in the American Indian Movement which addresses incidents of police harassment and racism against Native Americans? ,Arlo Looking Cloud,Anna Mae Aquash,0.0,0.0,generation_failure,generation_failure,false,false,high,"Model answered Anna Mae Aquash, gold expects Arlo Looking Cloud. Neither name explicitly appears in retrieved context as fitting the specific question criteria. Anna Mae Aquash is mentioned in context [5] as AIM activist, but gold answer Arlo Looking Cloud does not appear in any retrieved context.",American Indian Movement || Native Americans in the United States || Indian termination policy || Custer Died for Your Sins || Anna Mae Aquash || Thelma Conroy-Rios || Police brutality against Native Americans || Black Lives Matter || Domestic violence || Racism against African Americans in the U.S. military || Advocacy group || Arlo Looking Cloud || Racism || Malcolm X || Poverty || Unemployment || Sundance (activist) || Theda Nelson Clarke || Police brutality || United States,
stratified_qa90::5abc219655429959677d6a1d::top5,stratified_qa90,5abc219655429959677d6a1d,5,rescued_by_top20,insufficient,Which comic book was also written by the writer of Crossed?,"the Vertigo series ""Preacher""",Stray Bullets,0.0,0.0,ambiguous_or_gold_issue,ambiguous_or_gold_issue,true,true,high,Crossed has multiple writers (Garth Ennis and David Lapham). Model correctly identifies Stray Bullets (by Lapham) as written by a Crossed writer. Gold expects Preacher (by Ennis). Question is ambiguous about which writer is referenced.,Crossed (comics) || Comic book || Star Crossed (comics) || Avatar Press || David Lapham,
stratified_qa90::5abc219655429959677d6a1d::top20,stratified_qa90,5abc219655429959677d6a1d,20,rescued_by_top20,sufficient,Which comic book was also written by the writer of Crossed?,"the Vertigo series ""Preacher""",Stray Bullets,0.0,0.0,ambiguous_or_gold_issue,ambiguous_or_gold_issue,true,true,high,Question ambiguous because Crossed has multiple writers. Garth Ennis wrote early issues (gold: Preacher) and David Lapham wrote later volumes (model: Stray Bullets). Both model answer and gold answer are supported by context but refer to different writers of Crossed.,Crossed (comics) || Comic book || Star Crossed (comics) || Avatar Press || David Lapham || Matt Howarth || DC Comics || Jacen Burrows || Glenn Greenberg || Webcomic || Ade Capone || Garth Ennis || Jan (comic book writer) || Mike Costa || Limited series || Imprint (trade name) || Crossed (novel) || Asteroid || 1997 in comics || Helix (comics),
stratified_qa90::5a8cfa2e554299585d9e378b::top20,stratified_qa90,5a8cfa2e554299585d9e378b,20,rescued_by_top20,sufficient,"What career did the British actor born in 1965  and star of Lock, Stock and Two Smoking Barrels have before acting?",professional footballer,He was a professional footballer.,0.0,0.6666666666666666,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer 'He was a professional footballer.' matches gold answer 'professional footballer' exactly. Vinnie Jones (born Jan 5, 1965) is correctly identified from context [10] as 'a British actor and former professional footballer' before acting.","Lock, Stock and Two Smoking Barrels || Guy Ritchie || Dexter Fletcher || Steven Mackintosh || Nick Moran || Matthew Vaughn || Lock, Stock... || Ensemble cast || Comedy film || Vinnie Jones || Jason Statham || Sting (musician) || Crime film || Stephen Marcus || Alan Ford (actor) || Jason Flemyng || Hard Men || The Hard Case || Frank Harper || Actor",
stratified_qa90::5a8dee2455429917b4a5bce1::top20,stratified_qa90,5a8dee2455429917b4a5bce1,20,rescued_by_top20,sufficient,What other film did the star of 127 Hours act in?,Pineapple Express,Milk,0.0,0.0,ambiguous_or_gold_issue,ambiguous_or_gold_issue,true,true,high,"Both 'Milk' and 'Pineapple Express' are valid correct answers for James Franco's filmography; retrieved context confirms model answer is also correct, making gold answer arbitrary and question ambiguous.",127 Hours || List of accolades received by 127 Hours || Survival film || 127 Hours (soundtrack) || Aron Ralston || Biographical film || Boulder || James Franco || Elections (Hours of Poll) Act 1885 || Found footage (appropriation) || Canyoning || British Museum Act 1805 || Film4 Productions || Blue John Canyon || Coal Mines Regulation Act 1908 || Contract Work Hours and Safety Standards Act || Danny Boyle || Slot canyon || HandMade Films || NGC 127,
stratified_qa90::5a8e612b5542995085b3741b::top20,stratified_qa90,5a8e612b5542995085b3741b,20,rescued_by_top20,sufficient,Welcome to Nollywood and Out of the Shadow are both what?,documentary film,documentary films,0.0,0.5,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,Model answer 'documentary films' is semantically equivalent to gold answer 'documentary film' - both are correctly identified as documentaries (context [1] confirms Welcome to Nollywood is a documentary film; context [13] confirms Out of the Shadow is a documentary film). Only difference is singular vs plural form.,Welcome to Nollywood || Jamie Meltzer || Full Frame Documentary Film Festival || Cinema of Nigeria || Documentary film || This Is Nollywood || Melbourne International Film Festival || The Shadow Out of Time || Out from the Shadow || Out of the Shadow (album) || Coming out of the Shadow || Out of the Shadow (1919 film) || Out of the Shadow (2004 film) || Nigeria || Shan George || Out of the Shadow (1961 film) || Nollywood TV || Dark Adventure Radio Theatre: The Shadow Out of Time || 2012 Best of Nollywood Awards || Film director,
stratified_qa90::5ae5d7b755429929b08079cd::top20,stratified_qa90,5ae5d7b755429929b08079cd,20,rescued_by_top20,sufficient,What was the last date the creator of  the NOI was seen by Elijah Muhammad?,last seen in 1933,1933,0.0,0.4,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,Model answer '1933' is semantically equivalent to gold answer 'last seen in 1933'; both convey the same date information from context [7] which states Fard was 'last seen in 1933' by Elijah Muhammad.,"Elijah Muhammad || Louis Farrakhan || Nation of Islam || Warith Deen Mohammed || Emmanuel Muhammad || Muhammad Ali || Wallace Fard Muhammad || Muhammad Speaks || World War II || Tynnetta Muhammad || Ava Muhammad || Malcolm X || Ishmael Muhammad || Clara Muhammad || Religion || Boston || Harlem || Nathaniel Muhammad || Macon, Georgia || Detroit",
stratified_qa90::5ae6c0f35542991bbc97616f::top20,stratified_qa90,5ae6c0f35542991bbc97616f,20,rescued_by_top20,sufficient,What two positions did the man who broke Buzz Arlett's home run record play?,first baseman and third baseman,First base and third base,0.0,0.6,retrieval_insufficient,retrieval_insufficient,false,false,high,Retrieved context contains no information about who broke Buzz Arlett's home run record or that player's positions. Context only confirms Buzz Arlett was surpassed by Mike Hessman but provides no position details for any player.,Buzz Arlett || Baseball || Babe Ruth || Pitcher || Iowa Wolves || Germans || Home run || The Man Who Stayed at Home (1914 play) || Philadelphia Phillies || Major League Baseball || Mike Hessman || Minor League Baseball || Ernest Arlett || 1998 Major League Baseball home run record chase || Oakville Buzz || United States || Inside-the-park home run || Baseball field || Head of the Charles Regatta || Northeastern University,
