selection_key,case_type,original_id,question,gold_answer,label_top5,label_topk,risk_top5,risk_topk,retrieved_more,answered,top5_titles,topk_new_titles,missing_support_top5,missing_support_topk
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7344e95542991f9a20c6ce,What song was number 4 on the charts when a song from FutureSex/LoveSounds was number 1?,Rudebox,insufficient,insufficient,0.7039739994526143,0.7039739994526143,0,0,FutureSex/LoveShow || FutureSex/LoveSounds || FutureSex/LoveSound || Justin Timberlake || Bridge (music),,rudebox (song) || sexyback,rudebox (song) || sexyback
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7351785542994cef4bc539,Was Atom Egoyans biggest commercial success on stage or on film?,erotic thriller film,sufficient,sufficient,0.48790525844518673,0.48790525844518673,0,0,Atom Egoyan || Chloe (film) || Exotica (film) || Film director || The Sweet Hereafter (film),,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a73522d5542994cef4bc541,Altnahinch is located in a county that has a population density of how many per square mile? ,526,insufficient,insufficient,0.8001625718375653,0.8001625718375653,0,0,"List of cities by population density || Daisy, Kentucky || Pinseque || Los Cerralbos || List of Brazilian states by population density",,altnahinch dam || county antrim,altnahinch dam || county antrim
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7380b955429908901be2d4,"Which film is older, Monsters, Inc. or Earth?","Monsters, Inc.",insufficient,insufficient,0.9376205727492095,0.9376205727492095,0,0,"B.P.R.D. Hell on Earth: Gods and Monsters || List of Monsters, Inc. characters || Monsters, Inc. (franchise) || Monsters, Inc. Scream Arena || Monsters, Inc. Ride & Go Seek",,"earth (2007 film) || monsters, inc.","earth (2007 film) || monsters, inc."
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a738fb4554299623ed4abf9,"Which of these is further south in China, the Pulandian District or Kaiyuan, Liaoning?",Pulandian District,sufficient,sufficient,0.6967182391025037,0.6967182391025037,0,0,"Pulandian District || Kaiyuan, Liaoning || Shuangta, Pulandian || Liaoning || Dalian",,,
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a739ef955429978a71e904b,"What festival is held every June in Bartlesville, Oklahoma?",OK Mozart,sufficient,sufficient,0.6516636893343281,0.6516636893343281,0,0,"OK Mozart Festival || Bartlesville, Oklahoma || Bartlesville Boosters || Bartlesville Public Schools || Bartlesville Pirates",,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a73b1855542992d56e7e388,Which actor in the film Equus is also in the film The Informers?,Colin Blakely,insufficient,insufficient,0.9377886205865332,0.9377886205865332,0,0,Common Informers Act 1575 || Common Informers Act 1623 || Common Informers Act 1588 || Common Informers Act 1951 || Equus Bass 770,,colin blakely || the informers (1963 film),colin blakely || the informers (1963 film)
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a73b55855429978a71e9086,Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?,Gatwick Airport,sufficient,sufficient,0.905672210062985,0.905672210062985,0,0,Gatwick Airport || East Croydon station || Croydon Airport || List of the busiest airports in Europe || Busiest airports in the United Kingdom by total passenger traffic,,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a73b8d655429908901be31f,"Which university is further North,  University of New Hampshire or Stony Brook University?",Stony Brook University,insufficient,insufficient,0.9334030582050792,0.9334030582050792,0,0,Stony Brook University || Stony Brook University Hospital || Stony Brook (Souhegan River) || The Statesman (Stony Brook) || List of Stony Brook University buildings,,university of new hampshire,university of new hampshire
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a73d3ea5542992d56e7e3af,Which Native American activist was known for his involvement in the American Indian Movement which addresses incidents of police harassment and racism against Native Americans? ,Arlo Looking Cloud,insufficient,insufficient,0.735661904251853,0.735661904251853,0,0,American Indian Movement || Native Americans in the United States || Indian termination policy || Racism || Advocacy group,,arlo looking cloud,arlo looking cloud
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a74122f55429929fddd83da,"What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk",Love Drunk,sufficient,sufficient,0.6966736755549742,0.6966736755549742,0,0,Love Drunk || Love Drunk (Boys Like Girls song) || Two Is Better Than One || Heart Heart Heartbreak || Boys Like Girls,,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a74581555429979e2882912,"What Japanese Auto Manufacturer headquarted in Minato, Tokyo, Japan did Nissan aquire controlling interest in?",Mitsubishi,insufficient,insufficient,0.9191010018007789,0.9191010018007789,0,0,"Mitsubishi Motors || Minato, Tokyo || Shiba, Minato, Tokyo || Japanese language || Nissan",,renault–nissan–mitsubishi alliance,renault–nissan–mitsubishi alliance
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a74a62b55429916b01641a0,"Which astronaut, Jean-François Clervoy or Ulrich Walter, was born first?",Prof. Dr. Ulrich Hans Walter,insufficient,insufficient,0.8837305647489949,0.8837305647489949,0,0,Jean-François Clervoy || Astronaut || CNES || Engineer || NASA,,ulrich walter,ulrich walter
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a74adb455429916b01641c6,"Which occurred first, the first publication of The Ladder or Heat?",The Ladder,insufficient,insufficient,0.6480233379977258,0.6480233379977258,0,0,"The Ladder (magazine) || Daughters of Bilitis || Lesbian || Mattachine Society || ONE, Inc.",,heat (magazine),heat (magazine)
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a74af7e55429916b01641d2,"Who was born first, Johan Leysen or George Clooney?",Johan Leysen,sufficient,sufficient,0.5160908521136491,0.5160908521136491,0,0,Johan Leysen || George Clooney || 1984 Cannes Film Festival || Felice...Felice... || Golden Calf for Best Actor,,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a74d7685542996c70cfae0a,"Who was the murderer sent to ""Old Smokey"" for allegedly commiting ""The Crime of the Century""?",Richard Hauptmann,insufficient,insufficient,0.8625535246301351,0.8625535246301351,0,0,Live in Old Smokey || Cordelia Botkin || Old Smokey || Linda Lewis || Ronnie Scott,,richard hauptmann,richard hauptmann
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a74f8bd5542993748c8976a,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,insufficient,insufficient,0.667063939945272,0.667063939945272,0,0,Steve Prohm || Tim Cluess || Iowa State Cyclones men's basketball || College basketball || Iona College (New York),,2015–16 iona gaels men's basketball team || 2015–16 iowa state cyclones men's basketball team,2015–16 iona gaels men's basketball team || 2015–16 iowa state cyclones men's basketball team
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a74feb75542996c70cfae6d,"Which man, Ibn Tufail or Ali Qushji, is best known for the development of astronomical physics independent from natural philosophy?",Ali Qushji,insufficient,insufficient,0.7519939818238517,0.7519939818238517,0,0,Ali Qushji || Natural philosophy || Astrophysics || Earth's rotation || Empirical evidence,,ibn tufail,ibn tufail
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7521c55542993748c897c6,Temagami-Lorrain Mine and Burwash Mine were both mines created during the early 1900s; which one yielded a 16-ton bulk sample of gold ore in 1935?,Burwash Mine,sufficient,sufficient,0.5584447212860846,0.5584447212860846,0,0,Burwash Mine || Temagami-Lorrain Mine || Gold || Northwest Territories || Shaft mining,,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7528e955429929fddd850e,"Which magazine began publication first, Reunions magazine or Money?",Money,insufficient,insufficient,0.455728706119368,0.455728706119368,0,0,Reunions magazine || Soap Opera Magazine || Magazine || Young Money (magazine) || Class reunion,,money (magazine),money (magazine)
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a75377c55429929fddd8514,Which Australian professional women's basketball team has an American playing in it?,Adelaide Lightning,insufficient,insufficient,0.8545854415763326,0.8545854415763326,0,0,Bulgaria women's national basketball team || Logan Thunder (WNBL) || Colorado Xplosion || Colorado Chill || ŁKS Łódź (women's basketball),,adelaide lightning || colleen planeta,adelaide lightning || colleen planeta
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a75404a55429916b01642be,At what university can the building that served as the fictional household that includes Gomez and Morticia be found?,Syracuse University,insufficient,insufficient,0.8707414341477819,0.8707414341477819,0,0,The Addams Family || Gomez Addams || Grandmama (The Addams Family) || Lurch (The Addams Family) || Morticia Addams,,"hall of languages, syracuse university","hall of languages, syracuse university"
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7557d75542992d0ec05f68,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,insufficient,insufficient,0.8261015693858065,0.8261015693858065,0,0,Scream of the Mourning Star || Star (Primal Scream song) || Death metal || Lost Soul (band) || Primal Scream,,laurie metcalf || scream 2,laurie metcalf || scream 2
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7562045542992db947364f,"Which university was founded first, University of California, Berkeley or Saint Louis University?",Saint Louis University,insufficient,insufficient,0.935675906028872,0.935675906028872,0,0,"University of California, Berkeley || Donald J. Butz || University of California || List of University of California, Berkeley faculty || University of California, Berkeley student housing",,saint louis university,saint louis university
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7563a45542996c70cfaeec,What university employed the psychologist that inspired David McClelland's thinking on power??,Harvard University,sufficient,sufficient,0.4781537673088682,0.4781537673088682,0,0,Need for power || David McClelland || Power (social and political) || Henry Murray || Need theory,,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a75da235542992db94736f9,"One of the signatories of the Chicago Statement on Biblical Inerrancy was which Presbyterian pastor, known for taking a more presuppositional approach to apologetics?",Francis Schaeffer,insufficient,insufficient,0.9001288570054081,0.9001288570054081,0,0,Chicago Statement on Biblical Inerrancy || Biblical inerrancy || Chicago || Bible || Christian denomination,,francis schaeffer,francis schaeffer
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a75e62f5542992d0ec06013,"Johnny Mathis: Wonderful Wonderful aired at what luxury hotel, casino and spa resort located in Atlantic City, New Jersey?",Tropicana Casino & Resort,insufficient,insufficient,0.8539928146228932,0.8539928146228932,0,0,"Tropicana Casino & Resort Atlantic City || Borgata || Atlantic City, New Jersey || Caesars Atlantic City || New Jersey",,"johnny mathis: wonderful, wonderful!","johnny mathis: wonderful, wonderful!"
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a75f0ea5542994ccc91866c,What major truck road is located in Backford Cross?,The A41,sufficient,sufficient,0.45791595733632906,0.45791595733632906,0,0,Backford Cross || Backford || Lea-by-Backford || A41 road || A5117 road,,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a760dcd5542994ccc9186a1,What component was included on the iPad4 that is now a registered trademark in Jamaica? ,Retina Display,insufficient,insufficient,0.8798616560005736,0.8798616560005736,0,0,Retina Display || Registered trademark symbol || Then and Now (books) || Japanese trademark law || Skindiver (trademark),,ipad (4th generation),ipad (4th generation)
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7615fb5542992db9473727,Was the famous opera comique that was based on a Prosper Merimee novella a comedy or a tragedy? ,"""Carmen"", perhaps the most famous ""opéra comique"", is a tragedy",insufficient,insufficient,0.8157866616130555,0.8157866616130555,0,0,Venus (opera) || Carmen (novella) || Carmen || Carmen di Trastevere || Novella,,opéra comique,opéra comique
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7625e8554299109176e66a,In which year was the King who made the 1925 Birthday Honours born?,1865,sufficient,sufficient,0.6665567592146981,0.6665567592146981,0,0,"1925 Birthday Honours || Orders, decorations, and medals of the United Kingdom || Queen's Official Birthday || The London Gazette || George V",,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a76387d554299109176e6ba,Who was born first Am Rong or Ava DuVernay ?,Am Rong,insufficient,insufficient,0.899824606988013,0.899824606988013,0,0,Ava DuVernay || 13th (film) || Academy Award for Best Documentary Feature || Academy Award for Best Picture || Film distributor,,am rong,am rong
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7652435542992d0ec060a5,"Who was the first Russian composer to make a lasting impression internationally, Alessandro Scarlatti or Pyotr Ilyich Tchaikovsky?",Pyotr Ilyich Tchaikovsky,insufficient,insufficient,0.8263508076787527,0.8263508076787527,0,0,Pyotr Ilyich Tchaikovsky || Russian language || Alexander III of Russia || Classical music || Romantic music,,alessandro scarlatti,alessandro scarlatti
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7666095542992d0ec060db,"What American gangster, businessman, casino owner and philanthropist was the inspiration for Morris ""Moe"" Greene in ""The Godfather""?",Moe Dalitz,insufficient,insufficient,0.5455768598908974,0.5455768598908974,0,0,Moe Dalitz || CASINO || Gangster || Las Vegas || United States,,moe greene,moe greene
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a76a0005542993569682c64,"Which American film director is an advisor for Disney, Rick Ray or John Lasseter?",John Alan Lasseter,insufficient,insufficient,0.6877473571578206,0.6877473571578206,0,0,John Lasseter || Film director || Film producer || Walt Disney Animation Studios || Walt Disney Imagineering,,rick ray,rick ray
top5/logistic_regression/v3_all/platt::balanced,false_answer,5a76dc2d55429972597f13eb,What song included on the 59th edition of Now That's What I Call Music was written and recorded by an Australian recording artist?,"""Cheap Thrills"" by Sia",insufficient,insufficient,0.16231788100147587,0.16231788100147587,0,1,Call It Whatever (song) || Now That's What I Call Music! 59 (UK series) || Bella Thorne || Carolina Liar || Extended play,,cheap thrills (song) || now that's what i call music! 59 (u.s. series),cheap thrills (song) || now that's what i call music! 59 (u.s. series)
top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7717635542994aec3b71e3,Who is the writer for an American teen sitcom created by Kim Bass for Nickelodeon?,Wayne Conley,insufficient,insufficient,0.3129859186311314,0.3129859186311314,0,1,Kim Bass || Kenan & Kel || Nickelodeon || In Living Color || Junkyard Dog (film),,king's ransom (film),king's ransom (film)
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7730015542994aec3b7210,"Which TV series, written by the creators of Robocalypse, is set in Bikini Bottom?",SpongeBob SquarePants,insufficient,insufficient,0.8364499333401777,0.8364499333401777,0,0,Legends of Bikini Bottom || Robocalypse: Beaver Defense || List of animated television series || Anthology series || Bikini,,robocalypse || spongebob squarepants,robocalypse || spongebob squarepants
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7739f25542994aec3b7234,"What musician is ranked 9th in the Top 100 Greatest Metal Guitarists and started a band in 1990 in Los Angeles, California?",Adam Thomas Jones,insufficient,insufficient,0.825881690366943,0.825881690366943,0,0,George Lynch (musician) || Kirk Hammett || Lynch Mob (band) || Dokken || Gibson,,adam jones (musician) || tool (band),adam jones (musician) || tool (band)
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a77510b5542994aec3b728b,"What was the name of the Danish musician who died in 1931 and who composed String Quartet No. 4 in F major or Quartet for Two Violins, Viola and Cello in F major, Opus 44 ?",Carl August Nielsen,sufficient,sufficient,0.8464748717922709,0.8464748717922709,0,0,String Quartet No. 4 (Nielsen) || String Quartet No. 3 (Nielsen) || String Quartet No. 1 (Ives) || Carl Nielsen || Copenhagen,,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a775f8a5542994aec3b72ba,"Who is the American singer-songwriter, who won an award for Best Female Video at the 2009 MTV Video Music Awards, and wrote a song for the 'AT&T Team USA Soundtrack'?",Taylor Swift,insufficient,insufficient,0.9004355190590816,0.9004355190590816,0,0,MTV Video Music Award for Best Video Game Soundtrack || Taylor Swift videography || MTV Video Music Award for Best Female Video || MTV Europe Music Award for Best Female || MTV Video Music Award Japan for Best Karaokee! Song,,change (taylor swift song),change (taylor swift song)
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a776a805542993735360269,What Disney movie was the wrestler with the real name of John William Minton in?,Double Agent,insufficient,insufficient,0.822621891752844,0.822621891752844,0,0,"John D. Minton Jr. || Big John Studd || Chip Minton || Fort Lauderdale, Florida || Kentucky Supreme Court",,double agent (1987 film),double agent (1987 film)
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a777ca855429949eeb29e6a,What company produced both The Little Mermaid and The Strongest Man in the World?,Walt Disney,insufficient,insufficient,0.7672220542451111,0.7672220542451111,0,0,World's Strongest Man || Adventures of the Little Mermaid || 2017 World's Strongest Man || Britain's Strongest Man || 2002 World's Strongest Man,,the little mermaid (1989 film) || the strongest man in the world,the little mermaid (1989 film) || the strongest man in the world
