original_id,question_type,difficulty,question,gold_answer,support_title_count,support_titles,support_titles_in_intro_count,support_titles_missing_intro_count,support_titles_missing_intro,all_support_present_in_intro,support_title_coverage_in_intro
5ab3e45655429976abd1bcd4,bridge,hard,The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?,the North Atlantic Conference,2,america east conference || vermont catamounts men's soccer,2,0,,1,1.0
5ab29c24554299449642c932,comparison,hard,Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,yes,2,ambroise thomas || giuseppe verdi,2,0,,1,1.0
5ae0d4c9554299603e418468,bridge,hard,Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?,1969 until 1974,2,richard nixon || roger o. egeberg,2,0,,1,1.0
5a8133725542995ce29dcbdb,comparison,hard,"Which writer was from England, Henry Roth or Robert Erskine Childers?",Robert Erskine Childers DSC,2,henry roth || robert erskine childers,2,0,,1,1.0
5ae7a8175542993210983ed8,bridge,hard,Which other Mexican Formula One race car driver has held the podium besides the Force India driver born in 1990?,Pedro Rodríguez,2,formula one drivers from mexico || sergio pérez,2,0,,1,1.0
5ae6050f55429929b0807a5e,bridge,hard,This singer of A Rather Blustery Day also voiced what hedgehog?,Sonic,2,a rather blustery day || jim cummings,2,0,,1,1.0
5adddccd5542997dc7907069,bridge,hard,"Aside from the Apple Remote, what other device can control the program Apple Remote was originally designed to interact with?",keyboard function keys,2,apple remote || front row (software),2,0,,1,1.0
5ae2070a5542994d89d5b313,comparison,hard,"Which performance act has a higher instrument to person ratio, Badly Drawn Boy or Wolf Alice? ",Badly Drawn Boy,2,badly drawn boy || wolf alice,2,0,,1,1.0
5ae22b8d554299234fd0440f,bridge,hard,What was the father of Kasper Schmeichel voted to be by the IFFHS in 1992?,World's Best Goalkeeper,2,kasper schmeichel || peter schmeichel,2,0,,1,1.0
5a722b8655429971e9dc9329,bridge,hard,Who was the writer of These Boots Are Made for Walkin' and who died in 2007?,Barton Lee Hazlewood,2,lee hazlewood || these boots are made for walkin',2,0,,1,1.0
5adf37a95542995ec70e8f97,bridge,hard,"The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year?",1838,2,2011–12 vcu rams men's basketball team || virginia commonwealth university,2,0,,1,1.0
5abd259d55429924427fcf1a,comparison,hard,"Are both Dictyosperma, and Huernia described as a genus?",yes,2,dictyosperma || huernia,2,0,,1,1.0
5a828c8355429966c78a6a50,bridge,hard,Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding?,Henry J. Kaiser,2,henry j. kaiser || kaiser ventures,2,0,,1,1.0
5a8a3e745542996c9b8d5e70,bridge,hard,"What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?",Arena of Khazan,2,arena of khazan || tunnels & trolls,2,0,,1,1.0
5ac23ff0554299636651994d,bridge,hard,"When was Poison's album ""Shut Up, Make Love"" released?",2000,2,"poison (american band) || shut up, make love",2,0,,1,1.0
5ae4a3265542995ad6573de5,comparison,hard,"Hayden is a singer-songwriter from Canada, but where does Buck-Tick hail from?","Fujioka, Gunma",2,buck-tick || hayden (musician),2,0,,1,1.0
5ae0361155429925eb1afc2c,bridge,hard,Which  French ace pilot and adventurer fly L'Oiseau Blanc,Charles Eugène,2,charles nungesser || l'oiseau blanc,2,0,,1,1.0
5abc0a5d5542993f40c73c64,comparison,hard,Are Freakonomics and In the Realm of the Hackers both American documentaries?,no,2,freakonomics (film) || in the realm of the hackers,2,0,,1,1.0
5a7cc50e554299452d57ba3e,comparison,hard,"Which band, Letters to Cleo or Screaming Trees, had more members?",Letters to Cleo,2,letters to cleo || screaming trees,2,0,,1,1.0
5abf63f15542997ec76fd3ea,bridge,hard,Alexander Kerensky was defeated and destroyed by the Bolsheviks in the course of a civil war that ended when ?,October 1922,2,russian civil war || socialist revolutionary party,2,0,,1,1.0
5a8ef2a75542995a26add583,bridge,hard,Seven Brief Lessons on Physics was written by an Italian physicist that has worked in France since what year?,2000,2,carlo rovelli || seven brief lessons on physics,2,0,,1,1.0
5a80721b554299485f5985ef,bridge,hard,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,2,livesey hall war memorial || world war ii casualties,2,0,,1,1.0
5ab51dae5542991779162d82,comparison,hard,Are both Elko Regional Airport and Gerald R. Ford International Airport located in Michigan?,no,2,elko regional airport || gerald r. ford international airport,2,0,,1,1.0
5a7571135542992d0ec05f98,bridge,hard,Ralph Hefferline was a psychology professor at a university that is located in what city?,New York City,2,columbia university || ralph hefferline,2,0,,1,1.0
5a7a0e1e5542990783324e1a,comparison,hard,Which dog's ancestors include Gordon and Irish Setters: the Manchester Terrier or the Scotch Collie?,Scotch Collie,2,manchester terrier || scotch collie,2,0,,1,1.0
5a74106b55429979e288289e,bridge,hard,Where is the company that Sachin Warrier worked for as a software engineer headquartered? ,Mumbai,2,sachin warrier || tata consultancy services,2,0,,1,1.0
5a79311755429970f5fffe67,bridge,hard,"A Japanese manga series based on a 16 year old high school student Ichitaka Seto, is written and illustrated by someone born in what year?",1962,2,"i""s || masakazu katsura",2,0,,1,1.0
5ab2d3df554299194fa9352c,bridge,hard,The battle in which Giuseppe Arimondi lost his life secured what for Ethiopia?,sovereignty,2,battle of adwa || giuseppe arimondi,2,0,,1,1.0
5a760ab65542994ccc918697,bridge,hard,Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which United States Vice President?,Nelson Rockefeller,2,alfred balk || nelson rockefeller,2,0,,1,1.0
5a7d54165542995f4f402256,bridge,hard,"A medieval fortress in Dirleton, East Lothian, Scotland borders on the south side of what coastal area?",Yellowcraig,2,dirleton castle || yellowcraigs,2,0,,1,1.0
5ab859a955429934fafe6d7b,bridge,hard,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,2,back to mono (1958–1969) || to know him is to love him,2,0,,1,1.0
5add61d65542995b365fab21,bridge,hard,What type of forum did a former Soviet statesman initiate?,Organizations could come together to address global issues,2,mikhail gorbachev || world summit of nobel peace laureates,2,0,,1,1.0
5a8e068b5542995085b37384,comparison,hard,Are Ferocactus and Silene both types of plant?,yes,2,ferocactus || silene,2,0,,1,1.0
5abbf698554299114383a0b5,bridge,hard,Which British first-generation jet-powered medium bomber was used in the South West Pacific theatre of World War II?,English Electric Canberra,2,english electric canberra || no. 2 squadron raaf,2,0,,1,1.0
5a8e1027554299653c1aa15f,bridge,hard,Which year and which conference was the 14th season for this conference as part of the NCAA Division that the Colorado Buffaloes played in with a record of 2-6 in conference play?,2009 Big 12 Conference,2,2009 big 12 conference football season || 2009 colorado buffaloes football team,2,0,,1,1.0
5ab84bf555429916710eb01f,bridge,hard,In 1991 Euromarché was bought by a chain that operated how any hypermarkets at the end of 2016?,"1,462",2,carrefour || euromarché,2,0,,1,1.0
5a77724455429972597f153e,bridge,hard,What race track in the midwest hosts a 500 mile race eavery May?,Indianapolis Motor Speedway,2,1957 indianapolis 500 || indianapolis motor speedway,2,0,,1,1.0
5a87c13f5542996e4f30890c,bridge,hard,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,2,franco corelli || tosca (1956 film),2,0,,1,1.0
5ab96ab755429970cfb8eacd,bridge,hard,"Ellie Goulding worked with what other writers on her third studio album, Delirium?","Max Martin, Savan Kotecha and Ilya Salmanzadeh",2,delirium (ellie goulding album) || on my mind (ellie goulding song),2,0,,1,1.0
5a8a43eb5542996c9b8d5e82,bridge,hard,Which Australian city founded in 1838 contains a boarding school opened by a Prime Minister of Australia and named after a school in London of the same name.,"Marion, South Australia",2,"marion, south australia || westminster school, adelaide",2,0,,1,1.0
5ae73acb5542991e8301cc07,bridge,hard,D1NZ is a series based on what oversteering technique?,Drifting,2,d1nz || drifting (motorsport),2,0,,1,1.0
5a7320565542991f9a20c61d,bridge,hard,who is younger Keith Bostic or Jerry Glanville ?,Keith Bostic,2,jerry glanville || keith bostic (american football),2,0,,1,1.0
5ae32e125542991a06ce9946,bridge,hard,"According to the 2001 census, what was the population of the city in which Kirton End is located?","35,124",2,"boston, lincolnshire || kirton end",2,0,,1,1.0
5adc53f75542996e6852530a,comparison,hard,Are both Cypress and Ajuga genera?,no,2,ajuga || cypress,2,0,,1,1.0
5a8b20335542996c9b8d5fb3,bridge,hard,What distinction is held by the former NBA player who was a member of the Charlotte Hornets during their 1992-93 season and was head coach for the WNBA team Charlotte Sting?,shortest player ever to play in the National Basketball Association,2,1992–93 charlotte hornets season || muggsy bogues,2,0,,1,1.0
5a85fb085542994775f606de,bridge,hard,What is the name of the executive producer of the film that has a score composed by Jerry Goldsmith?,Ronald Shusett,2,alien (film) || alien (soundtrack),2,0,,1,1.0
5a7be2595542997c3ec972ac,comparison,hard,"Who was born earlier, Emma Bull or Virginia Woolf?",Adeline Virginia Woolf,2,emma bull || virginia woolf,2,0,,1,1.0
5a77152355429966f1a36c2e,bridge,hard,What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of?,821,2,what are little boys made of? || what are little girls made of?,2,0,,1,1.0
5a8f4c8d554299458435d5a3,bridge,hard,Scott Parkin has been a vocal critic of Exxonmobil and another corporation that has operations in how many countries ?,more than 70 countries,2,halliburton || scott parkin,2,0,,1,1.0
5a80840f554299485f59863b,bridge,hard,What WB supernatrual drama series was Jawbreaker star Rose Mcgowan best known for being in?,Charmed,2,jawbreaker (film) || rose mcgowan,2,0,,1,1.0
5a8361b65542992ef85e22a0,bridge,hard,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,International Boxing Hall of Fame,2,international boxing federation || vince phillips,2,0,,1,1.0
5ae7ba7a5542993210983f12,bridge,hard,"What is the name of the singer who's song was released as the lead single from the album ""Confessions"", and that had popular song stuck behind for eight consecutive weeks?",Usher,2,i don't wanna know || yeah! (usher song),2,0,,1,1.0
5ac2acff55429921a00ab02b,bridge,hard,who is the younger brother of The episode guest stars of The Hard Easy ,Bill Murray,2,brian doyle-murray || the hard easy (adventure time),2,0,,1,1.0
5aba7cfe554299232ef4a2fd,bridge,hard,The 2017–18 Wigan Athletic F.C. season will be a year in which the team competes in the league cup known as what for sponsorship reasons?,Carabao Cup,2,2017–18 wigan athletic f.c. season || efl cup,2,0,,1,1.0
5ae5aba0554299546bf82f17,bridge,hard,"Which of Tara Strong major voice role in animated series is an American animated television series based on the DC Comics fictional superhero team, the ""Teen Titans""?",Teen Titans Go!,2,tara strong || teen titans go! (tv series),2,0,,1,1.0
5ae1f4cb554299234fd0436d,bridge,hard,What is the inhabitant of the city where  122nd SS-Standarte was formed in2014,"276,170 inhabitants",2,122nd ss-standarte || strasbourg,2,0,,1,1.0
5ae7e1fc55429952e35ea9cc,bridge,hard,What color clothing do people of the Netherlands wear during Oranjegekte or to celebrate the national holiday Koningsdag? ,orange,2,koningsdag || oranjegekte,2,0,,1,1.0
5ae37c765542992f92d822d4,bridge,hard,"What was the name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn?",Tromeo and Juliet,2,james gunn || tromeo and juliet,2,0,,1,1.0
5ae33c4d5542992f92d82262,bridge,hard,Robert Suettinger was the national intelligence officer under which former Governor of Arkansas?,William Jefferson Clinton,2,bill clinton || robert suettinger,2,0,,1,1.0
5a77cb335542997042120b3a,bridge,hard,What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal?,John John Florence,2,john john florence || meo rip curl pro portugal,2,0,,1,1.0
5a8979f4554299669944a52e,bridge,hard,What is the middle name of the actress who plays Bobbi Bacha in Suburban Madness?,Ann,2,bobbi bacha || sela ward,2,0,,1,1.0
5a713ea95542994082a3e6e4,bridge,hard,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,Apalachees,2,alvaro mexia || indigenous peoples of florida,2,0,,1,1.0
5a78bd9b554299078472774a,bridge,hard,What nationality were social anthropologists Alfred Gell and Edmund Leach?,British,2,alfred gell || edmund leach,2,0,,1,1.0
5a7625e8554299109176e66a,bridge,hard,In which year was the King who made the 1925 Birthday Honours born?,1865,2,1925 birthday honours || george v,2,0,,1,1.0
5ae2dd2055429928c423950d,bridge,hard,"What is the county seat of the county where East Lempster, New Hampshire is located?",Newport,2,"east lempster, new hampshire || sullivan county, new hampshire",2,0,,1,1.0
5abdf12255429976d4830a2f,bridge,hard,The Album Against the Wind was the 11th Album of a Rock singer Robert C Seger born may 6 1945. What was the Rock singers stage name ?,Bob Seger,2,against the wind (album) || bob seger,2,0,,1,1.0
5a88658955429938390d3f47,bridge,hard,Rostker v. Goldberg held that the practice of what way of filling armed forces vacancies was consitutional?,Conscription,2,conscription in the united states || rostker v. goldberg,2,0,,1,1.0
5a86ebac55429960ec39b6d6,bridge,hard,"Handi-Snacks are a snack food product line sold by what American multinational confectionery, food, and beverage company that is based in Illinois?","Mondelez International, Inc.",2,handi-snacks || mondelez international,2,0,,1,1.0
5aba5d2e55429901930fa799,bridge,hard,"What was the name of a woman from the book titled ""Their Lives: The Women Targeted by the Clinton Machine "" and was also a former white house intern?",Monica Lewinsky,2,monica lewinsky || their lives,2,0,,1,1.0
5ae5736e5542990ba0bbb2b3,bridge,hard,"When was the American lawyer, lobbyist and political consultant who was a senior member of the presidential campaign of Donald Trump born?","April 1, 1949",2,paul manafort || trump campaign–russian meeting,2,0,,1,1.0
5ae005b555429942ec259bec,bridge,hard,"In what year was the novel that Lourenço Mutarelli based ""Nina"" on based first published?",1866,2,crime and punishment || lourenço mutarelli,2,0,,1,1.0
5a7759fc5542993569682d60,comparison,hard,Where are Teide National Park and Garajonay National Park located?,"Canary Islands, Spain",2,garajonay national park || teide national park,2,0,,1,1.0
5a835478554299123d8c20ed,bridge,hard,How many copies of Roald Dahl's variation on a popular anecdote sold?,250 million,2,mrs. bixby and the colonel's coat || roald dahl,2,0,,1,1.0
5aba749055429901930fa7d8,comparison,hard,What occupation do Chris Menges and Aram Avakian share?,director,2,aram avakian || chris menges,2,0,,1,1.0
5abfb3425542990832d3a1c0,bridge,hard,Andrew Jaspan was the co-founder of what not-for-profit media outlet?,The Conversation,2,andrew jaspan || the conversation (website),2,0,,1,1.0
5ac3165c5542995ef918c10a,bridge,hard,Which American film director hosted the 18th Independent Spirit Awards in 2002?,John Waters,2,18th independent spirit awards || john waters,2,0,,1,1.0
5ae53b545542990ba0bbb23c,bridge,hard,Where does the hotel and casino located in which Bill Cosby's third album was recorded?,Las Vegas Strip in Paradise,2,flamingo las vegas || why is there air?,2,0,,1,1.0
5ae224da554299234fd043ee,comparison,hard,Do the drinks Gibson and Zurracapote both contain gin?,no,2,gibson (cocktail) || zurracapote,2,0,,1,1.0
5ae2b770554299495565db0f,bridge,hard,"In what month is the annual documentary film festival, that is presented by the fortnightly published British journal of literary essays, held? ",March and April,2,london international documentary festival || london review of books,2,0,,1,1.0
5a80b3a9554299485f5986cc,bridge,hard,Tysons Galleria is located in what county?,Fairfax County,2,"mclean, virginia || tysons galleria",2,0,,1,1.0
5a8e0a005542995085b373a1,bridge,hard,Bordan Tkachuk was the CEO of a company that provides what sort of products?,IT products and services,2,bordan tkachuk || viglen,2,0,,1,1.0
5ac1b8ee5542994d76dccedc,comparison,hard,"Which filmmaker was known for animation, Lev Yilmaz or Pamela B. Green?",Levni Yilmaz,2,lev yilmaz || pamela b. green,2,0,,1,1.0
5adccd795542990d50227d2c,bridge,hard,In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,Beijing,2,moroccan ambassador to china || rabat,2,0,,1,1.0
5a84c4135542994c784dda31,comparison,hard,Are Yingkou and Fuding the same level of city?,no,2,fuding || yingkou,2,0,,1,1.0
5a85eed75542996432c5713b,bridge,hard,Where did the descendants of the group of black Indians associated with the Seminole people settle?,"Coahuila, Mexico",2,black seminoles || mascogos,2,0,,1,1.0
5a774e9c55429972597f14f3,bridge,hard,David Huntsinger has worked with this gospel singer born in the month of July?,Larnelle Harris,2,david huntsinger || larnelle harris,2,0,,1,1.0
5ae738f75542991bbc9761c4,bridge,hard,What year was the brother of this first round draft pick by the Washington Redskins drafted?,2003,2,boss bailey || champ bailey,2,0,,1,1.0
5ac32b565542995ef918c154,bridge,hard,Where is the stadium at which 1964 Georgia Tech Yellow Jackets football team played their home game located? ,North Avenue at Techwood Drive,2,1964 georgia tech yellow jackets football team || bobby dodd stadium,2,0,,1,1.0
5abc8d75554299700f9d7900,bridge,hard,"Since 2 June 2017, The Leader of Fine Gael had been held by which Irish Fine Gael politician who has served as Taoiseach and Minister for Defence?",Leo Varadkar,2,leader of fine gael || leo varadkar,2,0,,1,1.0
5a8bb29b554299240d9c2089,bridge,hard,Which American film actor and dancer starred in the 1945 film Johnny Angel?,George Raft,2,george raft || johnny angel,2,0,,1,1.0
5ab659e355429954757d324e,bridge,hard,hree Men on a Horse is a play by a playwright born in which year ?,1887,2,george abbott || three men on a horse,2,0,,1,1.0
5a8b8b3155429949d91db5d7,bridge,hard,What type of activity does Owner earnings and Warren Buffett have in common?,business,2,owner earnings || warren buffett,2,0,,1,1.0
5ae7eaf65542994a481bbe1d,bridge,hard,When was the  former Indian cricketer who made his ODI debuts during the 2000 ICC KnockOut Trophy born? ,7 October 1978,2,2000 icc knockout trophy || zaheer khan,2,0,,1,1.0
5a8c4c625542995e66a475a1,bridge,hard,"Which airplane was this Major test-flying after whom the base, that 514th Flight Test Squadron is stated at, is named?",B-17 Flying Fortress bomber,2,514th flight test squadron || hill air force base,2,0,,1,1.0
5a818387554299260e20a291,bridge,hard,"Based on a True Story... is an album by which country music star, with the single My Eyes?",Blake Shelton,2,based on a true story... || my eyes (blake shelton song),2,0,,1,1.0
5ab978855542996be2020512,bridge,hard,"Over how many centuries were the ""dwelling place of the dead"" built?",three centuries,2,flaming feather || montezuma castle national monument,2,0,,1,1.0
5ae63dad55429929b0807afe,bridge,hard,"When was the British author who wrote the novel on which ""Here We Go Round the Mulberry Bush"" was based born? ",7 January 1936,2,here we go round the mulberry bush (film) || hunter davies,2,0,,1,1.0
5a7a455c5542994f819ef1a7,comparison,hard,"Who died first, George Archainbaud or Ralph Murphy?",George Archainbaud,2,george archainbaud || ralph murphy,2,0,,1,1.0
5a7dcc775542990b8f503ab5,bridge,hard,Which component of shellite has the formula (ON)CHOH?,picric acid,2,picric acid || shellite (explosive),2,0,,1,1.0
5a887bc0554299206df2b2b6,bridge,hard,The Argentine PGA Championship record holder has won how many tournaments worldwide?,230,2,argentine pga championship || roberto de vicenzo,2,0,,1,1.0
5a83880e554299123d8c214e,bridge,hard,Suicide's 1977 released album features a song based on what brand's comic character?,Marvel,2,ghost rider (suicide song) || suicide (1977 album),2,0,,1,1.0
5a879adb5542996e4f30887f,bridge,hard,What other political position did the person who introduced the DISCLOSE Act hold?,United States Senator,2,chris van hollen || disclose act,2,0,,1,1.0
5add11935542994734353827,comparison,hard,Were the bands Skin Yard and Ostava from the U.S.?,no,2,ostava || skin yard,2,0,,1,1.0
5a8c5569554299240d9c2126,comparison,hard,Are Daryl Hall and Gerry Marsden both musicians?,yes,2,daryl hall || gerry marsden,2,0,,1,1.0
5a75f0ea5542994ccc91866c,bridge,hard,What major truck road is located in Backford Cross?,The A41,2,a41 road || backford cross,2,0,,1,1.0
5a89f5815542993b751ca9c5,bridge,hard,In which role did Caroline Carver played in a 1999 Hallmark Entertainment made-for-TV fantasy movie?,Princess Jessica,2,caroline carver (actress) || the magical legend of the leprechauns,2,0,,1,1.0
5a8d5fc6554299585d9e37c6,bridge,hard,"What's the name of the fantasy film starring Sarah Bolger, featuring a New England family who discover magical creatures around their estate?",The Spiderwick Chronicles,2,sarah bolger || the spiderwick chronicles (film),2,0,,1,1.0
5ac120c55542992a796dedfc,bridge,hard,Maxeda has been owned since 2004 by which American multinational equity firm?,KKR & Co,2,kohlberg kravis roberts || maxeda,2,0,,1,1.0
5ab7c1a955429928e1fe38c8,bridge,hard,The youngest daughter of Lady Mary-Gaye Curzon stars with Douglas Smith and Lucien Laviscount  in what 2017 film?,The Bye Bye Man,2,cressida bonas || the bye bye man,2,0,,1,1.0
5abd01205542992ac4f3819b,bridge,hard,Mummulgum is a stop on the Bruxner Highway before reaching the town on the banks of which river?,Richmond,2,"casino, new south wales || mummulgum",2,0,,1,1.0
5ab69c25554299110f219a39,bridge,hard,"Which American audio engineer and clandestine chemist, who was a key figure in the San Francisco Bay Area hippie movement during the 1960s recorded the album ""Old and in the Way?""",Owsley Stanley,2,old and in the way (album) || owsley stanley,2,0,,1,1.0
5a7b12a355429927d897bf2a,bridge,hard,When was the palace founded at which Columba de Dunbar died in 1435?,the late 12th Century,2,columba de dunbar || spynie palace,2,0,,1,1.0
5ae0006755429925eb1afbd3,bridge,hard,"Where is the Bubblegum Alley, that is similar to Gum Wall, located in California?","San Luis Obispo, California",2,"gum wall || san luis obispo, california",2,0,,1,1.0
5ae305df5542992decbdcdc3,bridge,hard,"At what venue was the January 2, 2012 game featured the University of Louisville team?",Mercedes-Benz Superdome,2,2012 louisville cardinals football team || 2013 sugar bowl,2,0,,1,1.0
5a8574945542997b5ce3fffb,comparison,hard,"Which film was Oscar nominated, LaLee's Kin: The Legacy of Cotton or Gimme Shelter, the 1970 Rolling Stones documentary?",LaLee's Kin: The Legacy of Cotton,2,gimme shelter (1970 film) || lalee's kin: the legacy of cotton,2,0,,1,1.0
5a7332935542991f9a20c67d,comparison,hard,"Which board game was published most recently, Pirate's Cove or Catan?",Pirate's Cove,2,catan || pirate's cove,2,0,,1,1.0
5a80071f5542992bc0c4a684,bridge,hard,Alice David is the voice of Lara Croft in a video game developed by which company ?,Crystal Dynamics,2,alice david || tomb raider (2013 video game),2,0,,1,1.0
5ae73c065542991e8301cc18,bridge,hard,"Which Eminem album included vocals from a singer who had an album titled ""Unapologetic""?","""The Marshall Mathers LP 2""",2,numb (rihanna song) || the monster (song),2,0,,1,1.0
5a87d8215542994775f60800,bridge,hard,"This American crime film set in South Los Angeles was written and directed by the same director and writer of screenwriter of ""Street Kings"", ""End of Watch"", ""Sabotage"", ""Fury"" and what other film? ",Suicide Squad,2,david ayer || harsh times,2,0,,1,1.0
5ac2ffbd554299677310267b,bridge,hard,SuperMansion starred the actress who had a recurring role as whom on Workaholics?,Jillian Belk,2,jillian bell || supermansion,2,0,,1,1.0
5a7c960655429935c91b5244,bridge,hard,"The 1974 Texas Tech Raiders football team represented what public research university in Lubbock, Texas?",Texas Tech University,2,1974 texas tech red raiders football team || texas tech university,2,0,,1,1.0
5a7d61775542991319bc93b9,bridge,hard,"During Siege of Bharatpur, which Commander-in-Chief of Ireland and Commander-in-Chief of India contributed to the storming of the castle?",Lord Combermere,2,"siege of bharatpur || stapleton cotton, 1st viscount combermere",2,0,,1,1.0
5ac1c6805542994ab5c67e11,bridge,hard,For what type of work is the production company for The Year Without a Santa Claus best known?,"seasonal television specials, particularly its work in stop motion animation",2,rankin/bass productions || the year without a santa claus,2,0,,1,1.0
5a7a230e5542996a35c170ee,bridge,hard,"What year was the film that starred the composer for ""The Naked Brothers Band""?",2014,2,nat wolff || the fault in our stars (film),2,0,,1,1.0
5ae4627d5542991a06ce9a4d,bridge,hard,The author of Sexual Politics attended which British University?,Oxford,2,kate millett || sexual politics,2,0,,1,1.0
5ac2d1d755429921a00ab053,comparison,hard,"Who had the best singles ranking, Roberta Vinci or Jorge Lozano?",Roberta Vinci,2,jorge lozano || roberta vinci,2,0,,1,1.0
5ab4e3065542990594ba9cb4,bridge,hard,Both Truth in Science and Discovery embrace what campaign?,"""Teach the Controversy"" campaign",2,discovery institute || truth in science,2,0,,1,1.0
5ac298f9554299657fa28fc9,comparison,hard,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",Lostprophets disbanded in 2013 after Watkins was charged with sexual offences in late 2012.,2,ian watkins (lostprophets) || josey scott,2,0,,1,1.0
5ab6a2be554299710c8d1f08,bridge,hard,The movies Queen of Blood and Battle Beyond the Sun both contained scenes from what 1959 Soviet feature?,Nebo Zovyot,2,battle beyond the sun || queen of blood,2,0,,1,1.0
5a738d27554299623ed4abf3,bridge,hard,"Who was born first, Erika Jayne or Marco Da Silva",Erika Jayne,2,erika jayne || marco da silva (dancer),2,0,,1,1.0
5ab2a186554299295394677b,bridge,hard,"When did the English local newspaper, featuring the sculpture and war memorial in the Forbury gardens, change names?",2009,2,maiwand lion || reading post,2,0,,1,1.0
5a8704f8554299211dda2ba4,bridge,hard,What is the name of the Isles who were led by Aonghus Mór and covered a total land area of over 8300 km2?,Kingdom of the Isles,2,aonghus mór || kingdom of the isles,2,0,,1,1.0
