reranker_label,reranker_variant_id,selection_key,method_name,action_type,feature_set,calibration,policy,target_k,tau_answer_top5,tau_answer_after_more,n_features,valid_decision_accuracy,valid_coverage,valid_selective_accuracy,valid_insufficient_answer_rate,valid_sufficient_abstain_rate,valid_abstained_insufficient_rate,valid_answered_sufficient_rate,valid_false_answer_count,valid_over_abstain_count,valid_abstained_insufficient_count,valid_answered_count,valid_retrieval_rate,valid_mean_added_docs,test_decision_accuracy,test_coverage,test_selective_accuracy,test_insufficient_answer_rate,test_sufficient_abstain_rate,test_abstained_insufficient_rate,test_answered_sufficient_rate,test_false_answer_count,test_over_abstain_count,test_abstained_insufficient_count,test_answered_count,test_retrieval_rate,test_mean_added_docs
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_no_query/isotonic::reliable@cov85,top5/logistic_regression/v3_no_query/isotonic,answer_abstain_top5,v3_no_query,isotonic,reliable@cov85,5,0.85,,56,0.7603603603603604,0.8576576576576577,0.7352941176470589,0.6363636363636364,0.0196078431372549,0.36363636363636365,0.9803921568627451,126,7,72,476,0.0,0.0,0.7760791366906474,0.8579136690647482,0.7641509433962265,0.6267409470752089,0.03187250996015936,0.3732590529247911,0.9681274900398407,225,24,134,954,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_no_query/isotonic::risk_control@suff_abstain15,top5/logistic_regression/v3_no_query/isotonic,answer_abstain_top5,v3_no_query,isotonic,risk_control@suff_abstain15,5,0.45,,56,0.7963963963963964,0.7063063063063063,0.8112244897959183,0.37373737373737376,0.1092436974789916,0.6262626262626263,0.8907563025210085,74,39,124,392,0.0,0.0,0.7877697841726619,0.6861510791366906,0.8387942332896461,0.3426183844011142,0.150066401062417,0.6573816155988857,0.849933598937583,123,113,236,763,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_no_query/isotonic::high_precision@cov50,top5/logistic_regression/v3_no_query/isotonic,answer_abstain_top5,v3_no_query,isotonic,high_precision@cov50,5,0.3,,56,0.7837837837837838,0.5855855855855856,0.8646153846153846,0.2222222222222222,0.21288515406162464,0.7777777777777778,0.7871148459383753,44,76,154,325,0.0,0.0,0.7607913669064749,0.5962230215827338,0.8672699849170438,0.24512534818941503,0.23638778220451528,0.754874651810585,0.7636122177954847,88,178,271,663,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/identity::balanced,top5/logistic_regression/v3_all/identity,answer_abstain_top5,v3_all,identity,balanced,5,0.35,,68,0.809009009009009,0.7225225225225225,0.8129675810473815,0.3787878787878788,0.08683473389355742,0.6212121212121212,0.9131652661064426,75,31,123,401,0.0,0.0,0.7877697841726619,0.7203237410071942,0.8227215980024969,0.3955431754874652,0.1248339973439575,0.6044568245125348,0.8751660026560425,142,94,217,801,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/identity::reliable@cov85,top5/logistic_regression/v3_all/identity,answer_abstain_top5,v3_all,identity,reliable@cov85,5,0.7,,68,0.7513513513513513,0.8738738738738738,0.7257731958762886,0.6717171717171717,0.014005602240896359,0.3282828282828283,0.9859943977591037,133,5,65,485,0.0,0.0,0.77068345323741,0.8651079136690647,0.7588357588357588,0.6462395543175488,0.03054448871181939,0.35376044568245124,0.9694555112881806,232,23,127,962,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/identity::risk_control@suff_abstain15,top5/logistic_regression/v3_all/identity,answer_abstain_top5,v3_all,identity,risk_control@suff_abstain15,5,0.3,,68,0.8,0.6882882882882883,0.8219895287958116,0.3434343434343434,0.12044817927170869,0.6565656565656566,0.8795518207282913,68,43,130,382,0.0,0.0,0.7976618705035972,0.6888489208633094,0.8446475195822454,0.33147632311977715,0.1407702523240372,0.6685236768802229,0.8592297476759628,119,106,240,766,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/identity::high_precision@cov50,top5/logistic_regression/v3_all/identity,answer_abstain_top5,v3_all,identity,high_precision@cov50,5,0.15,,68,0.7657657657657657,0.5495495495495496,0.8721311475409836,0.19696969696969696,0.2549019607843137,0.803030303030303,0.7450980392156863,39,91,159,305,0.0,0.0,0.7553956834532374,0.545863309352518,0.8962108731466227,0.17548746518105848,0.2775564409030544,0.8245125348189415,0.7224435590969456,63,209,296,607,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,answer_abstain_top5,v3_all,platt,balanced,5,0.4,,68,0.8108108108108109,0.7063063063063063,0.8214285714285714,0.35353535353535354,0.09803921568627451,0.6464646464646465,0.9019607843137255,70,35,128,392,0.0,0.0,0.7913669064748201,0.7077338129496403,0.8310038119440915,0.37047353760445684,0.13147410358565736,0.6295264623955432,0.8685258964143426,133,99,226,787,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::reliable@cov85,top5/logistic_regression/v3_all/platt,answer_abstain_top5,v3_all,platt,reliable@cov85,5,0.75,,68,0.7549549549549549,0.8702702702702703,0.7287784679089027,0.6616161616161617,0.014005602240896359,0.3383838383838384,0.9859943977591037,131,5,67,483,0.0,0.0,0.7715827338129496,0.8642086330935251,0.7596253902185224,0.6434540389972145,0.03054448871181939,0.3565459610027855,0.9694555112881806,231,23,128,961,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::risk_control@suff_abstain15,top5/logistic_regression/v3_all/platt,answer_abstain_top5,v3_all,platt,risk_control@suff_abstain15,5,0.35,,68,0.7927927927927928,0.6774774774774774,0.8218085106382979,0.3383838383838384,0.13445378151260504,0.6616161616161617,0.865546218487395,67,48,131,376,0.0,0.0,0.795863309352518,0.6726618705035972,0.8516042780748663,0.30919220055710306,0.15405046480743692,0.6908077994428969,0.8459495351925631,111,116,248,748,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::high_precision@cov50,top5/logistic_regression/v3_all/platt,answer_abstain_top5,v3_all,platt,high_precision@cov50,5,0.25,,68,0.7765765765765765,0.5675675675675675,0.8698412698412699,0.20707070707070707,0.23249299719887956,0.7929292929292929,0.7675070028011205,41,83,157,315,0.0,0.0,0.7697841726618705,0.572841726618705,0.8901098901098901,0.19498607242339833,0.24701195219123506,0.8050139275766016,0.7529880478087649,70,186,289,637,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/isotonic::balanced,top5/logistic_regression/v3_all/isotonic,answer_abstain_top5,v3_all,isotonic,balanced,5,0.55,,68,0.7927927927927928,0.7963963963963964,0.7737556561085973,0.5050505050505051,0.04201680672268908,0.494949494949495,0.957983193277311,100,15,98,442,0.0,0.0,0.7823741007194245,0.783273381294964,0.7933409873708381,0.5013927576601671,0.08233731739707835,0.4986072423398329,0.9176626826029216,180,62,179,871,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/isotonic::reliable@cov85,top5/logistic_regression/v3_all/isotonic,answer_abstain_top5,v3_all,isotonic,reliable@cov85,5,0.7,,68,0.7603603603603604,0.8648648648648649,0.7333333333333333,0.6464646464646465,0.014005602240896359,0.35353535353535354,0.9859943977591037,128,5,70,480,0.0,0.0,0.7724820143884892,0.8633093525179856,0.7604166666666666,0.6406685236768802,0.03054448871181939,0.3593314763231198,0.9694555112881806,230,23,129,960,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/isotonic::risk_control@suff_abstain15,top5/logistic_regression/v3_all/isotonic,answer_abstain_top5,v3_all,isotonic,risk_control@suff_abstain15,5,0.5,,68,0.7927927927927928,0.7927927927927928,0.775,0.5,0.04481792717086835,0.5,0.9551820728291317,99,16,99,440,0.0,0.0,0.7823741007194245,0.7814748201438849,0.7940161104718066,0.4986072423398329,0.08366533864541832,0.5013927576601671,0.9163346613545816,179,63,180,869,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/isotonic::high_precision@cov50,top5/logistic_regression/v3_all/isotonic,answer_abstain_top5,v3_all,isotonic,high_precision@cov50,5,0.25,,68,0.7657657657657657,0.5531531531531532,0.8697068403908795,0.20202020202020202,0.25210084033613445,0.797979797979798,0.7478991596638656,40,90,158,307,0.0,0.0,0.7616906474820144,0.5557553956834532,0.8948220064724919,0.181058495821727,0.2656042496679947,0.8189415041782729,0.7343957503320053,65,200,294,618,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/retrieval_quality_only/identity::balanced,top5/logistic_regression/retrieval_quality_only/identity,answer_abstain_top5,retrieval_quality_only,identity,balanced,5,0.3,,30,0.7549549549549549,0.7189189189189189,0.7769423558897243,0.4494949494949495,0.13165266106442577,0.5505050505050505,0.8683473389355743,89,47,109,399,0.0,0.0,0.7571942446043165,0.7077338129496403,0.806861499364676,0.4233983286908078,0.15670650730411687,0.5766016713091922,0.8432934926958832,152,118,207,787,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/retrieval_quality_only/identity::reliable@cov85,top5/logistic_regression/retrieval_quality_only/identity,answer_abstain_top5,retrieval_quality_only,identity,reliable@cov85,5,0.5,,30,0.7261261261261261,0.8594594594594595,0.7148846960167715,0.6868686868686869,0.04481792717086835,0.31313131313131315,0.9551820728291317,136,16,62,477,0.0,0.0,0.7535971223021583,0.835431654676259,0.7578040904198062,0.6267409470752089,0.0650730411686587,0.3732590529247911,0.9349269588313412,225,49,134,929,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/retrieval_quality_only/identity::risk_control@suff_abstain15,top5/logistic_regression/retrieval_quality_only/identity,answer_abstain_top5,retrieval_quality_only,identity,risk_control@suff_abstain15,5,0.3,,30,0.7549549549549549,0.7189189189189189,0.7769423558897243,0.4494949494949495,0.13165266106442577,0.5505050505050505,0.8683473389355743,89,47,109,399,0.0,0.0,0.7571942446043165,0.7077338129496403,0.806861499364676,0.4233983286908078,0.15670650730411687,0.5766016713091922,0.8432934926958832,152,118,207,787,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/retrieval_quality_only/identity::high_precision@cov50,top5/logistic_regression/retrieval_quality_only/identity,answer_abstain_top5,retrieval_quality_only,identity,high_precision@cov50,5,0.15,,30,0.7351351351351352,0.5261261261261261,0.8595890410958904,0.20707070707070707,0.2969187675070028,0.7929292929292929,0.7030812324929971,41,106,157,292,0.0,0.0,0.6753597122302158,0.5089928057553957,0.8462897526501767,0.24233983286908078,0.36387782204515273,0.7576601671309192,0.6361221779548473,87,274,272,566,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/retrieval_quality_only/platt::balanced,top5/logistic_regression/retrieval_quality_only/platt,answer_abstain_top5,retrieval_quality_only,platt,balanced,5,0.4,,30,0.7585585585585586,0.736936936936937,0.7726161369193154,0.4696969696969697,0.11484593837535013,0.5303030303030303,0.8851540616246498,93,41,105,409,0.0,0.0,0.7517985611510791,0.7185251798561151,0.7984981226533167,0.44846796657381616,0.15272244355909695,0.5515320334261838,0.8472775564409031,161,115,198,799,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/retrieval_quality_only/platt::reliable@cov85,top5/logistic_regression/retrieval_quality_only/platt,answer_abstain_top5,retrieval_quality_only,platt,reliable@cov85,5,0.6,,30,0.7261261261261261,0.8666666666666667,0.7130977130977131,0.696969696969697,0.0392156862745098,0.30303030303030304,0.9607843137254902,138,14,60,481,0.0,0.0,0.7508992805755396,0.841726618705036,0.7542735042735043,0.6406685236768802,0.06241699867197875,0.3593314763231198,0.9375830013280213,230,47,129,936,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/retrieval_quality_only/platt::risk_control@suff_abstain15,top5/logistic_regression/retrieval_quality_only/platt,answer_abstain_top5,retrieval_quality_only,platt,risk_control@suff_abstain15,5,0.4,,30,0.7585585585585586,0.736936936936937,0.7726161369193154,0.4696969696969697,0.11484593837535013,0.5303030303030303,0.8851540616246498,93,41,105,409,0.0,0.0,0.7517985611510791,0.7185251798561151,0.7984981226533167,0.44846796657381616,0.15272244355909695,0.5515320334261838,0.8472775564409031,161,115,198,799,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/retrieval_quality_only/platt::high_precision@cov50,top5/logistic_regression/retrieval_quality_only/platt,answer_abstain_top5,retrieval_quality_only,platt,high_precision@cov50,5,0.25,,30,0.7315315315315315,0.5081081081081081,0.8687943262411347,0.18686868686868688,0.3137254901960784,0.8131313131313131,0.6862745098039216,37,112,161,282,0.0,0.0,0.670863309352518,0.493705035971223,0.8524590163934426,0.22562674094707522,0.3784860557768924,0.7743732590529248,0.6215139442231076,81,285,278,549,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/retrieval_quality_only/isotonic::balanced,top5/logistic_regression/retrieval_quality_only/isotonic,answer_abstain_top5,retrieval_quality_only,isotonic,balanced,5,0.6,,30,0.7513513513513513,0.7081081081081081,0.7786259541984732,0.4393939393939394,0.14285714285714285,0.5606060606060606,0.8571428571428571,87,51,111,393,0.0,0.0,0.7473021582733813,0.6906474820143885,0.8072916666666666,0.41225626740947074,0.17662682602921648,0.5877437325905293,0.8233731739707836,148,133,211,768,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/retrieval_quality_only/isotonic::reliable@cov85,top5/logistic_regression/retrieval_quality_only/isotonic,answer_abstain_top5,retrieval_quality_only,isotonic,reliable@cov85,5,0.65,,30,0.7117117117117117,0.8990990990990991,0.6973947895791583,0.7626262626262627,0.025210084033613446,0.23737373737373738,0.9747899159663865,151,9,47,499,0.0,0.0,0.7383093525179856,0.8866906474820144,0.7342799188640974,0.7298050139275766,0.03851261620185923,0.27019498607242337,0.9614873837981408,262,29,97,986,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/retrieval_quality_only/isotonic::risk_control@suff_abstain15,top5/logistic_regression/retrieval_quality_only/isotonic,answer_abstain_top5,retrieval_quality_only,isotonic,risk_control@suff_abstain15,5,0.6,,30,0.7513513513513513,0.7081081081081081,0.7786259541984732,0.4393939393939394,0.14285714285714285,0.5606060606060606,0.8571428571428571,87,51,111,393,0.0,0.0,0.7473021582733813,0.6906474820143885,0.8072916666666666,0.41225626740947074,0.17662682602921648,0.5877437325905293,0.8233731739707836,148,133,211,768,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/retrieval_quality_only/isotonic::high_precision@cov50,top5/logistic_regression/retrieval_quality_only/isotonic,answer_abstain_top5,retrieval_quality_only,isotonic,high_precision@cov50,5,0.4,,30,0.7441441441441441,0.6936936936936937,0.7792207792207793,0.4292929292929293,0.15966386554621848,0.5707070707070707,0.8403361344537815,85,57,113,385,0.0,0.0,0.7446043165467626,0.677158273381295,0.8114209827357237,0.3955431754874652,0.18857901726427623,0.6044568245125348,0.8114209827357237,142,142,217,753,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/embedding_score_only/identity::balanced,top5/logistic_regression/embedding_score_only/identity,answer_abstain_top5,embedding_score_only,identity,balanced,5,0.35,,5,0.6864864864864865,0.7513513513513513,0.7194244604316546,0.5909090909090909,0.15966386554621848,0.4090909090909091,0.8403361344537815,117,57,81,417,0.0,0.0,0.7410071942446043,0.7634892086330936,0.773851590106007,0.5348189415041783,0.12749003984063745,0.46518105849582175,0.8725099601593626,192,96,167,849,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/embedding_score_only/identity::reliable@cov85,top5/logistic_regression/embedding_score_only/identity,answer_abstain_top5,embedding_score_only,identity,reliable@cov85,5,0.45,,5,0.654054054054054,0.8954954954954955,0.6659959758551308,0.8383838383838383,0.07282913165266107,0.16161616161616163,0.927170868347339,166,26,32,497,0.0,0.0,0.7185251798561151,0.8651079136690647,0.7286902286902287,0.7270194986072424,0.06905710491367861,0.27298050139275765,0.9309428950863213,261,52,98,962,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/embedding_score_only/identity::risk_control@suff_abstain15,top5/logistic_regression/embedding_score_only/identity,answer_abstain_top5,embedding_score_only,identity,risk_control@suff_abstain15,5,0.4,,5,0.6756756756756757,0.8162162162162162,0.695364238410596,0.696969696969697,0.11764705882352941,0.30303030303030304,0.8823529411764706,138,42,60,453,0.0,0.0,0.7383093525179856,0.8201438848920863,0.7532894736842105,0.6267409470752089,0.08764940239043825,0.3732590529247911,0.9123505976095617,225,66,134,912,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/embedding_score_only/identity::high_precision@cov50,top5/logistic_regression/embedding_score_only/identity,answer_abstain_top5,embedding_score_only,identity,high_precision@cov50,5,0.25,,5,0.6648648648648648,0.563963963963964,0.7731629392971247,0.35858585858585856,0.32212885154061627,0.6414141414141414,0.6778711484593838,71,115,127,313,0.0,0.0,0.6816546762589928,0.5890287769784173,0.8045801526717558,0.3565459610027855,0.300132802124834,0.6434540389972145,0.699867197875166,128,226,231,655,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/embedding_score_only/platt::balanced,top5/logistic_regression/embedding_score_only/platt,answer_abstain_top5,embedding_score_only,platt,balanced,5,0.45,,5,0.6882882882882883,0.7495495495495496,0.7211538461538461,0.5858585858585859,0.15966386554621848,0.41414141414141414,0.8403361344537815,116,57,82,416,0.0,0.0,0.7437050359712231,0.7589928057553957,0.7772511848341233,0.5236768802228412,0.12881806108897742,0.4763231197771588,0.8711819389110226,188,97,171,844,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/embedding_score_only/platt::reliable@cov85,top5/logistic_regression/embedding_score_only/platt,answer_abstain_top5,embedding_score_only,platt,reliable@cov85,5,0.55,,5,0.6576576576576577,0.8918918918918919,0.6686868686868687,0.8282828282828283,0.07282913165266107,0.1717171717171717,0.927170868347339,164,26,34,495,0.0,0.0,0.7221223021582733,0.8615107913669064,0.7317327766179541,0.7158774373259053,0.06905710491367861,0.2841225626740947,0.9309428950863213,257,52,102,958,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/embedding_score_only/platt::risk_control@suff_abstain15,top5/logistic_regression/embedding_score_only/platt,answer_abstain_top5,embedding_score_only,platt,risk_control@suff_abstain15,5,0.5,,5,0.6774774774774774,0.8108108108108109,0.6977777777777778,0.6868686868686869,0.12044817927170869,0.31313131313131315,0.8795518207282913,136,43,62,450,0.0,0.0,0.737410071942446,0.8174460431654677,0.7535753575357536,0.6239554317548747,0.0903054448871182,0.37604456824512533,0.9096945551128818,224,68,135,909,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/embedding_score_only/platt::high_precision@cov50,top5/logistic_regression/embedding_score_only/platt,answer_abstain_top5,embedding_score_only,platt,high_precision@cov50,5,0.35,,5,0.6630630630630631,0.5513513513513514,0.7777777777777778,0.3434343434343434,0.3333333333333333,0.6565656565656566,0.6666666666666666,68,119,130,306,0.0,0.0,0.6717625899280576,0.5755395683453237,0.803125,0.35097493036211697,0.31739707835325365,0.649025069637883,0.6826029216467463,126,239,233,640,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/embedding_score_only/isotonic::balanced,top5/logistic_regression/embedding_score_only/isotonic,answer_abstain_top5,embedding_score_only,isotonic,balanced,5,0.5,,5,0.6792792792792792,0.8054054054054054,0.7002237136465325,0.6767676767676768,0.12324929971988796,0.32323232323232326,0.876750700280112,134,44,64,447,0.0,0.0,0.737410071942446,0.8138489208633094,0.7546961325966851,0.6183844011142061,0.09296148738379814,0.3816155988857939,0.9070385126162018,222,70,137,905,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/embedding_score_only/isotonic::reliable@cov85,top5/logistic_regression/embedding_score_only/isotonic,answer_abstain_top5,embedding_score_only,isotonic,reliable@cov85,5,0.75,,5,0.6432432432432432,1.0,0.6432432432432432,1.0,0.0,0.0,1.0,198,0,0,555,0.0,0.0,0.677158273381295,1.0,0.677158273381295,1.0,0.0,0.0,1.0,359,0,0,1112,0.0,0.0
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/embedding_score_only/isotonic::risk_control@suff_abstain15,top5/logistic_regression/embedding_score_only/isotonic,answer_abstain_top5,embedding_score_only,isotonic,risk_control@suff_abstain15,5,0.5,,5,0.6792792792792792,0.8054054054054054,0.7002237136465325,0.6767676767676768,0.12324929971988796,0.32323232323232326,0.876750700280112,134,44,64,447,0.0,0.0,0.737410071942446,0.8138489208633094,0.7546961325966851,0.6183844011142061,0.09296148738379814,0.3816155988857939,0.9070385126162018,222,70,137,905,0.0,0.0
