estimator,calibration,policy,tau_answer,case_type,sample_index,original_id,sufficiency_label,risk_score,decision,gold_answer,naive_answer,naive_em,naive_f1,top5_titles
logistic_regression,isotonic,balanced,0.5,successful_intercept,21,5ae471fa55429970de88d965,insufficient,0.8312405185608722,abstain,Centre-du-Québec,I don't know,0.0,0.0,Cuisine of New Jersey || Papa's Tomato Pies || Province of New Jersey || New York – New Jersey Line War || New Jersey Folk Festival
logistic_regression,isotonic,balanced,0.5,safe_answer,40,5a7a8a9c554299042af8f666,sufficient,0.0,answer,Argand lamp,Lewis lamp,0.0,0.5,Argand lamp || Lewis lamp || Kerosene lamp || Carbon button lamp || Bass Rock Lighthouse
logistic_regression,isotonic,balanced,0.5,safe_answer,54,5ae26af3554299492dc91c1c,sufficient,0.0,answer,432 Park Avenue,432 Park Avenue,1.0,1.0,Bertelsmann Building || 432 Park Avenue || 245 Park Avenue || Metropolitan Life Insurance Company Tower || 4 World Trade Center
logistic_regression,isotonic,reliable@cov85,0.4,successful_intercept,21,5ae471fa55429970de88d965,insufficient,0.8312405185608722,abstain,Centre-du-Québec,I don't know,0.0,0.0,Cuisine of New Jersey || Papa's Tomato Pies || Province of New Jersey || New York – New Jersey Line War || New Jersey Folk Festival
logistic_regression,isotonic,reliable@cov85,0.4,successful_intercept,28,5a8f9dca55429918e830d295,insufficient,0.6770895799408088,abstain,"Tyler ""Ty"" Mendoza",I don't know,0.0,0.0,Vanessa Marano || Switched at Birth (TV series) || Switched at Birth (season 4) || Starr Manning || List of Switched at Birth episodes
logistic_regression,isotonic,reliable@cov85,0.4,successful_intercept,90,5ab2e8ad554299340b525562,insufficient,0.47058823529411764,abstain,Park Ye-jin,Park Ye-jin,1.0,1.0,I Love Lee Tae-ri || The Secret of My Love || My Love from the Star || Miss Korea (TV series) || Secret Love (TV series)
logistic_regression,isotonic,reliable@cov85,0.4,false_answer,11,5ade914b55429939a52fe8f9,insufficient,0.0392156862745098,answer,"""Discover Pure Energy""",I don't know,0.0,0.0,Manta (SeaWorld San Diego) || Top Thrill Dragster || The Riddler's Revenge || Tatsu || Green Lantern Coaster
logistic_regression,isotonic,reliable@cov85,0.4,false_answer,20,5a9023d355429916514e742f,insufficient,0.0392156862745098,answer,Prince Antoni Radziwiłł,I don't know,0.0,0.0,"Erna Flegel || Winter Palace of Prince Eugene || Hortus Palatinus || Musée des Arts décoratifs, Strasbourg || Médiathèque Musicale Mahler"
logistic_regression,isotonic,reliable@cov85,0.4,false_answer,17,5ae0361155429925eb1afc2c,insufficient,0.12244897959183673,answer,Charles Eugène,Charles Nungesser,0.0,0.5,L'Oiseau Blanc || François Coli || Levasseur PL.8 || Paul Sauvage (aviator) || Gervais Raoul Lufbery
logistic_regression,isotonic,reliable@cov85,0.4,false_answer,33,5abcd44655429959677d6af1,insufficient,0.12244897959183673,answer,The population was 753,I don't know,0.0,0.0,"Little Bay Bridge || Little Bay, Newfoundland and Labrador || Brentwood, New Hampshire || Little River (Vancouver Island) || Little River (Humboldt County)"
logistic_regression,isotonic,reliable@cov85,0.4,false_answer,13,5a7224ab55429971e9dc92dd,insufficient,0.375,answer,Patricia Jude Francis Kensit,I don't know,0.0,0.0,Eighth Wonder || Fearless (Eighth Wonder album) || Mark Lindsay || &quot;Weird Al&quot; Yankovic || Tom Petty
logistic_regression,isotonic,reliable@cov85,0.4,over_abstain,53,5abdc18555429965af743e2b,sufficient,0.75,abstain,Hertz,The Hertz Corporation,0.0,0.6666666666666666,Sixt || Enterprise Holdings || Payless Car Rental || The Hertz Corporation || Firefly (car rental)
logistic_regression,isotonic,reliable@cov85,0.4,over_abstain,97,5a8e27d45542995a26add46a,sufficient,0.75,abstain,2004,2004,1.0,1.0,Jaclyn Stapp || Steve Chapin || Creed (band) || Jimmy Farrar || Life Time (Rollins Band album)
logistic_regression,isotonic,reliable@cov85,0.4,over_abstain,2,5a7cde68554299683c1c63ac,sufficient,0.47058823529411764,abstain,censorship,censorship issues,0.0,0.6666666666666666,The Itchy &amp; Scratchy &amp; Poochie Show || The Itchy &amp; Scratchy Show || Itchy &amp; Scratchy &amp; Marge || Itchy &amp; Scratchy: The Movie || Itchy &amp; Scratchy Land
logistic_regression,isotonic,reliable@cov85,0.4,safe_answer,1,5ab56e32554299637185c594,sufficient,0.0,answer,no,I don't know,0.0,0.0,Random House Tower || 888 7th Avenue || Bertelsmann Building || Carnegie Hall Tower || Metropolitan Life Insurance Company Tower
logistic_regression,isotonic,reliable@cov85,0.4,safe_answer,10,5a8aee3d55429950cd6afc01,sufficient,0.0,answer,Clianthus,Clianthus,1.0,1.0,Callicoma || Clianthus || Aceria clianthi || Hibiscus calyphyllus || Oeceoclades calcarata
logistic_regression,isotonic,reliable@cov85,0.4,safe_answer,34,5a83c9e45542992ef85e2361,sufficient,0.0,answer,political satire black comedy film,political satire black comedy film,1.0,1.0,Dr. Strangelove || Benn F. Reyes || Hawk Films || Red Alert (novel) || Slim Pickens
logistic_regression,isotonic,reliable@cov85,0.4,safe_answer,40,5a7a8a9c554299042af8f666,sufficient,0.0,answer,Argand lamp,Lewis lamp,0.0,0.5,Argand lamp || Lewis lamp || Kerosene lamp || Carbon button lamp || Bass Rock Lighthouse
logistic_regression,isotonic,reliable@cov85,0.4,safe_answer,54,5ae26af3554299492dc91c1c,sufficient,0.0,answer,432 Park Avenue,432 Park Avenue,1.0,1.0,Bertelsmann Building || 432 Park Avenue || 245 Park Avenue || Metropolitan Life Insurance Company Tower || 4 World Trade Center
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,successful_intercept,21,5ae471fa55429970de88d965,insufficient,0.8312405185608722,abstain,Centre-du-Québec,I don't know,0.0,0.0,Cuisine of New Jersey || Papa's Tomato Pies || Province of New Jersey || New York – New Jersey Line War || New Jersey Folk Festival
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,successful_intercept,28,5a8f9dca55429918e830d295,insufficient,0.6770895799408088,abstain,"Tyler ""Ty"" Mendoza",I don't know,0.0,0.0,Vanessa Marano || Switched at Birth (TV series) || Switched at Birth (season 4) || Starr Manning || List of Switched at Birth episodes
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,successful_intercept,90,5ab2e8ad554299340b525562,insufficient,0.47058823529411764,abstain,Park Ye-jin,Park Ye-jin,1.0,1.0,I Love Lee Tae-ri || The Secret of My Love || My Love from the Star || Miss Korea (TV series) || Secret Love (TV series)
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,successful_intercept,13,5a7224ab55429971e9dc92dd,insufficient,0.375,abstain,Patricia Jude Francis Kensit,I don't know,0.0,0.0,Eighth Wonder || Fearless (Eighth Wonder album) || Mark Lindsay || &quot;Weird Al&quot; Yankovic || Tom Petty
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,successful_intercept,15,5ae0aefe554299603e418437,insufficient,0.375,abstain,Corendon Airlines,I don't know,0.0,0.0,Air Go Airlines || AV8 Air || Turkish Airlines destinations || Air One || Ethiopian Airlines
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,false_answer,11,5ade914b55429939a52fe8f9,insufficient,0.0392156862745098,answer,"""Discover Pure Energy""",I don't know,0.0,0.0,Manta (SeaWorld San Diego) || Top Thrill Dragster || The Riddler's Revenge || Tatsu || Green Lantern Coaster
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,false_answer,20,5a9023d355429916514e742f,insufficient,0.0392156862745098,answer,Prince Antoni Radziwiłł,I don't know,0.0,0.0,"Erna Flegel || Winter Palace of Prince Eugene || Hortus Palatinus || Musée des Arts décoratifs, Strasbourg || Médiathèque Musicale Mahler"
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,false_answer,17,5ae0361155429925eb1afc2c,insufficient,0.12244897959183673,answer,Charles Eugène,Charles Nungesser,0.0,0.5,L'Oiseau Blanc || François Coli || Levasseur PL.8 || Paul Sauvage (aviator) || Gervais Raoul Lufbery
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,false_answer,33,5abcd44655429959677d6af1,insufficient,0.12244897959183673,answer,The population was 753,I don't know,0.0,0.0,"Little Bay Bridge || Little Bay, Newfoundland and Labrador || Brentwood, New Hampshire || Little River (Vancouver Island) || Little River (Humboldt County)"
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,over_abstain,53,5abdc18555429965af743e2b,sufficient,0.75,abstain,Hertz,The Hertz Corporation,0.0,0.6666666666666666,Sixt || Enterprise Holdings || Payless Car Rental || The Hertz Corporation || Firefly (car rental)
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,over_abstain,97,5a8e27d45542995a26add46a,sufficient,0.75,abstain,2004,2004,1.0,1.0,Jaclyn Stapp || Steve Chapin || Creed (band) || Jimmy Farrar || Life Time (Rollins Band album)
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,over_abstain,2,5a7cde68554299683c1c63ac,sufficient,0.47058823529411764,abstain,censorship,censorship issues,0.0,0.6666666666666666,The Itchy &amp; Scratchy &amp; Poochie Show || The Itchy &amp; Scratchy Show || Itchy &amp; Scratchy &amp; Marge || Itchy &amp; Scratchy: The Movie || Itchy &amp; Scratchy Land
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,over_abstain,9,5a72d7b35542991f9a20c5be,sufficient,0.375,abstain,Seventeen,Seventeen,1.0,1.0,Pledis Entertainment || Happy Pledis 2nd Album || Pristin || Seventeen (band) || We (song)
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,over_abstain,22,5add26075542994ed6169c9c,sufficient,0.375,abstain,WAMC,WAMC,1.0,1.0,Eric Plakun || Chicago Public Media || WAMC || New Jersey Network || Freakonomics Radio
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,safe_answer,1,5ab56e32554299637185c594,sufficient,0.0,answer,no,I don't know,0.0,0.0,Random House Tower || 888 7th Avenue || Bertelsmann Building || Carnegie Hall Tower || Metropolitan Life Insurance Company Tower
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,safe_answer,10,5a8aee3d55429950cd6afc01,sufficient,0.0,answer,Clianthus,Clianthus,1.0,1.0,Callicoma || Clianthus || Aceria clianthi || Hibiscus calyphyllus || Oeceoclades calcarata
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,safe_answer,34,5a83c9e45542992ef85e2361,sufficient,0.0,answer,political satire black comedy film,political satire black comedy film,1.0,1.0,Dr. Strangelove || Benn F. Reyes || Hawk Films || Red Alert (novel) || Slim Pickens
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,safe_answer,40,5a7a8a9c554299042af8f666,sufficient,0.0,answer,Argand lamp,Lewis lamp,0.0,0.5,Argand lamp || Lewis lamp || Kerosene lamp || Carbon button lamp || Bass Rock Lighthouse
logistic_regression,isotonic,risk_control@suff_abstain15,0.3,safe_answer,54,5ae26af3554299492dc91c1c,sufficient,0.0,answer,432 Park Avenue,432 Park Avenue,1.0,1.0,Bertelsmann Building || 432 Park Avenue || 245 Park Avenue || Metropolitan Life Insurance Company Tower || 4 World Trade Center
logistic_regression,isotonic,high_precision@cov50,0.05,successful_intercept,21,5ae471fa55429970de88d965,insufficient,0.8312405185608722,abstain,Centre-du-Québec,I don't know,0.0,0.0,Cuisine of New Jersey || Papa's Tomato Pies || Province of New Jersey || New York – New Jersey Line War || New Jersey Folk Festival
logistic_regression,isotonic,high_precision@cov50,0.05,successful_intercept,28,5a8f9dca55429918e830d295,insufficient,0.6770895799408088,abstain,"Tyler ""Ty"" Mendoza",I don't know,0.0,0.0,Vanessa Marano || Switched at Birth (TV series) || Switched at Birth (season 4) || Starr Manning || List of Switched at Birth episodes
logistic_regression,isotonic,high_precision@cov50,0.05,successful_intercept,90,5ab2e8ad554299340b525562,insufficient,0.47058823529411764,abstain,Park Ye-jin,Park Ye-jin,1.0,1.0,I Love Lee Tae-ri || The Secret of My Love || My Love from the Star || Miss Korea (TV series) || Secret Love (TV series)
logistic_regression,isotonic,high_precision@cov50,0.05,successful_intercept,13,5a7224ab55429971e9dc92dd,insufficient,0.375,abstain,Patricia Jude Francis Kensit,I don't know,0.0,0.0,Eighth Wonder || Fearless (Eighth Wonder album) || Mark Lindsay || &quot;Weird Al&quot; Yankovic || Tom Petty
logistic_regression,isotonic,high_precision@cov50,0.05,successful_intercept,15,5ae0aefe554299603e418437,insufficient,0.375,abstain,Corendon Airlines,I don't know,0.0,0.0,Air Go Airlines || AV8 Air || Turkish Airlines destinations || Air One || Ethiopian Airlines
logistic_regression,isotonic,high_precision@cov50,0.05,false_answer,11,5ade914b55429939a52fe8f9,insufficient,0.0392156862745098,answer,"""Discover Pure Energy""",I don't know,0.0,0.0,Manta (SeaWorld San Diego) || Top Thrill Dragster || The Riddler's Revenge || Tatsu || Green Lantern Coaster
logistic_regression,isotonic,high_precision@cov50,0.05,false_answer,20,5a9023d355429916514e742f,insufficient,0.0392156862745098,answer,Prince Antoni Radziwiłł,I don't know,0.0,0.0,"Erna Flegel || Winter Palace of Prince Eugene || Hortus Palatinus || Musée des Arts décoratifs, Strasbourg || Médiathèque Musicale Mahler"
logistic_regression,isotonic,high_precision@cov50,0.05,over_abstain,53,5abdc18555429965af743e2b,sufficient,0.75,abstain,Hertz,The Hertz Corporation,0.0,0.6666666666666666,Sixt || Enterprise Holdings || Payless Car Rental || The Hertz Corporation || Firefly (car rental)
logistic_regression,isotonic,high_precision@cov50,0.05,over_abstain,97,5a8e27d45542995a26add46a,sufficient,0.75,abstain,2004,2004,1.0,1.0,Jaclyn Stapp || Steve Chapin || Creed (band) || Jimmy Farrar || Life Time (Rollins Band album)
logistic_regression,isotonic,high_precision@cov50,0.05,over_abstain,2,5a7cde68554299683c1c63ac,sufficient,0.47058823529411764,abstain,censorship,censorship issues,0.0,0.6666666666666666,The Itchy &amp; Scratchy &amp; Poochie Show || The Itchy &amp; Scratchy Show || Itchy &amp; Scratchy &amp; Marge || Itchy &amp; Scratchy: The Movie || Itchy &amp; Scratchy Land
logistic_regression,isotonic,high_precision@cov50,0.05,over_abstain,9,5a72d7b35542991f9a20c5be,sufficient,0.375,abstain,Seventeen,Seventeen,1.0,1.0,Pledis Entertainment || Happy Pledis 2nd Album || Pristin || Seventeen (band) || We (song)
logistic_regression,isotonic,high_precision@cov50,0.05,over_abstain,22,5add26075542994ed6169c9c,sufficient,0.375,abstain,WAMC,WAMC,1.0,1.0,Eric Plakun || Chicago Public Media || WAMC || New Jersey Network || Freakonomics Radio
logistic_regression,isotonic,high_precision@cov50,0.05,safe_answer,1,5ab56e32554299637185c594,sufficient,0.0,answer,no,I don't know,0.0,0.0,Random House Tower || 888 7th Avenue || Bertelsmann Building || Carnegie Hall Tower || Metropolitan Life Insurance Company Tower
logistic_regression,isotonic,high_precision@cov50,0.05,safe_answer,10,5a8aee3d55429950cd6afc01,sufficient,0.0,answer,Clianthus,Clianthus,1.0,1.0,Callicoma || Clianthus || Aceria clianthi || Hibiscus calyphyllus || Oeceoclades calcarata
logistic_regression,isotonic,high_precision@cov50,0.05,safe_answer,34,5a83c9e45542992ef85e2361,sufficient,0.0,answer,political satire black comedy film,political satire black comedy film,1.0,1.0,Dr. Strangelove || Benn F. Reyes || Hawk Films || Red Alert (novel) || Slim Pickens
logistic_regression,isotonic,high_precision@cov50,0.05,safe_answer,40,5a7a8a9c554299042af8f666,sufficient,0.0,answer,Argand lamp,Lewis lamp,0.0,0.5,Argand lamp || Lewis lamp || Kerosene lamp || Carbon button lamp || Bass Rock Lighthouse
logistic_regression,isotonic,high_precision@cov50,0.05,safe_answer,54,5ae26af3554299492dc91c1c,sufficient,0.0,answer,432 Park Avenue,432 Park Avenue,1.0,1.0,Bertelsmann Building || 432 Park Avenue || 245 Park Avenue || Metropolitan Life Insurance Company Tower || 4 World Trade Center
random_forest,isotonic,balanced,0.4,successful_intercept,28,5a8f9dca55429918e830d295,insufficient,1.0,abstain,"Tyler ""Ty"" Mendoza",I don't know,0.0,0.0,Vanessa Marano || Switched at Birth (TV series) || Switched at Birth (season 4) || Starr Manning || List of Switched at Birth episodes
random_forest,isotonic,balanced,0.4,successful_intercept,21,5ae471fa55429970de88d965,insufficient,0.7368421052631579,abstain,Centre-du-Québec,I don't know,0.0,0.0,Cuisine of New Jersey || Papa's Tomato Pies || Province of New Jersey || New York – New Jersey Line War || New Jersey Folk Festival
random_forest,isotonic,balanced,0.4,false_answer,17,5ae0361155429925eb1afc2c,insufficient,0.020833333333333332,answer,Charles Eugène,Charles Nungesser,0.0,0.5,L'Oiseau Blanc || François Coli || Levasseur PL.8 || Paul Sauvage (aviator) || Gervais Raoul Lufbery
random_forest,isotonic,balanced,0.4,false_answer,11,5ade914b55429939a52fe8f9,insufficient,0.044444444444444446,answer,"""Discover Pure Energy""",I don't know,0.0,0.0,Manta (SeaWorld San Diego) || Top Thrill Dragster || The Riddler's Revenge || Tatsu || Green Lantern Coaster
random_forest,isotonic,balanced,0.4,false_answer,13,5a7224ab55429971e9dc92dd,insufficient,0.044444444444444446,answer,Patricia Jude Francis Kensit,I don't know,0.0,0.0,Eighth Wonder || Fearless (Eighth Wonder album) || Mark Lindsay || &quot;Weird Al&quot; Yankovic || Tom Petty
random_forest,isotonic,balanced,0.4,false_answer,33,5abcd44655429959677d6af1,insufficient,0.044444444444444446,answer,The population was 753,I don't know,0.0,0.0,"Little Bay Bridge || Little Bay, Newfoundland and Labrador || Brentwood, New Hampshire || Little River (Vancouver Island) || Little River (Humboldt County)"
random_forest,isotonic,balanced,0.4,false_answer,15,5ae0aefe554299603e418437,insufficient,0.10810810810810811,answer,Corendon Airlines,I don't know,0.0,0.0,Air Go Airlines || AV8 Air || Turkish Airlines destinations || Air One || Ethiopian Airlines
random_forest,isotonic,balanced,0.4,over_abstain,82,5a731c205542994cef4bc45d,sufficient,0.9387747165648421,abstain,restaurant chain,a restaurant chain,1.0,1.0,Eatza Pizza || Pizza Pizza || Pizza Fusion || Domino's Pizza Enterprises || Little Caesars
random_forest,isotonic,balanced,0.4,over_abstain,53,5abdc18555429965af743e2b,sufficient,0.7368421052631579,abstain,Hertz,The Hertz Corporation,0.0,0.6666666666666666,Sixt || Enterprise Holdings || Payless Car Rental || The Hertz Corporation || Firefly (car rental)
random_forest,isotonic,balanced,0.4,over_abstain,2,5a7cde68554299683c1c63ac,sufficient,0.6,abstain,censorship,censorship issues,0.0,0.6666666666666666,The Itchy &amp; Scratchy &amp; Poochie Show || The Itchy &amp; Scratchy Show || Itchy &amp; Scratchy &amp; Marge || Itchy &amp; Scratchy: The Movie || Itchy &amp; Scratchy Land
random_forest,isotonic,balanced,0.4,safe_answer,1,5ab56e32554299637185c594,sufficient,0.0,answer,no,I don't know,0.0,0.0,Random House Tower || 888 7th Avenue || Bertelsmann Building || Carnegie Hall Tower || Metropolitan Life Insurance Company Tower
random_forest,isotonic,balanced,0.4,safe_answer,8,5adc7dbf5542994d58a2f618,sufficient,0.0,answer,Plymouth Gin,gin,0.0,0.6666666666666666,Pink Gin || Gimlet (cocktail) || Gin || Bee's Knees (cocktail) || Clover Club Cocktail
random_forest,isotonic,balanced,0.4,safe_answer,27,5a7244955542990c210a408a,sufficient,0.0,answer,J35,I don't know,0.0,0.0,Allison J71 || Allison J33 || Allison J35 || General Electric CJ610 || Rolls-Royce Derwent
random_forest,isotonic,balanced,0.4,safe_answer,29,5a8ac87d55429970aeb7031d,sufficient,0.0,answer,Jeffrey William Van Gundy,Jeff Van Gundy,0.0,0.5714285714285715,Jeff Van Gundy || Stan Van Gundy || Cale Gundy || Bryant Gumbel || Greg Gumbel
random_forest,isotonic,balanced,0.4,safe_answer,32,5ae5d008554299546bf82f7d,sufficient,0.0,answer,StubHub Center,StubHub Center,1.0,1.0,2015 CrossFit Games || StubHub Center || Los Angeles Clippers Training Center || Mat Fraser (athlete) || Cobb Galleria Centre
random_forest,isotonic,reliable@cov85,0.4,successful_intercept,28,5a8f9dca55429918e830d295,insufficient,1.0,abstain,"Tyler ""Ty"" Mendoza",I don't know,0.0,0.0,Vanessa Marano || Switched at Birth (TV series) || Switched at Birth (season 4) || Starr Manning || List of Switched at Birth episodes
random_forest,isotonic,reliable@cov85,0.4,successful_intercept,21,5ae471fa55429970de88d965,insufficient,0.7368421052631579,abstain,Centre-du-Québec,I don't know,0.0,0.0,Cuisine of New Jersey || Papa's Tomato Pies || Province of New Jersey || New York – New Jersey Line War || New Jersey Folk Festival
random_forest,isotonic,reliable@cov85,0.4,false_answer,17,5ae0361155429925eb1afc2c,insufficient,0.020833333333333332,answer,Charles Eugène,Charles Nungesser,0.0,0.5,L'Oiseau Blanc || François Coli || Levasseur PL.8 || Paul Sauvage (aviator) || Gervais Raoul Lufbery
random_forest,isotonic,reliable@cov85,0.4,false_answer,11,5ade914b55429939a52fe8f9,insufficient,0.044444444444444446,answer,"""Discover Pure Energy""",I don't know,0.0,0.0,Manta (SeaWorld San Diego) || Top Thrill Dragster || The Riddler's Revenge || Tatsu || Green Lantern Coaster
random_forest,isotonic,reliable@cov85,0.4,false_answer,13,5a7224ab55429971e9dc92dd,insufficient,0.044444444444444446,answer,Patricia Jude Francis Kensit,I don't know,0.0,0.0,Eighth Wonder || Fearless (Eighth Wonder album) || Mark Lindsay || &quot;Weird Al&quot; Yankovic || Tom Petty
random_forest,isotonic,reliable@cov85,0.4,false_answer,33,5abcd44655429959677d6af1,insufficient,0.044444444444444446,answer,The population was 753,I don't know,0.0,0.0,"Little Bay Bridge || Little Bay, Newfoundland and Labrador || Brentwood, New Hampshire || Little River (Vancouver Island) || Little River (Humboldt County)"
random_forest,isotonic,reliable@cov85,0.4,false_answer,15,5ae0aefe554299603e418437,insufficient,0.10810810810810811,answer,Corendon Airlines,I don't know,0.0,0.0,Air Go Airlines || AV8 Air || Turkish Airlines destinations || Air One || Ethiopian Airlines
random_forest,isotonic,reliable@cov85,0.4,over_abstain,82,5a731c205542994cef4bc45d,sufficient,0.9387747165648421,abstain,restaurant chain,a restaurant chain,1.0,1.0,Eatza Pizza || Pizza Pizza || Pizza Fusion || Domino's Pizza Enterprises || Little Caesars
random_forest,isotonic,reliable@cov85,0.4,over_abstain,53,5abdc18555429965af743e2b,sufficient,0.7368421052631579,abstain,Hertz,The Hertz Corporation,0.0,0.6666666666666666,Sixt || Enterprise Holdings || Payless Car Rental || The Hertz Corporation || Firefly (car rental)
random_forest,isotonic,reliable@cov85,0.4,over_abstain,2,5a7cde68554299683c1c63ac,sufficient,0.6,abstain,censorship,censorship issues,0.0,0.6666666666666666,The Itchy &amp; Scratchy &amp; Poochie Show || The Itchy &amp; Scratchy Show || Itchy &amp; Scratchy &amp; Marge || Itchy &amp; Scratchy: The Movie || Itchy &amp; Scratchy Land
random_forest,isotonic,reliable@cov85,0.4,safe_answer,1,5ab56e32554299637185c594,sufficient,0.0,answer,no,I don't know,0.0,0.0,Random House Tower || 888 7th Avenue || Bertelsmann Building || Carnegie Hall Tower || Metropolitan Life Insurance Company Tower
random_forest,isotonic,reliable@cov85,0.4,safe_answer,8,5adc7dbf5542994d58a2f618,sufficient,0.0,answer,Plymouth Gin,gin,0.0,0.6666666666666666,Pink Gin || Gimlet (cocktail) || Gin || Bee's Knees (cocktail) || Clover Club Cocktail
random_forest,isotonic,reliable@cov85,0.4,safe_answer,27,5a7244955542990c210a408a,sufficient,0.0,answer,J35,I don't know,0.0,0.0,Allison J71 || Allison J33 || Allison J35 || General Electric CJ610 || Rolls-Royce Derwent
random_forest,isotonic,reliable@cov85,0.4,safe_answer,29,5a8ac87d55429970aeb7031d,sufficient,0.0,answer,Jeffrey William Van Gundy,Jeff Van Gundy,0.0,0.5714285714285715,Jeff Van Gundy || Stan Van Gundy || Cale Gundy || Bryant Gumbel || Greg Gumbel
random_forest,isotonic,reliable@cov85,0.4,safe_answer,32,5ae5d008554299546bf82f7d,sufficient,0.0,answer,StubHub Center,StubHub Center,1.0,1.0,2015 CrossFit Games || StubHub Center || Los Angeles Clippers Training Center || Mat Fraser (athlete) || Cobb Galleria Centre
random_forest,isotonic,risk_control@suff_abstain15,0.25,successful_intercept,28,5a8f9dca55429918e830d295,insufficient,1.0,abstain,"Tyler ""Ty"" Mendoza",I don't know,0.0,0.0,Vanessa Marano || Switched at Birth (TV series) || Switched at Birth (season 4) || Starr Manning || List of Switched at Birth episodes
