case_id,sample_name,original_id,top_k,sample_bucket,sufficiency_label,question,gold_answer,model_answer,em,f1,taxonomy,raw_taxonomy,answer_supported_by_context,gold_supported_by_context,confidence,short_reason,context_titles,error
natural_qa120::5ab6cebd55429954757d3378::top20,natural_qa120,5ab6cebd55429954757d3378,20,top5_sufficient,sufficient,What kind of act does Whaling in Australia and Right whale have in common?,hunt,Whaling,0.0,0.0,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,Model answered 'Whaling' while gold expects 'hunt'; context defines whaling as hunting but model provided the broader activity name instead of the specific act type,Whale watching in Australia || Whaling in Australia || Right whale || Whaling in New Zealand || Right Whale Bay || Australian Whale Sanctuary || Whaling in Norway || Southern right whale || Blue whale || Whale watching || Whaling || Blue Whale Unit || Humpback whale || Whaling in Argentina || Minke whale || Dolphin || Kaikoura || Whaling-foreman || Jangsaengpo Whale Museum || Porto Pim Whale Factory Museum,
natural_qa120::5a797bd95542994bb9457016::top20,natural_qa120,5a797bd95542994bb9457016,20,top5_sufficient,sufficient,What age was Georgia Middleman when she started singing in the seventh-most populated city in the United States?,ten,Ten years old,0.0,0.5,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer 'Ten years old' is semantically equivalent to gold 'ten', differing only in wording.","Georgia Middleman || San Antonio || Anita Bitri || Country music || Cordele, Georgia || Elha Nympha || United States || Deborah Woodson || Haru Kobayashi || Alfio || Sibel Can || Holly Starr || Laura Bretan || North Georgia mountains || New York University || Off-Broadway || Dick Wagner || Merle Haggard || Willie Nelson || Gospel music",
natural_qa120::5ac5188255429924173fb5a3::top5,natural_qa120,5ac5188255429924173fb5a3,5,top5_sufficient,sufficient,About how many people are employed by the company founded by Denise Coates?,"3,000","over 3,000 people",0.0,0.5,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer 'over 3,000 people' is semantically equivalent to gold answer '3,000' and both are supported by context.",Denise Coates || William Beardmore and Company || Order of the British Empire || Bet365 || Thorlabs,
natural_qa120::5ac5188255429924173fb5a3::top20,natural_qa120,5ac5188255429924173fb5a3,20,top5_sufficient,sufficient,About how many people are employed by the company founded by Denise Coates?,"3,000","over 3,000",0.0,0.6666666666666666,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer 'over 3,000' is semantically equivalent to gold '3,000' for approximate employment; exact match requirement causes mismatch.",Denise Coates || William Beardmore and Company || Order of the British Empire || Bet365 || Thorlabs || The Sportsman's Guide || Kersey Coates || George Coates || Fluxys || Carad || Ta-Nehisi Coates || Turnstone (company) || Invision Studios || Clive Coates || Jimmy Coates || Denise White || Peter Coates || Hafner Manufacturing Company || Denise Robert || Denise O'Donoghue,
natural_qa120::5a82fe5055429966c78a6ad3::top20,natural_qa120,5a82fe5055429966c78a6ad3,20,top5_sufficient,sufficient,"The Company They Keep is a book written by Diana Pavlac Glyer, who is a professor at a university in Azusa, California, that was founded in 1899, and is under the auspices of what religion?",evangelical Christian,Evangelical Christianity,0.0,0.5,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer 'Evangelical Christianity' is semantically identical to gold 'evangelical Christian'. The retrieved context confirms Azusa Pacific University is an 'evangelical Christian university', making the two phrasings equivalent.","The Company They Keep || Azusa Pacific University || Diana Pavlac Glyer || Charles Williams (British writer) || Warren Lewis || J. R. R. Tolkien || Inklings || Owen Barfield || C. S. Lewis || Aberdeen, Maryland || Azusa, California || California || Philosophy of religion || John Culp || Los Angeles || Evangelicalism || Christian || Whittier, California || Theology || Wesleyanism",
natural_qa120::5ac1a04e5542991316484b63::top5,natural_qa120,5ac1a04e5542991316484b63,5,top5_sufficient,sufficient,Are both Jim McBride and Neil Jordan American?,no,"No, only Jim McBride is American; Neil Jordan is Irish.",0.0,0.18181818181818182,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer 'No, only Jim McBride is American; Neil Jordan is Irish' is semantically equivalent to gold answer 'no' and both are fully supported by context showing Jim McBride is American and Neil Jordan is Irish.",Jim McBride || Neil Jordan || Neil McBride || Labour Party (UK) || County Donegal,
natural_qa120::5ac1a04e5542991316484b63::top20,natural_qa120,5ac1a04e5542991316484b63,20,top5_sufficient,sufficient,Are both Jim McBride and Neil Jordan American?,no,"No, only Jim McBride is American; Neil Jordan is Irish.",0.0,0.18181818181818182,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer correctly explains both are not American (supported by context), which semantically matches gold answer 'no'. Model provides correct explanatory detail that validates the 'no' answer.",Jim McBride || Neil Jordan || Neil McBride || Labour Party (UK) || County Donegal || Jim O'Neil (American football) || Neil McBride (poet) || Jim Jordan (actor) || Angel (1982 Irish film) || Jim O'Neil (ice hockey) || Jim Jordan (political consultant) || Creeslough || Jim Jordan (U.S. politician) || James Jordan || Irish language || United Kingdom || Valentine (Jim Brickman song) || Jim Jordan (basketball) || Jim Jordan (Canadian politician) || Jordan White (footballer),
natural_qa120::5a8f47785542997ba9cb3217::top5,natural_qa120,5a8f47785542997ba9cb3217,5,top5_sufficient,sufficient,Does Frank Pepe Pizzeria Napoletana or Donatos Pizza have more locations?,Donatos,Donatos Pizza has more locations,0.0,0.33333333333333337,generation_failure,generation_failure,false,false,medium,"Context shows Donatos has ~200 locations but provides no location count for Frank Pepe, so neither the model answer nor gold answer that Donatos has more locations is supported.",Frank Pepe Pizzeria Napoletana || Donatos Pizza || Wooster Square || Pizza || Tony's Pizza Napoletana,
natural_qa120::5a8f47785542997ba9cb3217::top20,natural_qa120,5a8f47785542997ba9cb3217,20,top5_sufficient,sufficient,Does Frank Pepe Pizzeria Napoletana or Donatos Pizza have more locations?,Donatos,Donatos Pizza has more locations with nearly 200 locations.,0.0,0.19999999999999998,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer correctly identifies Donatos as having more locations with 'nearly 200 locations', which matches the gold answer 'Donatos'. Context [2] confirms Donatos has nearly 200 locations, while context [1] only describes Frank Pepe as a single pizzeria in New Haven, supporting the conclusion.","Frank Pepe Pizzeria Napoletana || Donatos Pizza || Wooster Square || Pizza || Tony's Pizza Napoletana || New Haven, Connecticut || Antico Pizza || Modern Apizza || New Haven-style pizza || Tutta Bella Neapolitan Pizzeria || California || Restaurant || San Francisco || National Air and Space Museum || TripAdvisor || United States || Neapolitan pizza || Pizza delivery || Columbus, Ohio || Ohio Stadium",
natural_qa120::5a7739f25542994aec3b7234::top20,natural_qa120,5a7739f25542994aec3b7234,20,unresolved_top20,insufficient,"What musician is ranked 9th in the Top 100 Greatest Metal Guitarists and started a band in 1990 in Los Angeles, California?",Adam Thomas Jones,Adam Jones,0.0,0.8,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer 'Adam Jones' is a common short form/alias of 'Adam Thomas Jones'. Retrieved context confirms Adam Jones is ranked 9th in Guitar World's Top 100 Greatest Metal Guitarists (context [7]), which matches the ranking criterion. The insufficiency label appears to be due to missing info about starting a band in 1990 in LA in the retrieved context.",Kirk Hammett || George Lynch (musician) || Metallica || John Christ || Daron Malakian || Dokken || Adam Jones (musician) || Gibson || Eddie Van Halen || Joel McIver || Heavy metal music || Hard rock || Lynch Mob (band) || Guitar World || Danzig (band) || Rolling Stone || Lizzy Borden (band) || Pascual Romero || Grade 8 (band) || Pinch harmonic,
natural_qa120::5ae37e525542992e3233c42d::top5,natural_qa120,5ae37e525542992e3233c42d,5,unresolved_top20,insufficient,When did the the Antonine who was known as the third of the five good emperors live?,24 January 76 – 10 July 138,He lived from 24 January 76 to 10 July 138 AD,0.0,0.6666666666666665,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer is a longer sentence form of the exact same dates as the gold answer, both supported by retrieved context about Hadrian (the third of the Five Good Emperors).",Hadrian || Antoninus Pius || Trajan || Nerva–Antonine dynasty || Marcus Aurelius,
natural_qa120::5ae37e525542992e3233c42d::top20,natural_qa120,5ae37e525542992e3233c42d,20,unresolved_top20,insufficient,When did the the Antonine who was known as the third of the five good emperors live?,24 January 76 – 10 July 138,24 January 76 to 10 July 138 AD,0.0,0.7999999999999999,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer (24 January 76 to 10 July 138 AD) is semantically identical to gold (24 January 76 – 10 July 138), both correctly giving Hadrian's dates who is identified as the third of the Five Good Emperors in retrieved context [1]",Hadrian || Antoninus Pius || Trajan || Nerva–Antonine dynasty || Marcus Aurelius || Roman emperor || Aurelia (gens) || Year of the Five Emperors || Lucius Verus || Commodus || Marcus Peducaeus Plautius Quintillus || Roman Empire || Dynasty || Good Spirit || Nerva || Three Sovereigns and Five Emperors || Antonine University || Antonine Meunier || Ninnia (gens) || Antonine College,
natural_qa120::5a8c7ced5542995e66a4761c::top20,natural_qa120,5a8c7ced5542995e66a4761c,20,top5_sufficient,sufficient,Josh Trank and Mike Valerio both work in what industry?,entertainment,entertainment industry,0.0,0.6666666666666666,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer 'entertainment industry' is semantically identical to gold answer 'entertainment' - only phrasing differs, both supported by context showing Josh Trank as film director and Mike Valerio as entertainment industry executive.",Josh Trank || Mike Valerio || Chronicle (film) || Fantastic Four (2015 film) || Michael B. Jordan || Valerio Ciccone || Mike King (comedian) || Dozen || James Valerio || Valerio Spada || Butler Institute of American Art || Italy || Valerio Colotti || Ferrari || Maserati || Modena || Valerio Magrelli || Valerio Cioli || Raúl Valerio || Valerio Alesi,
natural_qa120::5a7f57a45542992097ad2f29::top5,natural_qa120,5a7f57a45542992097ad2f29,5,top5_sufficient,sufficient,"What party was Johan Henrik Deuntzer a part of before the party that translates to the ""Radical Left?""","Liberal ""Venstre"" party",Venstre,0.0,0.5,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,Model answer 'Venstre' is the standard alias for the gold answer 'Liberal Venstre party'; both correctly identify the party Deuntzer was in before joining the Danish Social Liberal Party (Radical Left).,Johan Henrik Deuntzer || Cabinet of Deuntzer || Danish Social Liberal Party || Venstre (Denmark) || Politician,
natural_qa120::5a7f57a45542992097ad2f29::top20,natural_qa120,5a7f57a45542992097ad2f29,20,top5_sufficient,sufficient,"What party was Johan Henrik Deuntzer a part of before the party that translates to the ""Radical Left?""","Liberal ""Venstre"" party",Venstre,0.0,0.5,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer 'Venstre' is semantically equivalent to gold 'Liberal Venstre party', but uses shortened form. The party name in context is explicitly 'Liberal Venstre party', so model answer lacks full descriptive name.","Johan Henrik Deuntzer || Cabinet of Deuntzer || Danish Social Liberal Party || Venstre (Denmark) || Politician || Radical Party of the Left || Højre || Danish Folketing election, 1901 || ROZA || Johan Henrik Rye Holmboe || Johan Henrik Rye || Cabinet of Sehested || Johan Henrik Schreiner || Denmark || Henrik J. Lisæth || Henrik Johan Walbeck || Henrik Johan Bull || Johan Henrik Andresen || Johan Henrik Dietrichs || Johan Henrik Wiers-Jenssen",
natural_qa120::5ae78f3b554299540e5a5608::top20,natural_qa120,5ae78f3b554299540e5a5608,20,top5_sufficient,sufficient,Mr. & Mrs. Mxyzptlk is an episode of the superhero TV series that originally aired on what network?,CBS,The CW,0.0,0.0,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,false,high,"Model answer (The CW) matches context[1] which explicitly states the episode aired on The CW. Gold answer (CBS) references context[2] about series premiere, not this specific episode. Episode aired on The CW in 2017 after Supergirl moved networks.",Mr. & Mrs. Mxyzptlk || Supergirl (TV series) || The CW || Mr & Mrs (TV series) || ITV (TV network) || Mr. & Mrs. Smith (TV series) || Mr. and Mrs. Stewie || Julian Clary || Mr. Sunshine (1986 TV series) || Nino Firetto || Norman Vaughan (comedian) || Sky Living || Mr. & Mrs. John Sacrimoni Request... || Killer Instinct (TV series) || ITV Border || Derek Batey || Summer Breeze (TV series) || Alan Taylor (television presenter) || ITV Anglia || ITV Wales & West,
natural_qa120::5ae7cea355429952e35ea9c1::top5,natural_qa120,5ae7cea355429952e35ea9c1,5,rescued_by_top20,insufficient,"What is the name of the series who's first season was released on Netflix on September 22, 2016 and stars actor pronounced as John-a-kite?",Netflix,Easy,0.0,0.0,ambiguous_or_gold_issue,ambiguous_or_gold_issue,true,false,high,Gold answer 'Netflix' is the streaming platform rather than the series name; model answer 'Easy' correctly identifies the series matching the date and platform description in context.,Easy (TV series) || Lady Dynamite || Anthology series || Godless (TV series) || Comedy-drama,
natural_qa120::5ae7cea355429952e35ea9c1::top20,natural_qa120,5ae7cea355429952e35ea9c1,20,rescued_by_top20,sufficient,"What is the name of the series who's first season was released on Netflix on September 22, 2016 and stars actor pronounced as John-a-kite?",Netflix,Easy,0.0,0.0,ambiguous_or_gold_issue,ambiguous_or_gold_issue,true,false,high,"Gold answer is 'Netflix' (the platform) but question asks for the series name, which is 'Easy' per retrieved context. Model answer 'Easy' is correct.",Easy (TV series) || Lady Dynamite || Anthology series || Godless (TV series) || Comedy-drama || Travelers (TV series) || Joe Swanberg || The Adventures of Puss in Boots || List of original programs distributed by Netflix || Greenhouse Academy || Evan Jonigkeit || List of The Adventures of Puss in Boots episodes || Netflix || Chicago || Gaten Matarazzo || BoJack Horseman (season 3) || House of Cards (season 5) || Limited series || Project Mc2 || Maria Bamford,
natural_qa120::5a8787305542996e4f30882d::top5,natural_qa120,5a8787305542996e4f30882d,5,top5_sufficient,sufficient,What other roles is the director of the American romantic comedy written by Peter Chiarelli and released in 2009 known for?,"dancer, actress, choreographer","dancer, actress, choreographer and film director",0.0,0.6666666666666666,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer includes all gold answer elements (dancer, actress, choreographer) plus correct additional role (film director), both fully supported by retrieved context. Exact match failed due to extra descriptor.",The Proposal (film) || Peter Markle || Anne Fletcher || Mundhinam Paartheney || Romantic comedy film,
natural_qa120::5a8787305542996e4f30882d::top20,natural_qa120,5a8787305542996e4f30882d,20,top5_sufficient,sufficient,What other roles is the director of the American romantic comedy written by Peter Chiarelli and released in 2009 known for?,"dancer, actress, choreographer","Dancer, actress, choreographer and film director",0.0,0.6666666666666666,uncertain,uncertain,,,uncertain,,The Proposal (film) || Peter Markle || Anne Fletcher || Mundhinam Paartheney || Romantic comedy film || Barfi (film) || Peter Chiarelli (ice hockey) || Betty White || Made for Each Other (2009 film) || Mary Steenburgen || Talia Chiarelli || Gina Chiarelli || Ryan Reynolds || Romantic Comedy 101 || Craig T. Nelson || Peter W. Chiarelli || Sandra Bullock || Evaraina Epudaina || Balam (2009 film) || Duplicity (film),
natural_qa120::5a8cee9b554299441c6b9f87::top20,natural_qa120,5a8cee9b554299441c6b9f87,20,top5_sufficient,sufficient,"Haier has North American rights to which appliance company headquartered in Louisville, Kentucky?",GE Appliances,Hotpoint,0.0,0.0,generation_failure,generation_failure,false,true,high,"The context explicitly identifies GE Appliances as the company owned by Haier and headquartered in Louisville. Hotpoint is merely a brand within GE Appliances, not the company itself that Haier acquired.","GE Appliances || General Electric || Haier || Hotpoint || Louisville, Kentucky || List of major employers in Louisville, Kentucky || PharMerica || SHPS || Sears, Roebuck and Company Store (Louisville, Kentucky) || Louisville, Cincinnati and Lexington Railway || Haier Pakistan || Louisville Ballet || Louisville and Southwestern Railway || Kentucky Peerless Distilling Company || Louisville Southern Railroad || UPS Airlines || Consumer electronics || Home appliance || Computer || China",
natural_qa120::5a7fb1e55542995d8a8ddef7::top5,natural_qa120,5a7fb1e55542995d8a8ddef7,5,top5_sufficient,sufficient,"Which documentary film premiered first, Grizzly Man or Pray the Devil Back to Hell?",Grizzly Man,Grizzly Man premiered first.,0.0,0.6666666666666666,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer 'Grizzly Man premiered first' is semantically equivalent to gold answer 'Grizzly Man' and both are supported by context (Grizzly Man released 2005, Pray the Devil Back to Hell premiered 2008). Exact match fails because of extra words, not content.",Pray the Devil Back to Hell || Grizzly Man || Abigail Disney || Documentary film || Tribeca Film Festival,
natural_qa120::5ae5d7b755429929b08079cd::top20,natural_qa120,5ae5d7b755429929b08079cd,20,rescued_by_top20,sufficient,What was the last date the creator of  the NOI was seen by Elijah Muhammad?,last seen in 1933,1933,0.0,0.4,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,Model answer '1933' is semantically equivalent to gold answer 'last seen in 1933'. The retrieved context confirms Fard was last seen in 1933 by Elijah Muhammad. The mismatch is due to exact string matching rather than semantic difference.,"Elijah Muhammad || Louis Farrakhan || Nation of Islam || Warith Deen Mohammed || Emmanuel Muhammad || Muhammad Ali || Wallace Fard Muhammad || Muhammad Speaks || World War II || Tynnetta Muhammad || Ava Muhammad || Malcolm X || Ishmael Muhammad || Clara Muhammad || Religion || Boston || Harlem || Nathaniel Muhammad || Macon, Georgia || Detroit",
natural_qa120::5a713dcb5542994082a3e6d9::top5,natural_qa120,5a713dcb5542994082a3e6d9,5,top5_sufficient,sufficient,What pursuit did both Gevork Minaskanian and George Stambolian have in common?,"American educator, writer,",writing,0.0,0.0,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,Model answer 'writing' is a synonym/subset of gold's 'writer'. Context confirms Stambolian is a writer and Minaskanian has publications.,George Stambolian || Gevork Minaskanian || Aderis Pharmaceuticals || Virginia Commonwealth University || Dopamine,
natural_qa120::5a713dcb5542994082a3e6d9::top20,natural_qa120,5a713dcb5542994082a3e6d9,20,top5_sufficient,sufficient,What pursuit did both Gevork Minaskanian and George Stambolian have in common?,"American educator, writer,",Both were authors.,0.0,0.0,generation_failure,generation_failure,true,false,medium,"Model correctly identifies both as authors based on retrieved context (Stambolian wrote fiction, Minaskanian authored 50+ patents/publications). Gold answer claiming they were both 'American educators' is inaccurate - Minaskanian was a research professor/researcher, not an educator in the teaching sense, and the context does not support him being an American educator.","George Stambolian || Gevork Minaskanian || Aderis Pharmaceuticals || Virginia Commonwealth University || Dopamine || United States Patent and Trademark Office || Monastery of Surp Gevork of Goms || Saint Gevork Monastery of Mughni || Saint Gevork of Mughni Church, Tbilisi || Parkinson's disease || New York City || Armenians || Restless legs syndrome || Armenian language || Rotigotine || Dyskinesia || Georgia (country) || Gay || Gevork Vartanian || Georgian language",
natural_qa120::5ab2e3a15542992953946893::top5,natural_qa120,5ab2e3a15542992953946893,5,unresolved_top20,insufficient,"The author of ""The New American Story "" served three terms as a US Senator from what state?",New Jersey,Michigan,0.0,0.0,retrieval_insufficient,retrieval_insufficient,false,false,high,"The retrieved context contains no information about 'The New American Story' or its author. No document mentions this book title. The model guessed Michigan (possibly influenced by Riegle's info about three Senator terms from Michigan), but context does not support this. Gold answer New Jersey also has no supporting evidence in context.",Donald W. Riegle Jr. || John Speed Smith || Green Clay Smith || Thomas Murphy (Collector) || Sharpe James,
natural_qa120::5a7ed2c655429930675135e5::top20,natural_qa120,5a7ed2c655429930675135e5,20,top5_sufficient,sufficient,"At the 71st Golden Globe Awards for television in 2013, what achievement did Breaking Bad, police sitcom Brooklyn Nine-Nine and American Hustle attain?",multiple awards,They each won multiple awards at the 71st Golden Globe Awards,0.0,0.33333333333333337,answer_alias_or_metric_mismatch,answer_alias_or_metric_mismatch,true,true,high,"Model answer 'They each won multiple awards' is semantically equivalent to gold answer 'multiple awards' - both state the same achievement, differing only in elaboration.","71st Golden Globe Awards || 72nd Golden Globe Awards || 2013 in American television || Brooklyn Nine-Nine || Breaking Bad || American Hustle || Behind the Candelabra || 2013 in film || Golden Globe Cecil B. DeMille Award || Golden Globe Award || Tina Fey || Hollywood Foreign Press Association || Olivia Wilde || Aziz Ansari || Dallas Buyers Club || Amy Poehler || Beverly Hills, California || Diane Keaton || Dick Clark Productions || NBC",
natural_qa120::5a90970d5542995651fb51a5::top5,natural_qa120,5a90970d5542995651fb51a5,5,top5_sufficient,sufficient,Rainforest Ecological Train runs through a national park with an area of how many Kilometers ?,672 km2,672 km,0.0,0.5,generation_failure,generation_failure,false,true,high,"Model answer '672 km' lacks the squared notation (km²) required for area measurement. The context clearly supports 672 km² as the park's area, but the model's answer omits the critical unit modifier, making it incomplete and technically incorrect despite having the correct numeric value.",Rainforest Ecological Train || Iguazú National Park || Provinces of Argentina || Misiones Province || Sajama National Park,
