split,original_id,question_type,difficulty,question,gold_answer,context_doc_count,support_title_count,support_titles,context_all_support_present,context_support_title_coverage,context_missing_support_count,context_missing_support_titles,global_pool_all_support_present,global_pool_support_title_coverage,global_pool_missing_support_count,global_pool_missing_support_titles,missing_context_but_present_global_count,missing_context_with_fuzzy_title_count,fuzzy_context_matches,first_context_titles
train,5a7115475542994082a3e56d,bridge,hard,"In what movie did a Kenyan-Mexican actress, who graduated from Hampshire College, star in in 2015?",Star Wars: The Force Awakens,10,2,lupita nyong'o || star wars: the force awakens,0,0.5,1,star wars: the force awakens,0,0.5,1,star wars: the force awakens,0,0,,Hellenic American University || Chris Spirou || Greg Butler (visual effects supervisor) || Charles Longsworth || Edward Thomson Fairchild || Jeph Jacques || David Kelly (mathematician) || Jason Salkey || Lupita Nyong'o || Joshua Seth
train,5a71166d5542994082a3e576,comparison,hard,"Which battle occurred first, the Battle of Manila or the Battle of Guam?",Battle of Guam,10,2,battle of guam (1944) || battle of manila (1945),0,0.0,2,battle of guam (1944) || battle of manila (1945),1,1.0,0,,2,1,battle of manila (1945) => battle of manila (1574),Battle of Yao (Japan) || Battle of Calabria || Battle of Aspromonte || Battle of Klushino || Battle of Saumur (1940) || Battle of the Burbia River || Battle of Manila (1574) || Battle of Alhandic || Battle of Silda || Battle of Trout River
train,5a7119f75542994082a3e58e,bridge,hard,"When was the composer of ""Persian Surgery Dervishes"" born?","June 24, 1935",10,2,persian surgery dervishes || terry riley,0,0.5,1,terry riley,0,0.5,1,terry riley,0,0,,Ali Pahlavan || Rahim Rahmanzadeh || AbdolReza Razmjoo || Mohammad-Reza Shajarian || Peyman Yazdanian || Abdolvahab Shahidi || Persian Surgery Dervishes || Tofy Mussivand || Thomas Christian David || Sima Bina
train,5a711c535542994082a3e59b,bridge,hard,Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what? ,Albanian political party in Montenegro,10,2,albanian coalition &quot;perspective&quot; || albanians in montenegro,0,0.5,1,albanian coalition &quot;perspective&quot;,0,0.5,1,albanian coalition &quot;perspective&quot;,0,1,albanian coalition &quot;perspective&quot; => albania,Orlov let || Albanians in Montenegro || Ghegs || Darza || Minority languages of Montenegro || Serbia in the Balkan Wars || Albania || Albanians || Albanians in the Republic of Macedonia || District of Prizren
train,5a711cb45542994082a3e59f,comparison,hard,"Who has won more Grand Slam women's doubles titles, Lisa Raymond or Liezel Huber?",Liezel Huber,10,2,liezel huber || lisa raymond,0,0.5,1,lisa raymond,0,0.5,1,lisa raymond,0,0,,Jana Novotná || 2006 NASDAQ-100 Open – Women's Doubles || 2012 Dubai Tennis Championships – Women's Doubles || 2013 New Haven Open at Yale – Doubles || Williams sisters || 2010 Aegon Classic – Doubles || 2013 Dubai Tennis Championships – Women's Doubles || 2012 Toray Pan Pacific Open – Doubles || Liezel Huber || Martina Hingis
train,5a71278c5542994082a3e5e2,bridge,hard,What North Carolina native did Danja produce songs for?,J. Cole,10,2,danja (record producer) || j. cole,0,0.0,2,danja (record producer) || j. cole,0,0.0,2,danja (record producer) || j. cole,0,0,,"Daniel Boone Native Gardens || Charlotte Hornets || Lucas Mansion || Raeford, North Carolina || Zion Williamson || Rogelio Mills || Andrews Geyser || Nathan Buttke || John Wall (basketball) || Ernie Logan"
train,5a7128b05542994082a3e5f2,comparison,hard,"Which film was released first, Laura's Star or Wonder Woman?",Laura's Star,10,2,laura's star || wonder woman (2009 film),0,0.0,2,laura's star || wonder woman (2009 film),0,0.0,2,laura's star || wonder woman (2009 film),0,0,,Angle Man || Wonder Woman in other media || Paradise Island Lost (comics) || Wonder Woman (Earth-Two) || Helena Sandsmark || Steve Trevor || Duke of Deception || Wonder Woman (TV series) || Circe (comics) || Queen Clea
train,5a7129685542994082a3e5fa,bridge,hard,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,10,2,blackzilians || vitor belfort,0,0.5,1,blackzilians,0,0.5,1,blackzilians,0,0,,Kelvin Gastelum || Luke Barnatt || Sam Alvey || Luke Zachrich || Vitor Belfort || Eric Spicely || Rashad Evans || David Branch (fighter) || Paulo Borrachinha || Jack Marshman
train,5a71299e5542994082a3e5fe,bridge,hard,Drisheen is what type of product made in Ireland and other parts of Europe?,Black pudding,10,2,black pudding || drisheen,0,0.5,1,black pudding,0,0.5,1,black pudding,0,0,,Quark (dairy product) || Horticulture Netting or Vegetable Support Net || Mianchi || Original brand manufacturer || Ethyl Gasoline Corp. v. United States || Pretzel || Jinkela || Early Winters || Cream of Wheat || Drisheen
train,5a712af15542994082a3e614,bridge,hard,Which show that premiered in May 2011 is hosted by someone with the birth name Richard Kirschner?,My Cat from Hell,10,2,jackson galaxy || my cat from hell,0,0.5,1,my cat from hell,0,0.5,1,my cat from hell,0,0,,"Legal name || Ekstra Weekend || Kapil Sharma (comedian) || Goodman, Lieber, Kurtzberg &amp; Holliway || List of Switched at Birth episodes || Paul Harvey's The Rest of the Story || California Birth Index || Chesney and Wolfe || Four Rooms (TV series) || Jackson Galaxy"
train,5a712beb5542994082a3e61c,bridge,hard,What Golden Globe Award actor starred in the film Little Fugitive? ,Peter Dinklage,10,2,little fugitive (2006 film) || peter dinklage,0,0.0,2,little fugitive (2006 film) || peter dinklage,0,0.0,2,little fugitive (2006 film) || peter dinklage,0,0,,Golden Globe Award for Best Animated Feature Film || Poor Little Rich Girl: The Barbara Hutton Story || Nick Nolte || Cate Blanchett || Angelina Jolie filmography || Golden Globe Award for Best Original Score || Tom Cruise filmography || Julia Roberts filmography || Golden Globe Award for Best Documentary Film || List of American films of 2004
train,5a712c4b5542994082a3e622,bridge,hard,"What heritage site, known for a British explorer, is listed Seventeen Seventy Australia?",Captain Cook's Landing Place,10,2,"cook's landing place, town of seventeen seventy || james cook",0,0.5,1,james cook,0,0.5,1,james cook,0,0,,"National heritage site || McAbee Fossil Beds || Bustard Head Light || Cook's Landing Place, Town of Seventeen Seventy || Waldschlösschen Bridge || Garden of Cultivation || Blegny-Mine || Cape Byron || Seventeen Seventy, Queensland || Bois du Cazier"
train,5a712e895542994082a3e636,bridge,hard,C.J. Hunter was tested positive for which type of injected steroid before he competed in the 2000 Summer Olympic Games?,anabolic–androgenic steroid (AAS),10,2,c. j. hunter || nandrolone,0,0.5,1,nandrolone,0,0.5,1,nandrolone,0,0,,Antonakis Andreou || Hysen Pulaku || C. J. Hunter || Trinidad and Tobago at the 2008 Summer Olympics || Azerbaijan at the 2004 Summer Paralympics || Scot Hollonbeck || Hungary at the 2008 Summer Olympics || Jennifer Parilla || 2008 Summer Olympics || Anhel Cape
train,5a7131565542994082a3e64f,bridge,hard,"Q: Which actor played a role in the comedy series ""30 Rock"" as well as the drama series ""Mad Men""? A: Jon Hamm",Jon Hamm,10,2,jon hamm || live show,0,0.5,1,jon hamm,1,1.0,0,,1,0,,Mad Men (season 1) || Anna Howard Shaw Day || Emanuelle Goes to Dinosaur Land || List of Mad Men episodes || Public Relations (Mad Men) || Live Show || Tea Leaves (Mad Men) || John Slattery || Phil Abraham || St. Valentine's Day (30 Rock)
train,5a7136e25542994082a3e67e,bridge,hard,"What Hong Kong actor born in 1980 will star in ""Heart and Greed""?",Bosco Wong Chung-chak,10,2,bosco wong || heart and greed,0,0.0,2,bosco wong || heart and greed,0,0.0,2,bosco wong || heart and greed,0,0,,Nick Cheung || Trouble Maker (film) || Ting Hai effect || Byron Pang || Kohima Camp || New Hong Kong Society || Hong Kong Morris || The Greed of Man || Alex Fong (singer) || Chung King-fai
train,5a713ea95542994082a3e6e4,bridge,hard,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,Apalachees,10,2,alvaro mexia || indigenous peoples of florida,0,0.5,1,indigenous peoples of florida,0,0.5,1,indigenous peoples of florida,0,0,,"Embassy of China, London || Diplomatic mission || Head of mission || Diplomatic bag || High Commission of Australia, London || Alvaro Mexia || Embassy of Algeria, Islamabad || Embassy of the United States, Nairobi || United States Mission to the European Union || List of diplomatic missions of Azerbaijan"
train,5a713f3c5542994082a3e6eb,bridge,hard,Where does the train that runs from NYC and Miami station at in Florida?,Jacksonville station,10,2,jacksonville station || silver meteor,0,0.0,2,jacksonville station || silver meteor,1,1.0,0,,2,0,,"Miami station (Amtrak) || South Miami station || Lakeland station || Government Center (Miami) || Miami Airport Station || Miami Station, Missouri || Chapman Field (Miami) || JMWAVE || Miami Worldcenter || 20th Century Limited"
train,5a7140585542994082a3e6fa,bridge,hard,Seal Harris was born in what county?,Polk County,10,2,"cedartown, georgia || seale harris",0,0.0,2,"cedartown, georgia || seale harris",0,0.0,2,"cedartown, georgia || seale harris",0,0,,"Elmer Frank Harris || Nikiya Harris Dodd || Michael P. Fleming || Rodney Ellis || Jeremy Harris || Bob Carter (cricketer, born 1937) || Gregory S. Glasson || James Harris (cricketer, born 1990) || Hyattsville Armory || Harrison Barrett"
train,5a71419f5542994082a3e70d,bridge,hard,"Riema Juhani Karppinen won the silver medal at what event held outside of Munich, Germany?",1981 World Rowing Championships,10,2,1981 world rowing championships || reima karppinen,0,0.5,1,1981 world rowing championships,0,0.5,1,1981 world rowing championships,0,0,,John Lindsay (Paralympian) || Bruno Martini (gymnast) || Michael Alston || UFC 70 || Che Mian || Reima Karppinen || Germán Sánchez (diver) || Mariela Scarone || Vivian Cheruiyot || Marion O'Brien
train,5a71446b5542994082a3e72a,bridge,hard,Who signed into law the act made to lower barriers to adoption?,President Bill Clinton,10,2,adoption 2002 || adoption and safe families act,0,0.5,1,adoption and safe families act,1,1.0,0,,1,0,,"Treason Act 1795 || Anti-Copying Act, 1992 || Strolling Actresses Dressing in a Barn || Adoption 2002 || Coastal Barrier Resources Act || Trade dollar (United States coin) || Adoption Act 1958 || Termite barrier || Baw Beese || Indecency with Children Act 1960"
valid,5a70f0e75542994082a3e408,comparison,hard,"Which of these universities, Northwestern University or Johns Hopkins University, have a campus outside of the United States territories?","with other campuses located in Chicago and Doha, Qatar",10,2,johns hopkins university || northwestern university,0,0.5,1,northwestern university,0,0.5,1,northwestern university,0,0,,Daniel Webster (academic) || Johns Hopkins School of Medicine || Johns Hopkins Berman Institute of Bioethics || Bloomberg Distinguished Professorships || Richard A. Macksey || Hopkins–Nanjing Center || Barton Childs || Eric Sundquist || Sara Berry || Johns Hopkins University
valid,5a70f39c5542994082a3e429,bridge,hard,What is the name of the independent candidate in Maine's 2010 gubernatorial race who finished ahead of Libby Mitchell?,Eliot Cutler,10,2,eliot cutler || libby mitchell,0,0.0,2,eliot cutler || libby mitchell,0,0.0,2,eliot cutler || libby mitchell,0,0,,"Nancy Sullivan (politician) || Maine gubernatorial election, 1974 || Frank J. Esposito || Doug Duncan || Christian Fong || Al Checchi || Maine gubernatorial election, 2010 || Stephen Bowen (politician) || Republican Moderate Party of Alaska || Farid Khavari"
valid,5a7103b35542994082a3e4c0,comparison,hard,"Which mountain, Masherbrum or Khunyang Chhish, is a taller mountain?",Khunyang Chhish,10,2,khunyang chhish || masherbrum,0,0.5,1,masherbrum,0,0.5,1,masherbrum,0,0,,Pumari Chhish || Kunyang Chhish East || Castle Rock Mountain || Mount Cabuyao || Burji La || Khunyang Chhish || Yukshin Gardan Sar || K6 (mountain) || Hayford Peak || Mount Peal
valid,5a710bb15542994082a3e50d,bridge,hard,"Which American professional poker player also starred in the 2015 movie ""Extraction""?",Dan Bilzerian,10,2,dan bilzerian || extraction (film),0,0.0,2,dan bilzerian || extraction (film),0,0.0,2,dan bilzerian || extraction (film),0,0,,Dag Palovic || Billy Baxter (poker player) || Tommy Angelo (poker player) || Ben Lamb || Vanessa Rousso || Brett Jungblut || Andy Frankenberger || Viacheslav Zhukov || Daniel Negreanu || Howard Lederer
valid,5a71214d5542994082a3e5b9,bridge,hard,What production company was founded by George Balanchine to create a live stage version of the 1942 film Casablanca?,The Los Angeles Dance Theater,10,2,casablanca (film) || los angeles dance theater,0,0.5,1,casablanca (film),0,0.5,1,casablanca (film),0,0,,Los Angeles Dance Theater || Gelsey Kirkland || John Clifford (choreographer) || Too Darn Hot || Razzia (2017 film) || American Ballet || Les Ballets 1933 || Michael Lorant || Heather Watts || Serenade (ballet)
valid,5a71224f5542994082a3e5c1,bridge,hard,"When was the actor born who starred in Nambia: The Struggle for Liberation and played Roger Murtaugh in the ""Lethal Weapon"" film series?","July 22, 1946",10,2,danny glover || namibia: the struggle for liberation,0,0.5,1,namibia: the struggle for liberation,0,0.5,1,namibia: the struggle for liberation,0,0,,Lethal Weapon 2 || Ebonie Smith || Lethal Weapon || Arkham Asylum – Shock Therapy || Roger Murtaugh || Rene Russo || Danny Glover || Mel Gibson filmography || Lethal Weapon (franchise) || List of Lethal Weapon episodes
valid,5a7125165542994082a3e5d0,comparison,hard,"Which composer was a French Romantic composer in the 1800's, Hector Berlioz or Gaetano Donizetti?",Louis-Hector Berlioz,10,2,gaetano donizetti || hector berlioz,0,0.5,1,gaetano donizetti,0,0.5,1,gaetano donizetti,0,0,,Hector Berlioz || American Opera Society || Mémoires (Berlioz) || Gaetano Rossi || Il furioso all'isola di San Domingo || L'enfance du Christ || Prix de Rome cantatas (Berlioz) || Eugenio Cavallini || Berlioz (disambiguation) || Roméo et Juliette (Berlioz)
valid,5a713fb15542994082a3e6f0,comparison,hard,Did the board game San Marco or About Time come out first?,San Marco,10,2,about time (board game) || san marco (board game),0,0.0,2,about time (board game) || san marco (board game),0,0.0,2,about time (board game) || san marco (board game),0,0,,"Italian cruiser San Marco || Porta San Marco, Siena || St Mark's Basilica || St Mark's Campanile || San Marco programme || Republic of San Marco || San Marco Altarpiece || Museo Nazionale di San Marco || San Marco 1 || San Marco basin"
valid,5a7143625542994082a3e71e,bridge,hard,Who co-founded View Askew Productions and produced numerous movies starring Jason Lee?,Kevin Smith,10,2,jason lee (actor) || kevin smith,0,0.5,1,jason lee (actor),0,0.5,1,jason lee (actor),0,0,,"Vulgar (film) || Movies Askew || Kevin Smith || Small Town Gay Bar || Tell 'Em Steve-Dave! || View Askewniverse || View Askew Productions || Monica Hampton || Oh, What a Lovely Tea Party || Vincent Pereira"
valid,5a71443f5542994082a3e727,comparison,hard,Is Gasherbrum II or Nuptse closest to the tallest mountain in the world?,It lies two kilometres WSW of Mount Everest.,10,2,gasherbrum ii || nuptse,0,0.5,1,nuptse,0,0.5,1,nuptse,0,0,,The Dark Glow of the Mountains || Nazir Sabir || Ji Hyeon-ok || Hassan Sadpara || Gasherbrum II || List of tallest mountains in the Solar System || Karakoram || Burji La || Gasherbrum III || Gasherbrum I
valid,5a714bb35542994082a3e78f,comparison,hard,"Which composer was born later, Gaetano Donizetti or William Walton?",William Turner Walton,10,2,gaetano donizetti || william walton,0,0.0,2,gaetano donizetti || william walton,0,0.0,2,gaetano donizetti || william walton,0,0,,Teresa Ruggeri || Agostino Rovere || L'ajo nell'imbarazzo || Le duc d'Albe || Gaetano Rossi || Eugenio Cavallini || 9912 Donizetti || Una follia || Il furioso all'isola di San Domingo || Chiara e Serafina
valid,5a716c415542994082a3e827,bridge,hard,Which airline partners with Gogo Inflight Internet and opened in 1984?,Virgin Atlantic,10,2,gogo inflight internet || virgin atlantic,0,0.5,1,virgin atlantic,0,0.5,1,virgin atlantic,0,0,,Allco Finance Group || Gogo Inflight Internet || Igor Naming Agency || Holland Herald || Duty Free World || Airline Partners Australia || Gogo Business Aviation || CockyBoys || The Gogo Building || Miles &amp; More
valid,5a716eeb5542994082a3e82e,bridge,hard,What actor starred with Virginia Katherine McMath in Star of Midnight?  ,William Powell,10,2,ginger rogers || star of midnight,0,0.5,1,star of midnight,0,0.5,1,star of midnight,0,0,,Ginger Rogers || The Page News and Courier || Midnight Star: Renegade || Superstar (1999 film) || The Marshall House || Operator (Midnight Star song) || The Ginger House || R U Professional || Dustin Hoffman filmography || Shehzad Sheikh
valid,5a7182b65542994082a3e85b,bridge,hard,How many European Jews died in the catastrophe of which Eva Hayman is a survivor?,six million,10,2,eva hayman || the holocaust,0,0.5,1,the holocaust,1,1.0,0,,1,1,"the holocaust => the holocaust in norway, the holocaust in france",Jewish views and involvement in US politics || Moses Elias Levy || Jewish ghettos in Europe || The Years of Extermination || Warsaw Ghetto Uprising || The Holocaust in France || The Holocaust in Norway || Eva Hayman || Jewish emancipation || Jews Praying in the Synagogue on Yom Kippur
valid,5a7228f655429971e9dc9312,bridge,hard,"Which ""novel with a key"" was written by John Ehrlichman about the CIA, base on events leading up to the Watergate coverup?",The Company,10,2,roman à clef || the company (ehrlichman novel),0,0.5,1,roman à clef,0,0.5,1,roman à clef,0,0,,The Time of Our Time || The Company (Ehrlichman novel) || Rose Mary Woods || Blind Ambition (miniseries) || Washington: Behind Closed Doors || Valerie Plame || All the President's Men || Operation Sandwedge || John Dean || John Ehrlichman
valid,5a722a6855429971e9dc9320,bridge,hard,"What is the character's name for which Anna Leonidovna Kovalchuk won a prize in the legal festival ""Law and Society""?",Chief Detective Maria Shvetsova,10,2,anna kovalchuk || tainy sledstviya,0,0.5,1,tainy sledstviya,0,0.5,1,tainy sledstviya,0,0,,Loan modification in the United States || The Critical Legal Studies Movement (book) || John Ballem || Gregory Shaffer || Feminism and Legal Theory Project || Legal history || Community Legal Assistance Society || Glanville Davies affair || Anna Kovalchuk || Hector MacQueen
valid,5a72429355429971e9dc9375,bridge,hard,What machine has the same name as another machine created by Ludwig Boltzmann?,Boltzmann machine,10,2,boltzmann machine || ludwig boltzmann,0,0.0,2,boltzmann machine || ludwig boltzmann,0,0.0,2,boltzmann machine || ludwig boltzmann,0,1,"ludwig boltzmann => ludwig boltzmann prize, ludwig boltzmann gesellschaft, ludwig boltzmann institut für menschenrechte",Maxwell–Boltzmann distribution || Ludwig Boltzmann Institute for Neo-Latin Studies || Ludwig Boltzmann Prize || Boltzmann equation || Ludwig Boltzmann Gesellschaft || Boltzmann brain || Boltzmann constant || Boltzmann Medal || Stefan–Boltzmann constant || Ludwig Boltzmann Institut für Menschenrechte
valid,5a7249b85542990c210a40b9,bridge,hard,Osireion is located to the rear of the temple named after which New Kingdom Nineteenth Dynasty of Egypt pharaoh?,Seti I,10,2,osireion || seti i,0,0.5,1,osireion,0,0.5,1,osireion,0,0,,Naharin || Younger Memnon || Military of ancient Egypt || Nineteenth Dynasty of Egypt family tree || Nineteenth Dynasty of Egypt || Ramesses II || Seti I || Wadi es-Sebua || KV10 || KV13
valid,5a7284c85542991f9a20c4c0,bridge,hard,What team is coached by former head college coach Connie Yori?,Nebraska Cornhuskers women's basketball,10,2,connie yori || nebraska cornhuskers women's basketball,0,0.5,1,nebraska cornhuskers women's basketball,0,0.5,1,nebraska cornhuskers women's basketball,0,0,,Bill Klucas || Larry Arico || Melvin Spears || Steve Fox (American football) || Jeff Leiker || Mack McCarthy || Mike Garland || Connie Yori || Willie Taggart || Charlton Young
valid,5a728f015542991f9a20c4e4,bridge,hard,Which star of Zork was also the voice of Pac-Man?,Martin Ingerman,10,2,marty ingels || zork: grand inquisitor,0,0.0,2,marty ingels || zork: grand inquisitor,0,0.0,2,marty ingels || zork: grand inquisitor,0,0,,Starkiller || Emiri Katō || Phantasy Star (video game) || Edan Gross || Dex Manley || Ravi Shukla || Shaan (singer) || Mario Castañeda || David Acord || Cory Doran
valid,5a728f3c5542992359bc30f4,bridge,hard,"Which football club appeared in the 2015 FA Community Shield Cup, as well as, the 2014–15 Premier League championship?",Chelsea,10,2,2014–15 premier league || 2015 fa community shield,0,0.5,1,2014–15 premier league,1,1.0,0,,1,0,,2014 FA Community Shield || 2012 FA Community Shield || 2003 FA Community Shield || 2010 FA Community Shield || 2016 FA Community Shield || 2005 FA Community Shield || 2015 FA Community Shield || 2013 FA Community Shield || 2002 FA Community Shield || 2009 FA Community Shield
valid,5a729e7b5542992359bc313d,bridge,hard,"Which river system in Chilhowie, Virginia was the starting place for most Longhunters?",Holston River,10,2,holston river || longhunter,0,0.0,2,holston river || longhunter,0,0.0,2,holston river || longhunter,0,0,,Pearl River (China) || Thái Bình river system || Cotter River System || Wekiva River || Brisbane River cod || Eastern freshwater cod || Thái Bình River || Blackback barb || Zambezi River System Action Plan || Red River system
valid,5a729fe55542991f9a20c53b,bridge,hard,What man is credited eith inventing both the Leyden jar and the Tribometer?,Pieter van Musschenbroek,10,2,pieter van musschenbroek || tribometer,0,0.5,1,tribometer,1,1.0,0,,1,0,,Leyden jar || Jar (unit) || The Old Jar Craftsman || Pieter van Musschenbroek || Franklin's electrostatic machine || Spurius Carvilius Ruga || Franklin bells || The Man (comics) || Man Mohan Suri || Christopher Gibbs
valid,5a72a5a75542992359bc314e,bridge,hard,Who is the British explorer and holder of several endurance records who partnered with Mike Stroud on polar expiditions?,Sir Ranulph Twisleton-Wykeham-Fiennes,10,2,mike stroud (physician) || ranulph fiennes,0,0.5,1,mike stroud (physician),0,0.5,1,mike stroud (physician),0,0,,Bobbi Trout || Freya Hoffmeister || Tarka L'Herpiniere || Roy Koerner || Rosie Stancer || Magnifique (album) || Ranulph Fiennes || Ratatat Remixes Vol. 1 || Mercedes Gleitze || Ratatat
valid,5a72ba165542992359bc318a,bridge,hard,Who runs the website surpassed by both Baidu Baike and Hudong.com?,Wikimedia Foundation,10,2,baidu baike || chinese wikipedia,0,0.5,1,chinese wikipedia,0,0.5,1,chinese wikipedia,0,0,,Baidu Tieba || Grass Mud Horse || Spill.com || Baike.com || Pan Haidong || Social Networking and Psychology || Baidu 10 Mythical Creatures || Corbin Fisher || Baidu Entertainment Hot Point Awards || Baidu Baike
valid,5a72e28f5542992359bc31ba,bridge,hard,Which technique did the director at Pzena Investment Management outline?,outlined by Joel Greenblatt,10,2,joel greenblatt || magic formula investing,0,0.5,1,magic formula investing,0,0.5,1,magic formula investing,0,0,,Separately managed account || Investment control || Orbis Investment Management || Joel Greenblatt || Barclays Wealth || Richard Pzena || Cowen Group || PIMCO || Royal London Asset Management || Journal of Investment Management
valid,5a73024f5542991f9a20c5fc,bridge,hard,what year was the cover artist of Multiverse: Exploring Poul Anderson's Worlds born ?,"September 13, 1960",10,2,bob eggleton || multiverse: exploring poul anderson's worlds,0,0.5,1,bob eggleton,0,0.5,1,bob eggleton,0,0,,The High Crusade || Quest (Anderson novelette) || The Psychotechnic League || Delenda Est || The Many Worlds of Poul Anderson || Multiverse: Exploring Poul Anderson's Worlds || Entity (short story) || The Best of Poul Anderson || Hoka! Hoka! Hoka! || Earthman's Burden
