split,original_id,question_type,difficulty,question,gold_answer,context_doc_count,support_title_count,support_titles,context_all_support_present,context_support_title_coverage,context_missing_support_count,context_missing_support_titles,global_pool_all_support_present,global_pool_support_title_coverage,global_pool_missing_support_count,global_pool_missing_support_titles,missing_context_but_present_global_count,missing_context_with_fuzzy_title_count,fuzzy_context_matches,first_context_titles
train,5a71095e5542994082a3e4f3,bridge,hard,What is the name of Bruce Willis's character in Unbreakable?,David Dunn,10,2,david dunn (character) || unbreakable (film),1,1.0,0,,1,1.0,0,,0,0,,The Return of Bruno (album) || Unbreakable (film) || David Dunn (character) || Billy Bathgate (film) || Bruce Willis || Red (2010 film) || Rumer Willis || Cop Out (2010 film) || Mortal Thoughts || In Country
train,5a7109e95542994082a3e4fa,bridge,hard,What town did Sean Robert Francis play in as part of the most successful club in the Republic of Ireland?,"Tallaght, South Dublin",10,2,sean francis (footballer) || shamrock rovers f.c.,1,1.0,0,,1,1.0,0,,0,0,,Shamrock Rovers F.C. || List of Real Madrid C.F. players || Bohemian F.C. || Santos FC in South America || AC Sparta Prague || Brisbane Broncos || Red Star Belgrade || Sean Francis (footballer) || Robert F. Kennedy Jr. || Ulster Senior League (association football)
train,5a710a1e5542994082a3e4fd,bridge,hard,"What is the genus of the viral disease that has symptoms such as fever, chills, loss of appetite, nausea, muscle pains, and headaches, and has a chance of causing liver damage?",Flavivirus,10,2,flavivirus || yellow fever,0,0.5,1,flavivirus,0,0.5,1,flavivirus,0,0,,Rift Valley fever || Yellow fever || Herpes simplex || Legionnaires' disease || Crimean–Congo hemorrhagic fever || Jembrana disease || West Nile fever || Lassa fever || Liver function tests || Influenza
train,5a710a915542994082a3e504,comparison,hard,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",Scott Treleaven,10,2,edmund mortimer (actor) || scott treleaven,1,1.0,0,,1,1.0,0,,0,0,,"Edmund Mortimer, 2nd Baron Mortimer || Tripartite Indenture || Edmund Mortimer, 5th Earl of March || Lady Elizabeth Percy || Edmund Mortimer (actor) || The Wolf Man (1924 film) || Edmund Mortimer (1302–1331) || Against All Odds (1924 film) || Elizabeth de Badlesmere, Countess of Northampton || Scott Treleaven"
train,5a71148b5542994082a3e567,bridge,hard,What was the population of the city where Penobscot Marine Museum is located?,"The population was 2,615",10,2,"penobscot marine museum || searsport, maine",0,0.5,1,"searsport, maine",0,0.5,1,"searsport, maine",0,0,,H. Lee White Marine Museum || Marine Museum at Fall River || Toronto Maritime Museum || Herreshoff Marine Museum || Windermere Steamboat Museum || Sam Houston (Maine) || Penobscot Marine Museum || Marlboro Packard || Calvert Marine Museum || Aalborg Søfarts- og Marinemuseum
train,5a7115475542994082a3e56d,bridge,hard,"In what movie did a Kenyan-Mexican actress, who graduated from Hampshire College, star in in 2015?",Star Wars: The Force Awakens,10,2,lupita nyong'o || star wars: the force awakens,0,0.5,1,star wars: the force awakens,0,0.5,1,star wars: the force awakens,0,0,,Hellenic American University || Chris Spirou || Greg Butler (visual effects supervisor) || Charles Longsworth || Edward Thomson Fairchild || Jeph Jacques || David Kelly (mathematician) || Jason Salkey || Lupita Nyong'o || Joshua Seth
train,5a71166d5542994082a3e576,comparison,hard,"Which battle occurred first, the Battle of Manila or the Battle of Guam?",Battle of Guam,10,2,battle of guam (1944) || battle of manila (1945),0,0.0,2,battle of guam (1944) || battle of manila (1945),1,1.0,0,,2,1,battle of manila (1945) => battle of manila (1574),Battle of Yao (Japan) || Battle of Calabria || Battle of Aspromonte || Battle of Klushino || Battle of Saumur (1940) || Battle of the Burbia River || Battle of Manila (1574) || Battle of Alhandic || Battle of Silda || Battle of Trout River
train,5a7119095542994082a3e589,bridge,hard,"Who is current vice captain of the English Test team, Jamie Atkinson or Ben Stokes?",Ben Stokes,10,2,ben stokes || jamie atkinson,1,1.0,0,,1,1.0,0,,0,0,,Ravi Ratnayeke || Gerard Stokes || Jamie Atkinson || Joe Root || Ben Stokes || List of England Test cricketers || Broome Pinniger || Nain Abidi || Bev Brentnall || Smoke testing (software)
train,5a7119f75542994082a3e58e,bridge,hard,"When was the composer of ""Persian Surgery Dervishes"" born?","June 24, 1935",10,2,persian surgery dervishes || terry riley,0,0.5,1,terry riley,0,0.5,1,terry riley,0,0,,Ali Pahlavan || Rahim Rahmanzadeh || AbdolReza Razmjoo || Mohammad-Reza Shajarian || Peyman Yazdanian || Abdolvahab Shahidi || Persian Surgery Dervishes || Tofy Mussivand || Thomas Christian David || Sima Bina
train,5a711bb55542994082a3e597,bridge,hard,"Steven Covey, the father of Sean Covey, wrote what similar sounding title to The 7 Habits of Highly Effective Teens?",The 7 Habits of Highly Effective People,10,2,stephen covey || the 7 habits of highly effective teens,1,1.0,0,,1,1.0,0,,0,0,,The 3rd Alternative || The 7 Habits of Highly Effective People || Delayed judgement || First Things First (book) || Sean Covey || The 8th Habit || FranklinCovey || Stephen Covey || Jane Wesman || The 7 Habits of Highly Effective Teens
train,5a711c535542994082a3e59b,bridge,hard,Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what? ,Albanian political party in Montenegro,10,2,albanian coalition &quot;perspective&quot; || albanians in montenegro,0,0.5,1,albanian coalition &quot;perspective&quot;,0,0.5,1,albanian coalition &quot;perspective&quot;,0,1,albanian coalition &quot;perspective&quot; => albania,Orlov let || Albanians in Montenegro || Ghegs || Darza || Minority languages of Montenegro || Serbia in the Balkan Wars || Albania || Albanians || Albanians in the Republic of Macedonia || District of Prizren
train,5a711cb45542994082a3e59f,comparison,hard,"Who has won more Grand Slam women's doubles titles, Lisa Raymond or Liezel Huber?",Liezel Huber,10,2,liezel huber || lisa raymond,0,0.5,1,lisa raymond,0,0.5,1,lisa raymond,0,0,,Jana Novotná || 2006 NASDAQ-100 Open – Women's Doubles || 2012 Dubai Tennis Championships – Women's Doubles || 2013 New Haven Open at Yale – Doubles || Williams sisters || 2010 Aegon Classic – Doubles || 2013 Dubai Tennis Championships – Women's Doubles || 2012 Toray Pan Pacific Open – Doubles || Liezel Huber || Martina Hingis
train,5a711ef85542994082a3e5ac,comparison,hard,"Which hospital, the Psychiatric Institute of Washington or Howard University Hospital, is known for serving the African American community including former slaves?",Howard University Hospital,10,2,howard university hospital || psychiatric institute of washington,1,1.0,0,,1,1.0,0,,0,0,,"University Hospital Limerick || Flat Rock, Georgia || John Markowitz || Charles DeWitt Watts || N. Louise Young || Museum Ovartaci || New York State Psychiatric Institute || Howard University Hospital || The New Freedmen's Clinic || Psychiatric Institute of Washington"
train,5a71278c5542994082a3e5e2,bridge,hard,What North Carolina native did Danja produce songs for?,J. Cole,10,2,danja (record producer) || j. cole,0,0.0,2,danja (record producer) || j. cole,0,0.0,2,danja (record producer) || j. cole,0,0,,"Daniel Boone Native Gardens || Charlotte Hornets || Lucas Mansion || Raeford, North Carolina || Zion Williamson || Rogelio Mills || Andrews Geyser || Nathan Buttke || John Wall (basketball) || Ernie Logan"
train,5a7128b05542994082a3e5f2,comparison,hard,"Which film was released first, Laura's Star or Wonder Woman?",Laura's Star,10,2,laura's star || wonder woman (2009 film),0,0.0,2,laura's star || wonder woman (2009 film),0,0.0,2,laura's star || wonder woman (2009 film),0,0,,Angle Man || Wonder Woman in other media || Paradise Island Lost (comics) || Wonder Woman (Earth-Two) || Helena Sandsmark || Steve Trevor || Duke of Deception || Wonder Woman (TV series) || Circe (comics) || Queen Clea
train,5a7129685542994082a3e5fa,bridge,hard,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,10,2,blackzilians || vitor belfort,0,0.5,1,blackzilians,0,0.5,1,blackzilians,0,0,,Kelvin Gastelum || Luke Barnatt || Sam Alvey || Luke Zachrich || Vitor Belfort || Eric Spicely || Rashad Evans || David Branch (fighter) || Paulo Borrachinha || Jack Marshman
train,5a71299e5542994082a3e5fe,bridge,hard,Drisheen is what type of product made in Ireland and other parts of Europe?,Black pudding,10,2,black pudding || drisheen,0,0.5,1,black pudding,0,0.5,1,black pudding,0,0,,Quark (dairy product) || Horticulture Netting or Vegetable Support Net || Mianchi || Original brand manufacturer || Ethyl Gasoline Corp. v. United States || Pretzel || Jinkela || Early Winters || Cream of Wheat || Drisheen
train,5a712af15542994082a3e614,bridge,hard,Which show that premiered in May 2011 is hosted by someone with the birth name Richard Kirschner?,My Cat from Hell,10,2,jackson galaxy || my cat from hell,0,0.5,1,my cat from hell,0,0.5,1,my cat from hell,0,0,,"Legal name || Ekstra Weekend || Kapil Sharma (comedian) || Goodman, Lieber, Kurtzberg &amp; Holliway || List of Switched at Birth episodes || Paul Harvey's The Rest of the Story || California Birth Index || Chesney and Wolfe || Four Rooms (TV series) || Jackson Galaxy"
train,5a712beb5542994082a3e61c,bridge,hard,What Golden Globe Award actor starred in the film Little Fugitive? ,Peter Dinklage,10,2,little fugitive (2006 film) || peter dinklage,0,0.0,2,little fugitive (2006 film) || peter dinklage,0,0.0,2,little fugitive (2006 film) || peter dinklage,0,0,,Golden Globe Award for Best Animated Feature Film || Poor Little Rich Girl: The Barbara Hutton Story || Nick Nolte || Cate Blanchett || Angelina Jolie filmography || Golden Globe Award for Best Original Score || Tom Cruise filmography || Julia Roberts filmography || Golden Globe Award for Best Documentary Film || List of American films of 2004
train,5a712c4b5542994082a3e622,bridge,hard,"What heritage site, known for a British explorer, is listed Seventeen Seventy Australia?",Captain Cook's Landing Place,10,2,"cook's landing place, town of seventeen seventy || james cook",0,0.5,1,james cook,0,0.5,1,james cook,0,0,,"National heritage site || McAbee Fossil Beds || Bustard Head Light || Cook's Landing Place, Town of Seventeen Seventy || Waldschlösschen Bridge || Garden of Cultivation || Blegny-Mine || Cape Byron || Seventeen Seventy, Queensland || Bois du Cazier"
train,5a712e895542994082a3e636,bridge,hard,C.J. Hunter was tested positive for which type of injected steroid before he competed in the 2000 Summer Olympic Games?,anabolic–androgenic steroid (AAS),10,2,c. j. hunter || nandrolone,0,0.5,1,nandrolone,0,0.5,1,nandrolone,0,0,,Antonakis Andreou || Hysen Pulaku || C. J. Hunter || Trinidad and Tobago at the 2008 Summer Olympics || Azerbaijan at the 2004 Summer Paralympics || Scot Hollonbeck || Hungary at the 2008 Summer Olympics || Jennifer Parilla || 2008 Summer Olympics || Anhel Cape
train,5a712fca5542994082a3e641,comparison,hard,Renáta Tomanová and Larisa Neiland are former professional athletes for what sport?,professional tennis,10,2,larisa neiland || renáta tomanová,1,1.0,0,,1,1.0,0,,0,0,,Larisa Neiland || Protégé Sports || Pavel Vojtisek || 2000 estyle.com Classic – Doubles || Darren Treasure || Olga Zaitseva (tennis) || Sports associations (East Germany) || Renáta Tomanová || 2000 Sparkassen Cup – Doubles || List of sportspeople with diabetes
train,5a7130365542994082a3e645,bridge,hard,"What town did Moe Sedway have success in after Benjamin ""Bugsy"" Siegel's murder?",Las Vegas,10,2,cohen crime family || moe sedway,1,1.0,0,,1,1.0,0,,0,0,,Moe Sedway || The Bugs and Meyer Mob || Jack Whalen || List of Cohen crime family members || Cohen crime family || Moe Greene || Bugsy || Harry Greenberg || Whitey Krakow || Bugsy Siegel
train,5a7131565542994082a3e64f,bridge,hard,"Q: Which actor played a role in the comedy series ""30 Rock"" as well as the drama series ""Mad Men""? A: Jon Hamm",Jon Hamm,10,2,jon hamm || live show,0,0.5,1,jon hamm,1,1.0,0,,1,0,,Mad Men (season 1) || Anna Howard Shaw Day || Emanuelle Goes to Dinosaur Land || List of Mad Men episodes || Public Relations (Mad Men) || Live Show || Tea Leaves (Mad Men) || John Slattery || Phil Abraham || St. Valentine's Day (30 Rock)
train,5a7133fa5542994082a3e660,bridge,hard,What is the relation between current manager of Chinese club Tianjin Quanjian and Paolo Cannavaro?,brother,10,2,fabio cannavaro || paolo cannavaro,1,1.0,0,,1,1.0,0,,0,0,,Ciccio Troise || Tianjin Tuanbo Football Stadium || Alexandre Pato || Axel Witsel || Li Xingcan || Fabio Cannavaro || 2017 Tianjin Quanjian F.C. season || Tianjin Quanjian F.C. || Zhang Lu (goalkeeper) || Paolo Cannavaro
train,5a7136e25542994082a3e67e,bridge,hard,"What Hong Kong actor born in 1980 will star in ""Heart and Greed""?",Bosco Wong Chung-chak,10,2,bosco wong || heart and greed,0,0.0,2,bosco wong || heart and greed,0,0.0,2,bosco wong || heart and greed,0,0,,Nick Cheung || Trouble Maker (film) || Ting Hai effect || Byron Pang || Kohima Camp || New Hong Kong Society || Hong Kong Morris || The Greed of Man || Alex Fong (singer) || Chung King-fai
train,5a71380c5542994082a3e68b,bridge,hard,What iron-hulled steamship designed by Theodore Timby was The Orleans County Monitor Newspaper named after? ,"USS ""Monitor""",10,2,orleans county monitor || uss monitor,1,1.0,0,,1,1.0,0,,0,0,,"Paramount Dairies Limited || SS Sirius (1885) || Fancher, New York || Hassler (vessel) || SS City of Peking || SS Coya || Orleans County Monitor || SS Vesta || USS Monitor || RMS Atrato (1853)"
train,5a713ea95542994082a3e6e4,bridge,hard,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,Apalachees,10,2,alvaro mexia || indigenous peoples of florida,0,0.5,1,indigenous peoples of florida,0,0.5,1,indigenous peoples of florida,0,0,,"Embassy of China, London || Diplomatic mission || Head of mission || Diplomatic bag || High Commission of Australia, London || Alvaro Mexia || Embassy of Algeria, Islamabad || Embassy of the United States, Nairobi || United States Mission to the European Union || List of diplomatic missions of Azerbaijan"
train,5a713f3c5542994082a3e6eb,bridge,hard,Where does the train that runs from NYC and Miami station at in Florida?,Jacksonville station,10,2,jacksonville station || silver meteor,0,0.0,2,jacksonville station || silver meteor,1,1.0,0,,2,0,,"Miami station (Amtrak) || South Miami station || Lakeland station || Government Center (Miami) || Miami Airport Station || Miami Station, Missouri || Chapman Field (Miami) || JMWAVE || Miami Worldcenter || 20th Century Limited"
train,5a7140585542994082a3e6fa,bridge,hard,Seal Harris was born in what county?,Polk County,10,2,"cedartown, georgia || seale harris",0,0.0,2,"cedartown, georgia || seale harris",0,0.0,2,"cedartown, georgia || seale harris",0,0,,"Elmer Frank Harris || Nikiya Harris Dodd || Michael P. Fleming || Rodney Ellis || Jeremy Harris || Bob Carter (cricketer, born 1937) || Gregory S. Glasson || James Harris (cricketer, born 1990) || Hyattsville Armory || Harrison Barrett"
train,5a71419f5542994082a3e70d,bridge,hard,"Riema Juhani Karppinen won the silver medal at what event held outside of Munich, Germany?",1981 World Rowing Championships,10,2,1981 world rowing championships || reima karppinen,0,0.5,1,1981 world rowing championships,0,0.5,1,1981 world rowing championships,0,0,,John Lindsay (Paralympian) || Bruno Martini (gymnast) || Michael Alston || UFC 70 || Che Mian || Reima Karppinen || Germán Sánchez (diver) || Mariela Scarone || Vivian Cheruiyot || Marion O'Brien
train,5a71446b5542994082a3e72a,bridge,hard,Who signed into law the act made to lower barriers to adoption?,President Bill Clinton,10,2,adoption 2002 || adoption and safe families act,0,0.5,1,adoption and safe families act,1,1.0,0,,1,0,,"Treason Act 1795 || Anti-Copying Act, 1992 || Strolling Actresses Dressing in a Barn || Adoption 2002 || Coastal Barrier Resources Act || Trade dollar (United States coin) || Adoption Act 1958 || Termite barrier || Baw Beese || Indecency with Children Act 1960"
train,5a7145d55542994082a3e73c,comparison,hard,"Which person went into space at a later date, Sigmund Jähn or Christer Fuglesang?",Christer Fuglesang,10,2,christer fuglesang || sigmund jähn,1,1.0,0,,1,1.0,0,,0,0,,Sigmund Jähn || Christer Fuglesang || Breathing Your Love || Eberhard Köllner || Ulf Merbold || List of hoards in Ireland || The Burning Giraffe || Dictatus papae || List of hoards in Great Britain || Stefan Walz
train,5a7147fd5542994082a3e758,bridge,hard,When was the king that started coin production in Copenhagen born?,2 February 1455,10,2,"john, king of denmark || royal mint (denmark)",0,0.0,2,"john, king of denmark || royal mint (denmark)",0,0.0,2,"john, king of denmark || royal mint (denmark)",0,0,,Melbourne Mint || Julius Middelthun || Christiansborg Palace (1st) || History of copper currency in Sweden || Yuanyuan Tan || Cast coinage || Talking Statues || Hans Engell || Medal for Bravery (Serbia) || 1974 aluminum cent
train,5a7148005542994082a3e759,bridge,hard,"What tower house near Aberchirder, Aberdeenshire did David Gregory inherit?",Kinnairdy Castle,10,2,david gregory (physician) || kinnairdy castle,0,0.5,1,david gregory (physician),0,0.5,1,david gregory (physician),0,0,,Amisfield Tower || Kinnairdy Castle || Plague Town || Timpendean Tower || Pittulie Castle || Appley Towers || Mahee Castle || Arnage Castle || Niddry Castle || 1600 Pennsylvania Avenue (TV series)
train,5a7148d25542994082a3e766,comparison,hard,"Which of these artists is older, Warrel Dane or Roy Khan?",Warrel Dane,10,2,roy khan || warrel dane,1,1.0,0,,1,1.0,0,,0,0,,Warrel Dane || Roy Khan || Dreaming Neon Black || Into the Mirror Live || Sanctuary (band) || Praises to the War Machine || Peter Wichers || Nevermore (album) || The Year of the Voyager || Nevermore
train,5a7149595542994082a3e76f,bridge,hard,Who starred in Love and other drugs and The Simpsons?,"Henry Albert ""Hank"" Azaria",10,2,hank azaria || love &amp; other drugs,0,0.5,1,hank azaria,0,0.5,1,hank azaria,0,0,,Eight Misbehavin' || The Simpsons Spin-Off Showcase || Love &amp; Other Drugs || I'm on Drugs || You Kent Always Say What You Want || America's Sweetheart (album) || Clown in the Dumps || Chief of Hearts || The Simpsons and Their Mathematical Secrets || 22 Short Films About Springfield
train,5a7149cf5542994082a3e773,bridge,hard,What 2015 British-Canadian-Irish romantic drama was Finola Dwyer a producer of?,Brooklyn,10,2,brooklyn (film) || finola dwyer,1,1.0,0,,1,1.0,0,,0,0,,Brooklyn (film) || Anna Devane || Amanda Posey || Sarah Khan || Tom Cruise filmography || Así es el tango || Baz Luhrmann || Phil Dwyer (musician) || Finola Dwyer || Bewitching Kisses
train,5a714de95542994082a3e7a8,bridge,hard,"Alexander Young, also known as George Alexander, is the uncle to which Scottish musician who replaced Malcolm Young in the band AC/DC in 2014?",Stephen Crawford Young,10,2,alexander young (musician) || stevie young,1,1.0,0,,1,1.0,0,,0,0,,"Peter Clack || Fly on the Wall (AC/DC album) || If You Want Blood You've Got It || Can I Sit Next to You, Girl || Powerage || Alexander Young (musician) || Ballbreaker || Stevie Young || List of awards and nominations received by AC/DC || Blow Up Your Video"
train,5a714f6f5542994082a3e7b3,bridge,hard,How many people live in the County serviced by The Collier Area Transit system?,"321,520",10,2,"collier area transit || collier county, florida",0,0.5,1,"collier county, florida",0,0.5,1,"collier county, florida",0,0,,Citrus Connection || Charlotte Area Transit System || West Kootenay Transit System || Dar es Salaam bus rapid transit || Collier Area Transit || Perth Central Area Transit || Chicago Central Area Transit Plan || History of surface transit in Northern Virginia || Central Fraser Valley Transit System || GoRaleigh
train,5a7150c75542994082a3e7be,bridge,hard,What is the capacity of the stadium that hosts games of the team that was coached by Barry Switzer in 1981?,"86,112",10,2,1981 oklahoma sooners football team || gaylord family oklahoma memorial stadium,0,0.5,1,gaylord family oklahoma memorial stadium,0,0.5,1,gaylord family oklahoma memorial stadium,0,0,,1979 Oklahoma Sooners football team || 1977 Oklahoma Sooners football team || 1980 Oklahoma Sooners football team || 1981 Oklahoma Sooners football team || List of Oklahoma Sooners head football coaches || 1978 Oklahoma Sooners football team || Barry Switzer Center || 1984 Oklahoma Sooners football team || 1976 Oklahoma Sooners football team || 1973 Oklahoma Sooners football team
train,5a7166395542994082a3e814,bridge,hard,"What is the name of the fight song of the university whose main campus is in Lawrence, Kansas and whose branch campuses are in the Kansas City metropolitan area?",Kansas Song,10,2,kansas song || university of kansas,0,0.5,1,kansas song,0,0.5,1,kansas song,0,0,,"History of the Kansas City metropolitan area || University of the Incarnate Word || Federal University of Paraíba || Kansas City metropolitan area || University of Missouri–Kansas City || Downtown Kansas City || University of Kansas || Kansas City jazz || North Kansas City, Missouri || Kansas City Scout"
train,5a71674f5542994082a3e819,bridge,hard,When was the magazine Sam Duckworth got his name Get Cape. Wear Cape. Fly from launched?,January 2004,10,2,get cape. wear cape. fly || retro gamer,0,0.5,1,retro gamer,1,1.0,0,,1,0,,Mikey Glenister || Get Cape. Wear Cape. Fly (EP) || London Royal || Get Cape. Wear Cape. Fly || Get Cape. Wear Cape. Fly (album) || Searching for the Hows and Whys || The Chronicles of a Bohemian Teenager || Jason Perry (singer) || Stendhal Festival || Get Cape. Wear Cape. Fly / Dave House
train,5a716a9b5542994082a3e821,bridge,hard,"What actor from ""Willow"" also starred in ""The Usual Suspects""?",Kevin Elliot Pollak,10,2,kevin pollak || the usual suspects,0,0.0,2,kevin pollak || the usual suspects,0,0.5,1,kevin pollak,1,0,,Chazz Palminteri || 100 Films and a Funeral || Kevin Spacey filmography || Stephen Baldwin || TEN (2014 film) || Empire Award for Best Newcomer || Bad Hat Harry Productions || Nels Jensen || Pan-Européenne || Kevin Spacey
train,5a716dc15542994082a3e82b,bridge,hard,Who is younger Kirk Humphreys or Tom Coburn?,Kirk Humphreys,10,2,kirk humphreys || tom coburn,0,0.5,1,tom coburn,0,0.5,1,tom coburn,0,0,,"Kirk Humphreys || National Science Foundation: Under the Microscope || Sarah Coburn || Jim Rogers (Oklahoma politician) || O. W. Coburn School of Law || United States Senate election in Oklahoma, 2004 || The Guns (band) || Kevin Ogle || Mike Schwartz (activist) || Pierre Pellizza"
train,5a716ec85542994082a3e82d,bridge,hard,"Which movie was filmed first ""The Guest"" or ""You're Next""?",You're Next,10,2,the guest (film) || you're next,0,0.0,2,the guest (film) || you're next,0,0.0,2,the guest (film) || you're next,0,0,,The Next Line || The Pin Up Girls || The White Hell of Pitz Palu || Aaron Brink || K. Ravindran Nair || Live from Abbey Road || Live from Daryl's House || Asturian cinema || Stephen Nicholas (actor) || Rose Marie (1954 film)
train,5a7172105542994082a3e837,bridge,hard,What film did Tom Wu appear in that also starred Jason Statham and Ray Liotta? ,Revolver,10,2,revolver (2005 film) || tom wu,0,0.5,1,tom wu,0,0.5,1,tom wu,0,0,,Heartbreakers (2001 film) || The Expendables (2010 film) || In the Name of the King || War (2007 film) || Smokin' Aces || Revolver (2005 film) || Phoenix (1998 film) || Crank: High Voltage || Revenge of the Green Dragons || Unforgettable (1996 film)
