original_id,question,gold_answer,support_titles,support_title_count,original_rank_top5_sufficient,original_rank_top5_coverage,original_rank_top10_sufficient,original_rank_top10_coverage,original_rank_top20_sufficient,original_rank_top20_coverage,original_rank_top5_titles,rf_all_top5_sufficient,rf_all_top5_coverage,rf_all_top10_sufficient,rf_all_top10_coverage,rf_all_top20_sufficient,rf_all_top20_coverage,rf_all_top5_titles,gb_all_top5_sufficient,gb_all_top5_coverage,gb_all_top10_sufficient,gb_all_top10_coverage,gb_all_top20_sufficient,gb_all_top20_coverage,gb_all_top5_titles,lr_all_top5_sufficient,lr_all_top5_coverage,lr_all_top10_sufficient,lr_all_top10_coverage,lr_all_top20_sufficient,lr_all_top20_coverage,lr_all_top5_titles
5a714b645542994082a3e78b,What year did Lindsey Broad star in the movie with Russell Brand and Jonah Hill?,2010,get him to the greek || lindsey broad,2,0,0.5,0,0.5,1,1.0,Jonah Hill filmography || Lindsey Russell || List of awards and nominations received by Jonah Hill || Get Him to the Greek || 2012 MTV Movie Awards,1,1.0,1,1.0,1,1.0,Lindsey Broad || Get Him to the Greek || Lindsey Russell || Russell Brand || Jonah Hill,1,1.0,1,1.0,1,1.0,Lindsey Broad || Lindsey Russell || Get Him to the Greek || Jonah Hill filmography || Jonah Hill,0,0.5,1,1.0,1,1.0,Jonah Hill || Lindsey Russell || Get Him to the Greek || Jonah Hill filmography || Russell Brand
5a7153d05542994082a3e7dc,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,bayezid ii mosque || nusretiye mosque,2,0,0.5,1,1.0,1,1.0,Nusretiye Mosque || Baroque architecture || Islamic architecture || Istanbul || Mosque,1,1.0,1,1.0,1,1.0,Nusretiye Mosque || Islamic architecture || Baroque architecture || Bayezid II Mosque || Bayezid II,1,1.0,1,1.0,1,1.0,Nusretiye Mosque || Islamic architecture || Baroque architecture || Istanbul || Bayezid II Mosque,0,0.5,1,1.0,1,1.0,Nusretiye Mosque || Istanbul || Baroque architecture || Islamic architecture || Mosque
5a71646e5542994082a3e80e,What is the proper name for the steroid used by the retired British track sprinter who is one of the fastest European sprinters in the history of athletics?,Tetrahydrogestrinone,dwain chambers || tetrahydrogestrinone,2,1,1.0,1,1.0,1,1.0,Dwain Chambers || Track and field || 60 metres || Sprint (running) || Tetrahydrogestrinone,0,0.5,1,1.0,1,1.0,Dwain Chambers || 60 metres || Track and field || Sprint (running) || Michael Johnson (sprinter),0,0.5,1,1.0,1,1.0,Dwain Chambers || Track and field || 60 metres || Sprint (running) || Michael Johnson (sprinter),0,0.5,1,1.0,1,1.0,Dwain Chambers || Track and field || 60 metres || Sprint (running) || List of Olympic records in athletics
5a716f575542994082a3e82f,Was it  Ishmael Reed or Joseph Campbell who said Follow your bliss?,Joseph John Campbell,ishmael reed || joseph campbell,2,1,1.0,1,1.0,1,1.0,Joseph Campbell || Follow Your Bliss: The Best of Senses Fail || Ishmael Reed || Bliss (Nikki Webster album) || Archetype,1,1.0,1,1.0,1,1.0,Joseph Campbell || Ishmael Reed || Follow Your Bliss: The Best of Senses Fail || Bliss (Nikki Webster album) || Archetype,1,1.0,1,1.0,1,1.0,Joseph Campbell || Ishmael Reed || Follow Your Bliss: The Best of Senses Fail || Bliss (Nikki Webster album) || Comparative mythology,1,1.0,1,1.0,1,1.0,Joseph Campbell || Follow Your Bliss: The Best of Senses Fail || Ishmael Reed || Bliss (Nikki Webster album) || Let It Enfold You
5a71717d5542994082a3e834,"What star of ""Attack of the Gryphon"" was also a voice artist in Johnny Bravo?  ",Larry Richard Drake,gryphon (film) || larry drake,2,1,1.0,1,1.0,1,1.0,Gryphon (film) || Larry Drake || List of Johnny Bravo episodes || Amber Benson || Andrew Prowse,1,1.0,1,1.0,1,1.0,Larry Drake || Gryphon (film) || Johnny Bravo || Andrew Prowse || List of Johnny Bravo episodes,1,1.0,1,1.0,1,1.0,Larry Drake || Gryphon (film) || Johnny Bravo || List of Johnny Bravo episodes || Andrew Prowse,1,1.0,1,1.0,1,1.0,Larry Drake || Johnny Bravo || Gryphon (film) || List of Johnny Bravo episodes || Andrew Prowse
5a721a7655429971e9dc9271,What actor from the show Murphy Brown also had a role in a show with fellow actor Steve Howey? ,Christopher Rich,christopher rich (actor) || reba (season 1),2,0,0.0,0,0.0,0,0.0,Steve Howey (actor) || Actor || Bride Wars || Reba (TV series) || Shameless (U.S. TV series),0,0.0,0,0.0,0,0.0,Steve Howey (actor) || Bride Wars || Supercross (film) || Steve Howey (footballer) || Actor,0,0.0,0,0.0,0,0.0,Steve Howey (actor) || Actor || Howey || Bride Wars || Supercross (film),0,0.0,0,0.0,0,0.0,Steve Howey (actor) || Actor || Bride Wars || Steve Evets || Steve Howey (footballer)
5a721e0e55429971e9dc928d,which university was founded first Duke University or Tufts University?,Duke University,duke university || tufts university,2,0,0.5,0,0.5,0,0.5,Experimental College (Tufts University) || Tufts University School of Dental Medicine || Tufts University || The Tufts Observer || History of Tufts University,0,0.5,0,0.5,0,0.5,Tufts University || History of Tufts University || Experimental College (Tufts University) || Tufts University School of Dental Medicine || Tufts University Libraries,0,0.5,0,0.5,0,0.5,Tufts University || Experimental College (Tufts University) || History of Tufts University || The Tufts Observer || Tufts University School of Dental Medicine,0,0.5,0,0.5,0,0.5,Experimental College (Tufts University) || Tufts University || The Tufts Observer || History of Tufts University || James Hayden Tufts
5a722c2255429971e9dc932c,"What type of development, currently existing in Pasay, is currently being considered for malls such as one in M.A. Roxas Avenue in Clark Freeport, Angeles City in Pampanga Philippines?",SM Lifestyle Cities,sm city clark || sm lifestyle city,2,0,0.5,0,0.5,1,1.0,"SM City Clark || Clark Freeport Zone || SM City Pampanga || Mexico, Pampanga || Pampanga",0,0.5,1,1.0,1,1.0,"SM City Clark || Clark Freeport Zone || SM City Pampanga || San Fernando, Pampanga || Mexico, Pampanga",0,0.5,0,0.5,1,1.0,"SM City Clark || Clark Freeport Zone || Pampanga || SM City Pampanga || Mexico, Pampanga",0,0.5,0,0.5,1,1.0,SM City Clark || Clark Freeport Zone || Pampanga || SM City Pampanga || Philippines
5a7263e05542997f82783998,What medieval fortress is believed to refer to a chapel at the bottom of a hill?,Bonkyll Castle,bonkyll castle || buncle,2,0,0.5,1,1.0,1,1.0,Buncle || Devingrad (fortress) || Gori Fortress || Trapezitsa (fortress) || Chapel Hill Independent School District,1,1.0,1,1.0,1,1.0,Buncle || Bonkyll Castle || Berwickshire || Ozark Medieval Fortress || Devingrad (fortress),1,1.0,1,1.0,1,1.0,Buncle || Devingrad (fortress) || Gori Fortress || Ozark Medieval Fortress || Bonkyll Castle,1,1.0,1,1.0,1,1.0,Buncle || Devingrad (fortress) || Ozark Medieval Fortress || Bonkyll Castle || Gori Fortress
5a7264ed5542990c210a411a,What was the slogan  that came about from the idea of Lebensraum which had its most extreme form supported by the Nazi Party until the end of World War II?,Blood and soil,blood and soil || lebensraum,2,0,0.5,0,0.5,0,0.5,Lebensraum || World War II || Nazi Party || World War I || Nazi Germany,0,0.5,0,0.5,0,0.5,Lebensraum || Nazi Germany || German Empire || Betriebsobmann || World War I,0,0.5,0,0.5,0,0.5,Lebensraum || World War II || Nazi Germany || World War I || Nazi Party,0,0.5,0,0.5,0,0.5,Lebensraum || World War II || Nazi Party || World War I || Nazi Germany
5a72688c5542997f827839b2,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,atik valide mosque || valens aqueduct,2,0,0.5,1,1.0,1,1.0,Atik Valide Mosque || Mosque || Istanbul || Ottoman Empire || Turkey,1,1.0,1,1.0,1,1.0,Atik Valide Mosque || Valens Aqueduct || Istanbul || Üsküdar || Aqueduct (water supply),1,1.0,1,1.0,1,1.0,Atik Valide Mosque || Valens Aqueduct || Turkey || Istanbul || Ottoman Empire,1,1.0,1,1.0,1,1.0,Atik Valide Mosque || Valens Aqueduct || Turkey || Mosque || Istanbul
5a727e1b5542991f9a20c497,"In which song was written by singer-songwriter Taylor Swift and shares the optimistic lyrical message to a song called ""Yodel It!""?",Shake It Off,shake it off || yodel it!,2,1,1.0,1,1.0,1,1.0,Yodel It! || Taylor Swift || Shake It Off || Alex Florea || Hip hop music,1,1.0,1,1.0,1,1.0,Yodel It! || Shake It Off || Alex Florea || Ilinca Băcilă || Hip hop music,1,1.0,1,1.0,1,1.0,Yodel It! || Shake It Off || Alex Florea || Hip hop music || Taylor Swift,1,1.0,1,1.0,1,1.0,Yodel It! || Shake It Off || Taylor Swift || Alex Florea || Timebelle
5a72830e5542994cef4bc2f9,"Where is the company that distributed XXXTentacion's single ""Revenge"" based?","San Francisco, California",empire distribution || revenge (song),2,0,0.5,1,1.0,1,1.0,Revenge (XXXTentacion album) || Revenge (song) || Look at Me (XXXTentacion song) || XXXTentacion || Billboard Hot 100,1,1.0,1,1.0,1,1.0,Revenge (XXXTentacion album) || Look at Me (XXXTentacion song) || Empire Distribution || Revenge (song) || SoundCloud,1,1.0,1,1.0,1,1.0,Revenge (XXXTentacion album) || Look at Me (XXXTentacion song) || Revenge (song) || Empire Distribution || XXXTentacion,0,0.5,1,1.0,1,1.0,Revenge (XXXTentacion album) || Look at Me (XXXTentacion song) || Revenge (song) || XXXTentacion || SoundCloud
5a728b1c5542992359bc30e0,"Which member of the boy group Shinee released their first studio album ""She is""?",Jonghyun,kim jong-hyun (singer) || she is,2,0,0.0,0,0.0,0,0.0,Breaking News (Shinee song) || Lucifer (Shinee album) || Five (Shinee album) || The Shinee World || List of songs recorded by Shinee,0,0.0,0,0.0,0,0.0,Breaking News (Shinee song) || The Shinee World || 1 of 1 (album) || I'm Your Boy || The First (album),0,0.0,0,0.0,0,0.0,Breaking News (Shinee song) || The Shinee World || Lucifer (Shinee album) || Five (Shinee album) || Shinee,0,0.0,0,0.0,0,0.0,Breaking News (Shinee song) || The Shinee World || Shinee || I'm Your Boy || The First (album)
5a728f745542991f9a20c4e6,"Which magazine was founded first, Diva or Elle?",Elle,diva (magazine) || elle (magazine),2,0,0.5,0,0.5,1,1.0,Elle (magazine) || Lifestyle magazine || Fashion || France || Hélène Gordon-Lazareff,1,1.0,1,1.0,1,1.0,Elle (magazine) || Hélène Gordon-Lazareff || Lifestyle magazine || Diva (magazine) || Elle Girl,0,0.5,1,1.0,1,1.0,Elle (magazine) || Hélène Gordon-Lazareff || Lifestyle magazine || Fashion || Elle Decor,1,1.0,1,1.0,1,1.0,Elle (magazine) || Hélène Gordon-Lazareff || Lifestyle magazine || Fashion || Diva (magazine)
5a728fbd5542992359bc30f8,Who was convicted of murdering the director of Schoolboy Crush?,Harlow Cuadra and Joseph Kerekes,bryan kocis || schoolboy crush (film),2,1,1.0,1,1.0,1,1.0,Schoolboy Crush (film) || Brent Everett || Bryan Kocis || Cobra Video || Sean Paul Lockhart,1,1.0,1,1.0,1,1.0,Bryan Kocis || Schoolboy Crush (film) || Brent Everett || Bobby Helms || Average White Band,1,1.0,1,1.0,1,1.0,Schoolboy Crush (film) || Bryan Kocis || Brent Everett || School Boy Crush || Cobra Video,1,1.0,1,1.0,1,1.0,Schoolboy Crush (film) || Bryan Kocis || Brent Everett || School Boy Crush || Bobby Helms
5a7294b65542991f9a20c509,What is the name of the umcoming horror film adaptation starring Melanie Griffiths daughter?,Suspiria,dakota johnson || suspiria (upcoming film),2,0,0.0,0,0.0,0,0.0,Shining Through (disambiguation) || Melanie Tem || Shining Through || Melanie Blatt || Melanie (film),0,0.0,0,0.0,0,0.0,Shining Through || Melanie Tem || Shining Through (disambiguation) || Horror fiction || Melanie (film),0,0.0,0,0.0,0,0.0,Shining Through || Shining Through (disambiguation) || Melanie Tem || Melanie Blatt || Melanie (film),0,0.0,0,0.0,0,0.0,Shining Through || Shining Through (disambiguation) || Daughter of Darkness (1990 film) || Melanie (film) || The Forester's Daughter (1931 film)
5a72953b5542994cef4bc357,What Labor member of the House of Representatives in the Australian Parliament was a member of the Australian Labor Party Australian Young Labor?,Tony Burke,australian young labor || tony burke,2,0,0.0,0,0.0,0,0.0,Mick Young || Andrew Lacey || Peter Khalil || Moses Gabb || Janice Crosio,0,0.0,0,0.0,0,0.0,Mick Young || Andrew Lacey || Australian Labor Party || Australian House of Representatives || Moses Gabb,0,0.0,0,0.0,0,0.0,Mick Young || Andrew Lacey || Australian Labor Party || Peter Khalil || Australian House of Representatives,0,0.0,0,0.0,0,0.0,Mick Young || Australian Labor Party || Andrew Lacey || Moses Gabb || Australian House of Representatives
5a7299e75542991f9a20c524,"What movie was released at a later date, My Dog Tulip or Monsters vs. Aliens?",Monsters vs. Aliens,monsters vs. aliens || my dog tulip,2,0,0.5,0,0.5,1,1.0,List of Monsters vs. Aliens characters || Monsters vs. Aliens (video game) || Monsters vs. Aliens (disambiguation) || Monsters vs. Aliens || Monsters vs. Aliens: Mutant Pumpkins from Outer Space,1,1.0,1,1.0,1,1.0,My Dog Tulip || Monsters vs. Aliens || Monsters vs. Aliens (video game) || List of Monsters vs. Aliens characters || Monsters vs. Aliens (TV series),1,1.0,1,1.0,1,1.0,My Dog Tulip || Monsters vs. Aliens (video game) || List of Monsters vs. Aliens characters || Monsters vs. Aliens || Monsters vs. Aliens (franchise),1,1.0,1,1.0,1,1.0,Monsters vs. Aliens || List of Monsters vs. Aliens characters || Monsters vs. Aliens (video game) || Monsters vs. Aliens (TV series) || My Dog Tulip
5a729cc25542991f9a20c532,Which author wrote about a woman captured by the Symbionese Liberation Army?,Paul Avery,patty hearst || paul avery,2,0,0.0,0,0.5,0,0.5,Symbionese Liberation Army || Murder || Vanguardism || Patricia Soltysik || American Woman (novel),0,0.5,0,0.5,0,0.5,Symbionese Liberation Army || A Woman's Liberation || Patty Hearst || American Woman (novel) || Murder,0,0.5,0,0.5,0,0.5,Symbionese Liberation Army || American Woman (novel) || A Woman's Liberation || Murder || Patty Hearst,0,0.5,0,0.5,0,0.5,Symbionese Liberation Army || A Woman's Liberation || American Woman (novel) || Patty Hearst || Murder
5a72a3c45542994cef4bc3ac,"What is the birth name of the woman that ""A Woman Called Moses"" is based on?",Araminta Ross,a woman called moses || harriet tubman,2,0,0.5,1,1.0,1,1.0,"A Woman Called Moses || Harriet, the Woman Called Moses || Slavery in the United States || Canada || Cicely Tyson",0,0.5,1,1.0,1,1.0,"A Woman Called Moses || Harriet, the Woman Called Moses || Cicely Tyson || Thea Musgrave || Slavery in the United States",0,0.5,0,0.5,1,1.0,"A Woman Called Moses || Harriet, the Woman Called Moses || NBC || Canada || Slavery in the United States",0,0.5,0,0.5,1,1.0,"A Woman Called Moses || Harriet, the Woman Called Moses || NBC || Canada || Underground Railroad"
5a72a9145542994cef4bc3c1,Which player signed to Bayern Munich before the 2012-2013 season was known mostly as a central defender?,Dante,2012–13 fc bayern munich season || dante (footballer),2,0,0.5,0,0.5,0,0.5,2012–13 FC Bayern Munich season || 2013–14 FC Bayern Munich season || 1993–94 FC Bayern Munich season || 1995–96 FC Bayern Munich season || 2015–16 FC Bayern Munich season,0,0.5,0,0.5,0,0.5,2012–13 FC Bayern Munich season || 2013–14 FC Bayern Munich season || 2015–16 FC Bayern Munich season || 1993–94 FC Bayern Munich season || 1995–96 FC Bayern Munich season,0,0.5,0,0.5,0,0.5,2012–13 FC Bayern Munich season || 2013–14 FC Bayern Munich season || 1993–94 FC Bayern Munich season || 1995–96 FC Bayern Munich season || 2015–16 FC Bayern Munich season,0,0.5,0,0.5,0,0.5,2012–13 FC Bayern Munich season || 2013–14 FC Bayern Munich season || 1993–94 FC Bayern Munich season || 1995–96 FC Bayern Munich season || 1977–78 FC Bayern Munich season
5a72abb95542992359bc3162,Which film was not a 3D computer-animation Cars 3 or Smith!?,Smith!,cars 3 || smith!,2,0,0.0,0,0.0,0,0.0,Pumpkin 3D || David A. Smith (computer scientist) || List of 3D rendering software || Mixamo || Computer animation,0,0.0,0,0.0,0,0.0,Computer animation || List of 3D rendering software || David A. Smith (computer scientist) || Mixamo || Planes (film),0,0.0,0,0.0,0,0.0,Computer animation || List of 3D rendering software || Pumpkin 3D || David A. Smith (computer scientist) || Planes (film),0,0.0,0,0.0,0,0.0,Computer animation || David A. Smith (computer scientist) || List of 3D rendering software || Planes (film) || Pumpkin 3D
5a72b3335542994cef4bc3dc,What party campaigned for the Irish Home Rule Movement?,The Home Rule League,home rule league || irish home rule movement,2,1,1.0,1,1.0,1,1.0,Home Rule League || Irish Home Rule movement || Irish Parliamentary Party || Political party || United Kingdom of Great Britain and Ireland,1,1.0,1,1.0,1,1.0,Irish Home Rule movement || Irish Parliamentary Party || Home Rule League || Political party || Home rule,1,1.0,1,1.0,1,1.0,Irish Home Rule movement || Home Rule League || Irish Parliamentary Party || Indian Home Rule movement || Nationalist Party (Ireland),1,1.0,1,1.0,1,1.0,Irish Home Rule movement || Home Rule League || Irish Parliamentary Party || Nationalist Party (Ireland) || Home rule
5a72b9155542992359bc3187,What service is an Amtrak flagship that includes BWI Rail Station as one of its Amtrak intercity services?,Acela Express,acela express || bwi rail station,2,1,1.0,1,1.0,1,1.0,"BWI Rail Station || Amtrak || Regional rail || Acela Express || Anne Arundel County, Maryland",1,1.0,1,1.0,1,1.0,BWI Rail Station || Acela Express || MARC Train || Amtrak || Regional rail,1,1.0,1,1.0,1,1.0,BWI Rail Station || Amtrak || MARC Train || Acela Express || Regional rail,1,1.0,1,1.0,1,1.0,BWI Rail Station || Amtrak || Acela Express || Regional rail || MARC Train
5a72dcb45542992359bc31af,What company did Rex Maughan aquire?,Aloe Vera of America,forever living products || rex maughan,2,1,1.0,1,1.0,1,1.0,Rex Maughan || Forever Living Products || Multi-level marketing || Maughan (surname) || Sharon Maughan,1,1.0,1,1.0,1,1.0,Rex Maughan || Forever Living Products || Multi-level marketing || Henry Maughan Liardet || Rex Smith Aeroplane Company,1,1.0,1,1.0,1,1.0,Rex Maughan || Forever Living Products || Multi-level marketing || Rex Smith Aeroplane Company || Maughan (surname),1,1.0,1,1.0,1,1.0,Rex Maughan || Forever Living Products || Rex Smith Aeroplane Company || Multi-level marketing || Maughan (surname)
5a72e4375542992359bc31bf,"Who is older, Lucy Gichuhi or Bob Day?",Bob Day,bob day || lucy gichuhi,2,1,1.0,1,1.0,1,1.0,"Lucy Gichuhi || Bob Day || Australian Senate || Australian federal election, 2016 || Court of Disputed Returns (Australia)",1,1.0,1,1.0,1,1.0,Lucy Gichuhi || Bob Day || Bob Weiskopf || Court of Disputed Returns (Australia) || Madelyn Pugh,1,1.0,1,1.0,1,1.0,"Lucy Gichuhi || Bob Day || Australian Senate || Australian federal election, 2016 || Madelyn Pugh",1,1.0,1,1.0,1,1.0,Lucy Gichuhi || Bob Day || Bob Schiller || Madelyn Pugh || Sitcom
5a72f1cf5542994cef4bc414,Which English actor starred in the 1995 american romantic drama film The Scarlet Letter alongside Demi Moore and Robert Duvall?,Gary Oldman,gary oldman || the scarlet letter (1995 film),2,0,0.5,1,1.0,1,1.0,The Scarlet Letter (1995 film) || The Scarlet Letter || Demi Moore || Robert Duvall || Film adaptation,1,1.0,1,1.0,1,1.0,The Scarlet Letter (1995 film) || Demi Moore || Robert Duvall || Gary Oldman || The Scarlet Letter,0,0.5,1,1.0,1,1.0,The Scarlet Letter (1995 film) || Demi Moore || Robert Duvall || The Scarlet Letter || Film,1,1.0,1,1.0,1,1.0,Demi Moore || The Scarlet Letter (1995 film) || The Scarlet Letter || Robert Duvall || Gary Oldman
